company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
"York Solutions, LLC","Roseville, CA, US",Business Process Modeler -Roseville,2019-07-24,Experience evaluating an As-Is state and determiningrecommending process improvement changes to get To-be future state Has understanding ...,https://www.linkedin.com/jobs/view/business-process-modeler-roseville-at-york-solutions-llc-1395788957?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"York Solutions, LLCRoseville, CA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer Software, Computer & Network Security"
Capital One,"McLean, VA, US",Principal Quantitative Modeler - (PPNR / Time-Series),2019-07-17,"Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by ...",https://www.linkedin.com/jobs/view/principal-quantitative-modeler-ppnr-time-series-at-capital-one-1174640492?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Capital OneMcLean, VA, US 
",Associate,Full-time,"Design, Art/Creative, Information Technology","Banking, Financial Services, Investment Banking"
PSF Mechanical Inc.,"Seattle, WA, US",Mechanical Design Modeler,2019-07-25,"Compensation: Hourly; we offer competitive wages based on skills and experience, excellent benefits package including: Paid Time Off (PTO...",https://www.linkedin.com/jobs/view/mechanical-design-modeler-at-psf-mechanical-inc-1394120210?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PSF Mechanical Inc.Seattle, WA, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Construction, Staffing and Recruiting, Financial Services"
Big Ladder Software,"Denver, CO, US",EnergyPlus Modeler/Programmer - Denver,2019-07-22,"Minimum Qualifications To be considered for the job, you should be able to demonstrate the following minimum qualifications: Minimum two ...",https://www.linkedin.com/jobs/view/energyplus-modeler-programmer-denver-at-big-ladder-software-1390544156?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Big Ladder SoftwareDenver, CO, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Architecture & Planning, Computer Software, Management Consulting"
OTC Direct Inc,"Omaha, NE, US",Statistical Modeler,2019-07-28,"Experience in marketing analysis related to direct marketing, financial services or other service sector preferred. Experience with ...",https://www.linkedin.com/jobs/view/statistical-modeler-at-otc-direct-inc-1401316083?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"OTC Direct IncOmaha, NE, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Information Technology and Services
"Clear Resolution Consulting, LLC","Comfort Inn Arlington Blvd / DC Gateway, VA, US",Appian Modeler,2019-08-01,"Here at ASET Partners we are looking for a highly skilled, exceptionally motivated Appian Modeler to support a Department of Homeland ...",https://www.linkedin.com/jobs/view/appian-modeler-at-clear-resolution-consulting-llc-1406348022?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Clear Resolution Consulting, LLCComfort Inn Arlington Blvd / DC Gateway, VA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
MITRE,"McLean, VA, US",Complex Systems Modeler,2019-06-19,"The Model-Based Analytics Department is seeking a motivated, creative Complex Systems Modeler to apply cutting edge tools and techniques ...",https://www.linkedin.com/jobs/view/complex-systems-modeler-at-mitre-1372319283?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MITREMcLean, VA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
Vprecruiter,"Wilmington, DE, US",CCB-Risk-Card Portfolio Profitability Modeler-Associate,2019-07-31,"Communication skills must be strong, with an ability and demonstrated experience in clearly presented analytical findings. We are looking...",https://www.linkedin.com/jobs/view/ccb-risk-card-portfolio-profitability-modeler-associate-at-vprecruiter-1404506991?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VprecruiterWilmington, DE, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Defense & Space, Aviation & Aerospace"
Discover Corporation Ltd,"Riverwoods, IL, US",Modeler - P204741,2019-07-26,"Leverages extensive, deep technical knowledge and leadership skills to drive the development of data-science solutions, and implements ...",https://www.linkedin.com/jobs/view/modeler-p204741-at-discover-corporation-ltd-1395264475?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Discover Corporation LtdRiverwoods, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer Software, Financial Services"
"AmTrust Financial Services, Inc.","Jersey City, NJ, US",Capital Modeler,2019-07-31,Amtrust is looking for a capital modeler in our capital management team. Strong background in Statistics and excellent analytic skills. ...,https://www.linkedin.com/jobs/view/capital-modeler-at-amtrust-financial-services-inc-1404321891?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmTrust Financial Services, Inc.Jersey City, NJ, US 
 
",Not Applicable,Full-time,"Design, Art/Creative, Information Technology",Insurance
Jobs Interviewing Now from MJH,"Minneapolis, MN, US",Statistical Modeler - RELX Group,2019-07-28,"With over 40 years of expertise, we are the trusted data analytics provider for organizations seeking actionable insights to manage risks...",https://www.linkedin.com/jobs/view/statistical-modeler-relx-group-at-jobs-interviewing-now-from-mjh-1406426303?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs Interviewing Now from MJHMinneapolis, MN, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Human Resources
Colorado State University,"Fort Collins, CO, US",Ecosystem Modeler,2019-07-05,"The position responsibilities include advancing an existing global modeling framework; integrating the latest datasets on land use, ...",https://www.linkedin.com/jobs/view/ecosystem-modeler-at-colorado-state-university-1403289615?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Colorado State UniversityFort Collins, CO, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Staffing and Recruiting
H-E-B,"San Antonio, TX, US",Design Modeler,2019-05-18,"Do You Have a. We Are Looking For. Once you're eligible, you'll become an Owner in the company, so we're looking for commitment, hard ...",https://www.linkedin.com/jobs/view/design-modeler-at-h-e-b-1274955635?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"H-E-BSan Antonio, TX, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Retail, Financial Services"
Woodard & Curran,"Sacramento, CA, US",Groundwater Modeler,2019-05-15,"The selected candidate will have experience in the water resources field, exceptional communication skills, the ability to interact with ...",https://www.linkedin.com/jobs/view/groundwater-modeler-at-woodard-curran-1307394182?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Woodard & CurranSacramento, CA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Construction, Civil Engineering, Environmental Services"
HAN IT Staffing,"Charlotte, NC, US",:Data Modeler with Hadoop Experience,2019-06-27,Job Title:Data Modeler with Hadoop Experience. Need Data Modeler with Hadoop Experience. Must have good communication skills.,https://www.linkedin.com/jobs/view/data-modeler-with-hadoop-experience-at-han-it-staffing-1346340591?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HAN IT StaffingCharlotte, NC, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer Software, Internet"
Alliant-insight,"Brewster, NY, US",Predictive Modeler,2019-06-22,"Principle Responsibilities: Build predictive models for the direct marketing industry Communicate effectively, verbally and in writing, ...",https://www.linkedin.com/jobs/view/predictive-modeler-at-alliant-insight-1376852502?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Alliant-insightBrewster, NY, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Marketing and Advertising, Online Media, Internet"
GuideOne Mutual Insurance Company,"West Des Moines, IA, US",Predictive Modeler,2019-07-30,"GuideOne Mutual Insurance Company seeks a Predictive Modeler. West Des Moines, IA job. Qualified candidates must have Master’s degree or...",https://www.linkedin.com/jobs/view/predictive-modeler-at-guideone-mutual-insurance-company-1403077932?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GuideOne Mutual Insurance CompanyWest Des Moines, IA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Information Technology and Services
Jobs Interviewing Now from MJH,"Dane, WI, US",Water Quality & Aquatic Ecosytems Modeler - Wisconsin State Government,2019-07-31,"Skills including data collection and interpretation; features, strengths, weaknesses, and data requirements of commonly used models; ...",https://www.linkedin.com/jobs/view/water-quality-aquatic-ecosytems-modeler-wisconsin-state-government-at-jobs-interviewing-now-from-mjh-1406411793?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs Interviewing Now from MJHDane, WI, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Human Resources
Northrop Grumman,"McLean, VA, US",Systems Modeler,2019-01-23,"Are you interested in expanding your career through experience and exposure, all while supporting a mission that seeks to ensure the ...",https://www.linkedin.com/jobs/view/systems-modeler-at-northrop-grumman-1126994465?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Northrop GrummanMcLean, VA, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
FCCI Insurance Group,"Sarasota, FL, US",Associate Predictive Modeler,2019-07-22,Two years relevant experience in Modeling/Statistics/Actuarial Analysis/Finance/Operations within the Property and Casualty environment. ...,https://www.linkedin.com/jobs/view/associate-predictive-modeler-at-fcci-insurance-group-1387297375?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FCCI Insurance GroupSarasota, FL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Insurance
ClearedJobs.Net,"Columbia, MD, US",Mathematical Modeler/Analyst,2019-07-03,"When you join Booz Allen, you can expect:access to online and onsite training in data analysis and presentation methodologies, and tools ...",https://www.linkedin.com/jobs/view/mathematical-modeler-analyst-at-clearedjobs-net-1399579561?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearedJobs.NetColumbia, MD, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Defense & Space, Telecommunications"
Texas Water Development Board,"Austin, TX, US",Coastal Modeler (Hydrologist III/Engineer III) - TX3121047,2019-07-05,"Experience with 2D or 3D Hydrodynamic Circulation Models such as ADCIRC, DELFT3D, EFDC, FVCOM, ROMS, SCHISM, SUNTANS, or other models. ...",https://www.linkedin.com/jobs/view/coastal-modeler-hydrologist-iii-engineer-iii-tx3121047-at-texas-water-development-board-1403646981?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Texas Water Development BoardAustin, TX, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer Software, Government Administration"
Group W,Washington D.C. Metro Area,AFSIM Engineer,2019-08-02,"Develop and code engagement and mission level models using the Advanced Framework for Simulation, Integration, and Modeling (AFSIM) ...",https://www.linkedin.com/jobs/view/afsim-engineer-at-group-w-1369417651?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Group WWashington D.C. Metro Area 
 
Develop and code engagement and mission level models using the Advanced Framework for Simulation, Integration, and Modeling (AFSIM) software to conduct analysis in support of the toughest problems facing the Marine Corps and Department of Defense. Serve as a programmer/modeler on a dynamic team working out of our Triangle office supporting multiple projects for various Marine Corps clients.  
 
DUTIES:  
Required:  
For a senior level position, the following are desirable:  
DESCRIPTION:   
 
Develop and code engagement and mission level models using the Advanced Framework for Simulation, Integration, and Modeling (AFSIM) software to conduct analysis in support of the toughest problems facing the Marine Corps and Department of Defense. Serve as a programmer/modeler on a dynamic team working out of our Triangle office supporting multiple projects for various Marine Corps clients.  
 
DUTIES:  
 
Develop and code engagement and mission level models using AFSIM  
 
Support pre and post-wargame analysis using AFSIM  
 
Employ in-depth knowledge of modeling/Operations Research techniques to inform a variety of analyses and wargames  
 
QUALIFCATIONS:  
 
Required:  
 
DoD Secret Clearance  
 
US Citizenship  
 
Experience in developing models with C++   
 
For a senior level position, the following are desirable:  
 
DoD Top Secret Clearance with SCI Eligibility  
 
Previous experience with modeling with AFSIM software  
 
Prior military experience or analysis conducted in support of DoD  
 
Familiarity with theater OPLANs and/or Defense Planning Scenarios  
 
Background in science, technology, engineering, or math (STEM) and expertise in a variety of mathematical, statistical, and computer science arenas.   
 
DESCRIPTION:   
 
Develop and code engagement and mission level models using the Advanced Framework for Simulation, Integration, and Modeling (AFSIM) software to conduct analysis in support of the toughest problems facing the Marine Corps and Department of Defense. Serve as a programmer/modeler on a dynamic team working out of our Triangle office supporting multiple projects for various Marine Corps clients.  
 
DUTIES:  
 
Develop and code engagement and mission level models using AFSIM  
 
Support pre and post-wargame analysis using AFSIM  
 
Employ in-depth knowledge of modeling/Operations Research techniques to inform a variety of analyses and wargames  
 
QUALIFCATIONS:  
 
Required:  
 
DoD Secret Clearance  
 
US Citizenship  
 
Experience in developing models with C++   
 
For a senior level position the following are desirable:  
 
DoD Top Secret Clearance with SCI Eligibility  
 
Previous experience with modeling with AFSIM software  
 
Prior military experience or analysis conducted in support of DoD  
 
Familiarity with theater OPLANs and/or Defense Planning Scenarios  
 
Background in science, technology, engineering, or math (STEM) and expertise in a variety of mathematical, statistical, and computer science arenas.   
 
Group W is committed to providing equal employment opportunities (EEO) to all applicants for employment without regard to race, color, religion, gender, sexual orientation, national origin, age, disability, status as a covered veteran, or any other similarly protected status in accordance with applicable federal, state and local laws.  
",Mid-Senior level,Full-time,"Analyst, Engineering",Management Consulting
Optimized Solutions Limited,"Chicago, IL, US",SAP Hana Modeler,2019-07-23,"Experience defining systems strategy, developing systems requirements, designing and prototyping, testing, training, defining support ...",https://www.linkedin.com/jobs/view/sap-hana-modeler-at-optimized-solutions-limited-1400460226?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Optimized Solutions LimitedChicago, IL, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Computer & Network Security, Security and Investigations"
ACS National,"Livonia, MI, US",Clay Modeler,2019-07-25,Strong skills in working within a creative design environment and customer interface. Minimum five years’ experience in clay model making.,https://www.linkedin.com/jobs/view/clay-modeler-at-acs-national-1394388276?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ACS NationalLivonia, MI, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Information Technology and Services
Morgan Stanley,"New York City, NY, US","Financial Modeler, Vice President / Executive Director",2019-07-14,Morgan Stanley Wealth Management Strategists and Modeling group is seeking a VP/ED level financial modeler for our model development team.,https://www.linkedin.com/jobs/view/financial-modeler-vice-president-executive-director-at-morgan-stanley-1353719825?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Morgan StanleyNew York City, NY, US 
",Director,Full-time,"Management, Finance, Other","Financial Services, Investment Banking, Investment Management"
NYS Governor's Office of Employee Relations,"Albany, NY, US",Director of Data Analytics,2019-05-26,"As a data-driven organization, we are searching for an experienced leader in data analytics to drive a broad re-evaluation of our ...",https://www.linkedin.com/jobs/view/director-of-data-analytics-at-nys-governor-s-office-of-employee-relations-1312338703?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"NYS Governor's Office of Employee RelationsAlbany, NY, US 
",Director,Full-time,"Business Development, Sales","Nonprofit Organization Management, Government Administration, Hospital & Health Care"
Jobs @ TheJobNetwork,"Athens, NY, US",Financial/Data Modeler,2019-07-29,An ideal candidate for this Data MOdeler consulting role will be available immediately and have a deep understanding of statistical ...,https://www.linkedin.com/jobs/view/financial-data-modeler-at-jobs-%40-thejobnetwork-1402465353?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs @ TheJobNetworkAthens, NY, US 
",Entry level,Full-time,"Business Development, Sales",Information Technology and Services
Pryor Associates,"Brooklyn, NY, US",Life Actuarial Modeler - PR10315,2019-07-01,"Ideal candidate is ASA or FSA with 4+ years of actuarial experience including Life Insurance pricing and GGY-AXIS modeling. Help develop,...",https://www.linkedin.com/jobs/view/life-actuarial-modeler-pr10315-at-pryor-associates-1384795725?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pryor AssociatesBrooklyn, NY, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Insurance, Management Consulting"
CareerAddict,"New York City, NY, US",Junior Modeler - New York - Global CPM Partner,2019-07-26,What is in it for you?: Learn all aspects of software development with hands-on experience. Work with a dynamic team building the most ...,https://www.linkedin.com/jobs/view/junior-modeler-new-york-global-cpm-partner-at-careeraddict-1394577319?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CareerAddictNew York City, NY, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Computer & Network Security
Pryor Associates,"Brooklyn, NY, US",Life/Annuities Actuarial Modeler - PR10094,2019-07-31,Ideal candidate is ASA or FSA with Individual Life or Annuities modeling experience; experience with Principle Based Reserving a huge plus!,https://www.linkedin.com/jobs/view/life-annuities-actuarial-modeler-pr10094-at-pryor-associates-1405021562?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pryor AssociatesBrooklyn, NY, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Insurance, Management Consulting"
eFinancialCareers,"New York City, NY, US",MBS modeler,2019-07-12,The ideal candidate will be someone with 2-5 years of experience in agency prepayment modeling working in a front office environment. The...,https://www.linkedin.com/jobs/view/mbs-modeler-at-efinancialcareers-1406361823?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eFinancialCareersNew York City, NY, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Staffing and Recruiting
PA Consulting,"New York City, NY, US",Data Scientist / ML Engineer,2019-07-31,"Experience writing production level code in one of the following: Python, Java, C++, C. Experience leveraging ML techniques to build ...",https://www.linkedin.com/jobs/view/data-scientist-ml-engineer-at-pa-consulting-1391674172?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PA ConsultingNew York City, NY, US 
",Not Applicable,Full-time,"Engineering, Information Technology",Management Consulting
Pryor Associates,"Brooklyn, NY, US",Prophet Modeler (PR10111),2019-07-01,Ideal candidate is near ASA through FSA (will consider non-exam applicants as well) with 2+ years of Prophet modeling experience ...,https://www.linkedin.com/jobs/view/prophet-modeler-pr10111-at-pryor-associates-1384795681?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pryor AssociatesBrooklyn, NY, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Information Technology and Services, Insurance, Management Consulting"
eFinancialCareers,"New York City, NY, US",Quantitative Strategies ITS Rates Modeler,2019-07-27,"You have strong quantitative modelling skills, familiarity with rates models and analytics. You have 1 to 2 years of experience in Rates ...",https://www.linkedin.com/jobs/view/quantitative-strategies-its-rates-modeler-at-efinancialcareers-1406365081?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eFinancialCareersNew York City, NY, US 
",Associate,Full-time,Information Technology,Staffing and Recruiting
Fortress,"New York City, NY, US",Predictive Analytics Modeler,2019-07-29,"The predictive analytics model developer will combine strong data analysis, quantitative finance, communication and collaborative skills ...",https://www.linkedin.com/jobs/view/predictive-analytics-modeler-at-fortress-1401908321?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FortressNew York City, NY, US 
",Entry level,Full-time,Other,"Banking, Financial Services, Investment Management"
Credit Suisse,"New York City, NY, US",Quantitative Strategies Equity Derivatives Modeler (#133124),2019-07-07,The Quantitative Strategies group is looking for a modeler to work within the Equity Derivatives (EqD) team. You have excellent written ...,https://www.linkedin.com/jobs/view/quantitative-strategies-equity-derivatives-modeler-%23133124-at-credit-suisse-1394674736?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Credit SuisseNew York City, NY, US 
",Not Applicable,Full-time,Finance,Banking
New York State Department of Civil Service,"Albany, NY, US",Data Science Analyst,2019-07-18,"Demonstrated skills through coursework and professional experience in Data Science, Computer Science, Economics, Statistics, and/or ...",https://www.linkedin.com/jobs/view/data-science-analyst-at-new-york-state-department-of-civil-service-1380206373?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"New York State Department of Civil ServiceAlbany, NY, US 
",Entry level,Full-time,Information Technology,"Nonprofit Organization Management, Government Administration, Hospital & Health Care"
"Abacus Group, LLC","New York City, NY, US",Vice President - PPNR SAS Modeler,2019-08-01,A banking firm is seeking a Vice President - PPNR SAS Modeler. At least five years of experience. Experience with SAS and Matlab. ...,https://www.linkedin.com/jobs/view/vice-president-ppnr-sas-modeler-at-abacus-group-llc-1395300487?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Abacus Group, LLCNew York City, NY, US 
",Director,Full-time,"Finance, Accounting/Auditing",Financial Services
New York State Department of Civil Service,"Albany, NY, US",Assistant Commissioner of Data Analytics,2019-07-16,"As a data-driven organization, we are searching for an experienced leader in data analytics to drive a broad re-evaluation of our ...",https://www.linkedin.com/jobs/view/assistant-commissioner-of-data-analytics-at-new-york-state-department-of-civil-service-1374576792?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"New York State Department of Civil ServiceAlbany, NY, US 
",Entry level,Full-time,Other,"Nonprofit Organization Management, Government Administration, Hospital & Health Care"
Credit Suisse,"New York City, NY, US",Quantitative Strategies ITS Rates Modeler # 132795,2019-06-28,"You have 1 to 2 years of experience in Rates or related areas (e.g. You have strong quantitative modelling skills, familiarity with rates...",https://www.linkedin.com/jobs/view/quantitative-strategies-its-rates-modeler-%23-132795-at-credit-suisse-1389479053?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Credit SuisseNew York City, NY, US 
",Not Applicable,Full-time,Finance,Banking
Jobs @ TheJobNetwork,"New York City, NY, US",Structured Finance Modeler - Dallas,2019-07-26,"Full-Stack Developer, Tel-AvivWe are seeking a Full-Stack Developer with enterprise SaaS experience to help us bring our platform to the ...",https://www.linkedin.com/jobs/view/structured-finance-modeler-dallas-at-jobs-%40-thejobnetwork-1379376118?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs @ TheJobNetworkNew York City, NY, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology",Financial Services
Mako Professionals,"New York City, NY, US",SAP BI/BW Hana Modeler with BOBJ development,2019-07-21,Client is looking for a SAP BI specialist with BW and Hana experience. They are looking for this resource to build a new Hana data models...,https://www.linkedin.com/jobs/view/sap-bi-bw-hana-modeler-with-bobj-development-at-mako-professionals-1385405443?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Mako ProfessionalsNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Staffing and Recruiting"
"Abacus Group, LLC","New York City, NY, US","AVP, Stress Testing Modeler",2019-08-01,"A leading global investment banking firm is seeking an AVP, Stress Testing Modeler. At least two years of financial services experience ...",https://www.linkedin.com/jobs/view/avp-stress-testing-modeler-at-abacus-group-llc-1395301538?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Abacus Group, LLCNew York City, NY, US 
",Mid-Senior level,Full-time,"Finance, Accounting/Auditing",Financial Services
VelvetJobs,"New York City, NY, US","Financial Modeler, Vice President / Executive Director",2019-07-17,Company Wealth Management Strategists and Modeling group is seeking a VP/ED level financial modeler for our model development team. ...,https://www.linkedin.com/jobs/view/financial-modeler-vice-president-executive-director-at-velvetjobs-1358313614?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VelvetJobsNew York City, NY, US 
",Mid-Senior level,Full-time,Other,Financial Services
VBeyond Corporation,"New York City, NY, US",Analytic Modeler- Capital Markets - New York,2019-06-28,"Strong experience in Image Recognition and Big Data technologies like Spark1.6, Implemented Machine Learning, Computer Vision, Deep ...",https://www.linkedin.com/jobs/view/analytic-modeler-capital-markets-new-york-at-vbeyond-corporation-1390111667?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VBeyond CorporationNew York City, NY, US 
",Entry level,Full-time,Other,"Information Technology and Services, Computer Software, Financial Services"
LCH,"New York City, NY, US",Agency CMBS Modeler,2019-07-24,"If you choose to have your information removed, you will be removed as a candidate and we will not be able to progress your application ...",https://www.linkedin.com/jobs/view/agency-cmbs-modeler-at-lch-1391528108?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"LCHNew York City, NY, US 
",Entry level,Full-time,"Design, Art/Creative, Information Technology","Marketing and Advertising, Information Technology and Services, Financial Services"
Capital One,"New York City, NY, US",Principal Quantitative Modeler,2019-07-20,"Understand technical issues in statistical modeling, including theoretical assumptions and methodology limitations, data pitfalls, model ...",https://www.linkedin.com/jobs/view/principal-quantitative-modeler-at-capital-one-1341430087?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Capital OneNew York City, NY, US 
",Associate,Full-time,"Design, Art/Creative, Information Technology","Banking, Financial Services, Investment Banking"
