company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
University of North Carolina at Chapel Hill,"Chapel Hill, NC, US",Business Analyst,2019-07-26,"This position is responsible for managing the selection, testing and installation of business systems for Energy Services, along with the...",https://www.linkedin.com/jobs/view/business-analyst-at-university-of-north-carolina-at-chapel-hill-1395453016?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"University of North Carolina at Chapel HillChapel Hill, NC, US 
",Associate,Full-time,"Business Development, Sales","Nonprofit Organization Management, Higher Education, Education Management"
CorSource,"Vancouver, Washington",Business Analyst,2019-08-01,"The ideal candidate should enjoy working under pressure and timelines, while maintaining accuracy and excellent records management. ...",https://www.linkedin.com/jobs/view/business-analyst-at-corsource-1395316798?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CorSourceVancouver, Washington 
Position Overview:  
This full-time contract Business Analyst 2 position is a part of our client's Transmission Account Services (TSES) organization. TSES provides technical expertise and support to the Account Executives (AEs) for Transmission customer issues, including contract development and finalization, quality control review of Transmission contracts, analysis, customer issue resolution and front office contract administration. This position facilitates daily coordination and program support related to administration of fee receipt and refund, documentation and reconciliation of customer accounts, clarification of established fee-related policies to internal and external customers, and associated liaison activities with Transmission internal and external customers. In conjunction with Transmission Services (TS), this position will coordinate with a Transmission Account Executive (AE) Customer Account Team and with our client's representatives to facilitate resolution and routine management of customer accounts and issues. The position will coordinate the implementation of contract templates, provide a liaison function with Customer Support Services, coordinate the Transmission Service application process with customers, provide Open Access Same-Time Information Systems (OASIS) support and will be responsible for supporting manual processes linked to all TS requests (i.e., rollover requests and competing requests).  
  
Organization & Culture:  
Candidates should be self-starters, motivated to work independently in a collaborative manner with their own team members and internal stakeholders.  The ideal candidate should enjoy working under pressure and timelines, while maintaining accuracy and excellent records management. Telework may be available one day a week to team members who are able to meet established timelines and assigned deliverables.  This position is very busy and resides in a fast paced environment.  Multi-tasking with the ability to adapt to change is essential.  There are compliance components to this position that make accountability very important.    
  
  
  
Requirements:  
  
Education & Corresponding Experience (required on matrix):  
  
Required Technical Skills & Experience (required on matrix):  
  
Additional Requirements (not required on matrix):  
  
PPE Requirements:  
  
Other Position Considerations:  
",Associate,Contract,Business Development,Utilities
EPITEC,"West Palm Beach, Florida Area",Business Analyst,2019-08-01,"Experience in managing enterprise data assets in a large, complex organization. Experience in the use of data catalogues and data quality...",https://www.linkedin.com/jobs/view/business-analyst-at-epitec-1394692278?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"EPITECWest Palm Beach, Florida Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
JOB SUMMARY FOR BUSINESS ANALYST:  
   
   
   
RESPONSIBILITIES FOR BUSINESS ANALYST:  
   
   
   
REQUIRED EXPERIENCE FOR BUSINESS ANALYST:  
   
   
   
SKILLS AND QUALIFICATIONS FOR BUSINESS ANALYST:  
   
",Associate,Contract,"Information Technology, Business Development, Analyst","Renewables & Environment, Oil & Energy"
Sure Power Consulting,"Phoenix, Arizona Area",Business Analyst,2019-08-01,"Excellent written (including email) and oral communication (including telephone), and documentation skills. 1-2 years of work experience ...",https://www.linkedin.com/jobs/view/business-analyst-at-sure-power-consulting-1406309177?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Sure Power ConsultingPhoenix, Arizona Area 
 
PHOENIX ARIZONA - LOCAL CANDIDATES ONLY  
Entry level Business Analyst contract position working with a large municipal client. This is a Full-Time Contract position with an expected duration of at least 1 year.  
   
Major Accountabilities:  
   
Position Requirements:  
",Entry level,Contract,"Administrative, Analyst, Information Technology","Utilities, Information Technology and Services"
Modis,"Erie, Pennsylvania Area",Business Analyst,2019-08-01,"Implements, configures, troubleshoots and maintains systems to support enhancements, process improvements, HR policy changes, regulatory ...",https://www.linkedin.com/jobs/view/business-analyst-at-modis-1406059320?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ModisErie, Pennsylvania Area 
**No C2C  
**No Sponsorship Provided  
**Local Candidates Preferred (Erie, PA)  
  
6 month contract to hire  
-2+ years experience  
  
Description:  
Designs,   develops and modifies reports using human resources management systems (HRMS)   systems. Implements, configures, troubleshoots and maintains systems to   support enhancements, process improvements, HR policy changes, regulatory   changes and enhance the end user experience.  
",Mid-Senior level,Contract,Information Technology,Information Technology and Services
Launch Consulting Group,Greater St. Louis Area,Business Analyst,2019-07-30,We’re seeking a Business Analyst to assist in the collection and consolidation of client business information and data. We use ...,https://www.linkedin.com/jobs/view/business-analyst-at-launch-consulting-group-1389235645?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Launch Consulting GroupGreater St. Louis Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
BUSINESS ANALYST  
  
Be a part of our success story. Launch offers talented and motivated people the opportunity to do the best work of their lives in a dynamic and growing company. Through competitive salaries, outstanding benefits, internal advancement opportunities, and recognized community involvement, you'll have the chance to create a career you can be proud of. Your new trajectory starts here at Launch.  
  
We’re seeking a Business Analyst to assist in the collection and consolidation of client business information and data. This role will work with a Senior Business Analyst and Technical Program Manager to interface with our client stakeholders to document client organization direction, structure, business processes and requirements. The candidate must possess excellent communication skills and be capable of delivering support across a variety of projects.   
Responsibilities:  
  
   
Required Experience/Qualifications:  
  
We are Navigators in the Age of Transformation.  
  
We use sophisticated technology to transform clients to the digital age, but our positive impact on the human experience is our top priority. We ease anxiety and fear around digital transformation and replace it with opportunity.  
  
Qualified applicants, please respond to inquire@launchcg.com with your full name, resume, and a brief description of how your skills match the requirements above. Please refer to job #2846  
  
Launch Consulting is an Equal Opportunity and Affirmative Action employer. 
",Mid-Senior level,Full-time,Analyst,Information Technology and Services
MicroPact,"Herndon, VA, US",Business Analyst ,2019-07-31,At MicroPact we are looking for those who understand the challenges of translating business needs into technical reality. Very strong ...,https://www.linkedin.com/jobs/view/business-analyst-at-micropact-1393451762?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MicroPactHerndon, VA, US 
",Mid-Senior level,Full-time,Information Technology,Information Technology and Services
Blue Fountain Media,"New York, New York",Business Analyst,2019-07-30,"Desired skills and experience: Using operations management skills, the Business Analyst will act as liaison between teams to ensure that ...",https://www.linkedin.com/jobs/view/business-analyst-at-blue-fountain-media-1351595046?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Blue Fountain MediaNew York, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
The Business Analyst will be responsible for planning, executing and implementing business & financial controls across the Agency. Using operations management skills, the Business Analyst will act as liaison between teams to ensure that technology solutions deliver the highest impact. You will come up with creative technical solutions to meet our business needs, work with third-party vendors and implementation partners, and assisting the Agency in optimizing our use of Financial Force.  
  
What you’ll do:  
  
o Engage with marketing and web development departments and teams in identifying and analyzing opportunities to improve business outcomes using innovative technology solutions  
o Act as a liaison between Technology and Client Services to ensure that technology solutions deliver the highest value to programs and initiatives across the organization  
o Work with functions and users across the organization to identify, document, and communicate business processes as they relate to systems  
o Work with management to identify new and creative opportunities to leverage the data tools to support additional production processes.  
o Troubleshoot problems experienced with Salesforce system and propose solutions  
o Use subject matter expertise and technical knowledge to design solutions that meet users’ needs  
o Develop and implement new applications and updates to existing applications  
o Work with IT team to integrate constituent data across platforms  
o Work with 3rd party implementation partners  
o Support IT trainer as necessary in developing training plans and material  
   
Desired skills and experience:  
Bachelor’s Degree Required - Business Administration or Technology focus preferred  
· 3 years of relevant experience in business analysis  
· Experience with Financial Force & Salesforce  
· Ability to solve complex business problems  
· Ability to act as liaison between technical and non-technical teams  
· Excellent written and oral communication skills 
",Associate,Full-time,"Project Management, Information Technology, Engineering",Marketing and Advertising
Public Consulting Group,"Nashville, TN, US",Business Analyst,2019-07-30,PCG is currently seeking a Business Analyst to work in our Nashville Office to support our Midsouth Medicaid service line. Understanding ...,https://www.linkedin.com/jobs/view/business-analyst-at-public-consulting-group-1389266408?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Public Consulting GroupNashville, TN, US 
 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Management Consulting"
Wipro Limited,"Nashville, North Carolina",Business Analyst,2019-07-29,"Hands on experience in SQL writing and data modelling for robust and future-proof applications. Strong analytical, problem-solving and ...",https://www.linkedin.com/jobs/view/business-analyst-at-wipro-limited-1402080200?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Wipro LimitedNashville, North Carolina 
Roles and Responsibilities  
  
   
  
Skill and Experience required  
  
",Mid-Senior level,Full-time,Information Technology,Information Technology and Services
Synectics Inc.,"Chicago, Illinois",Business Analyst,2019-07-30,Experience implementing operational change. Basic business analysis skills. Work with subject matter experts in specialist business areas...,https://www.linkedin.com/jobs/view/business-analyst-at-synectics-inc-1390744165?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Synectics Inc.Chicago, Illinois 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
Local Candidates Only, No Sponsorship Offered.  
  
Provide analysis to support and enable the transformation of current business processes to align with strategic vision and new Target Operating Model (TOM).  
  
Work with subject matter experts in specialist business areas across the investment business and with external vendors to develop process and operating model solutions that align with the TOM  
  
Support the development and documentation of process solutions and where appropriate communicate solutions and proposals to senior stakeholders for review and approval 　  
  
Collaborate with business owners and subject matter experts, external vendors, and decision makers to plan, design and develop process solutions  
  
Must have: • Basic business analysis skills  • Understanding of Business Process Management and Operating Models  • Understanding of Target Operating Model Development  • Experience implementing operational change 
",Associate,Contract,"Analyst, Strategy/Planning, Accounting/Auditing",Insurance
"s.com, Inc. ","Omaha, Nebraska",Business Analyst,2019-07-30,      Looking for a very functional BA.       7+ years’ experience.       Act as a liaison among stakeholders in order to ...,https://www.linkedin.com/jobs/view/business-analyst-at-s-com-inc-1390727171?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"s.com, Inc. Omaha, Nebraska 
Job Description  
·         7+ years’ experience  
   
·         Act as a liaison among stakeholders in order to understand the structure, policies, and operations of a department/unit, and recommend solutions that enable them to achieve its goals by bringing structure and formalization of requirements into the process.  
   
·         May include gathering business requirements, assisting user acceptance testing, supporting the development of training and implementation material, participating in the implementation, and providing post-implementation support.  
   
·         May also be called upon to develop business analysis plans/work breakdown.  
   
   
Notes:  
·         Looking for a very functional BA  
   
·         Working with Jira and SharePoint- not necessary but that is what they are currently using  
   
·         Needs someone who has Waterfall and Agile - very fluid  
   
·         Most systems they are working with are home grown systems  
   
·         Major aspects- documenting requirements and use cases 
",Mid-Senior level,Contract,"Analyst, General Business","Financial Services, Insurance"
"World Shipping, Inc.","Savannah, Georgia Area",Business Analyst,2019-08-01,We leverage over 55 years of market experience from our family of companies dedicated to providing cargo transportation and freight ...,https://www.linkedin.com/jobs/view/business-analyst-at-world-shipping-inc-1406056533?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"World Shipping, Inc.Savannah, Georgia Area 
 
",Mid-Senior level,Full-time,Supply Chain,Transportation/Trucking/Railroad
Boston Consulting Group (BCG),"Boston, Massachusetts",Business Analyst,2019-08-01,We are seeking a Business Analyst to play an integral role in development operations for our global request management system (RMS). ...,https://www.linkedin.com/jobs/view/business-analyst-at-boston-consulting-group-bcg-1395330585?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Boston Consulting Group (BCG)Boston, Massachusetts 
PRACTICE AREA  
BCG’s Knowledge Services group is a growing, global team that drives knowledge management strategy, program implementation and operations for BCG. The KS team provides overall management of major knowledge management platforms, products and programs, including efforts in areas such as machine learning/artificial intelligence, expertise/reputation management, search, content management, social collaboration/communities, taxonomy, analytics, business request management and other related topics.  Within KS, the Knowledge Management and Collaboration group provides essential knowledge search, sourcing, and request management.  
   
POSITION SUMMARY  
We are seeking a Business Analyst to play an integral role in development operations for our global request management system (RMS).  As the key interface between customers and our development team, this role provides essential communication, documentation, QA testing, system support, and analysis for daily operations and project.  
   
POSITION RESPONSIBILITIES & CANDIDATE PROFILE  
   
Experienced at documenting business requirements and conveying user stories to technical team in a hybrid agile development environment  
Familiar with collecting user information for new user groups quickly & effectively by clearly communicating what is needed to user group representative(s)  
Ability to manage across multiple user groups’ needs, concerns, and issues regarding changes, enhancements, fixes  
Comfortable meeting with individual user groups to brainstorm solutions and ideas for business needs while  identifying functionality which apply across user groups  
UAT communications & coordination of feedback  
Skilled at multitasking requirements gathering, testing, trouble shooting and support tasks across multiple user groups of the same system  
High level technical skills to communicate with full time BSA on clarifications and details of business requirements translated to technical requirements  
Thoughtful approach to coordination of requirements across multiple user groups and application of business/technical requirements to streamline system solutions – think outside the box  
Experience identifying business reporting needs and working as a team with BSA to identify the best reporting tools/options  
Work with recommendations from BSA/technical team to advise business user groups on how to implement business system needs  
Knowledgeable/working experience Jira/Confluence, ServiceNow, Tableau, Jive, MS Office  
Work directly with 2nd level Service Center support team to address and/or escalate reported issues in a timely manner  
Support releases with development partner and post release bugs resolution process in the appropriate time zone  
Comfortable working directly with users to solve individual user group issues either by email or on a call  
You should be comfortable connecting & engaging with people across cultures, backgrounds and geographies within BCG  
You have excellent communication and engagement skills  
   
JOB REQUIREMENTS  
Bachelor’s degree and/or demonstrated related experience in appropriate fields required  
A minimum of 4+ years of in complex Business Analysis roles with increasing levels of responsibility  
Knowledge and experience with Agile/Scrum product development processes and methods   
Experience with request management platforms, products and projects a plus  ·       Understanding of key knowledge management and collaboration technologies preferred   
Experience in professional services or other highly matrixed organizations preferred  
",Entry level,Full-time,Analyst,"Management Consulting, Research"
