company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
CTDI,"Atlanta, GA, US",Data Analyst,2019-07-19,"Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with ...",https://www.linkedin.com/jobs/view/data-analyst-at-ctdi-1393023258?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CTDIAtlanta, GA, US 
",Entry level,Full-time,Information Technology,"Electrical/Electronic Manufacturing, Staffing and Recruiting, Telecommunications"
Cognius,"Cambridge, MA, US",Data Analyst / Quantitative Data Analyst,2019-06-19,We're looking for analytical thinkers interested in scaling our business and using big data to give our users the best experience across ...,https://www.linkedin.com/jobs/view/data-analyst-quantitative-data-analyst-at-cognius-1372377461?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CogniusCambridge, MA, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Internet"
Cubic Corporation,"Chicago, IL, US",Data Analyst,2019-07-28,"We are seeking employees inspired by technology, and motivated by the rewards of hard work, commitment, teamwork, quality, integrity, and...",https://www.linkedin.com/jobs/view/data-analyst-at-cubic-corporation-1400232492?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cubic CorporationChicago, IL, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Panjiva,"Cambridge, MA, US",Data Analyst,2019-06-18,"We're looking for someone that can help us to solve the data problems that we know we have, as well as help to identify new opportunities...",https://www.linkedin.com/jobs/view/data-analyst-at-panjiva-1370200392?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PanjivaCambridge, MA, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Internet"
"G-TECH Services, Inc.","Detroit, MI, US",Data Analyst,2019-07-23,Process and manage the client’s Manufacturing and Supplier Engineering Change Requests and Supplier submission of technical information ...,https://www.linkedin.com/jobs/view/data-analyst-at-g-tech-services-inc-1389598407?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"G-TECH Services, Inc.Detroit, MI, US 
",Entry level,Full-time,Information Technology,"Electrical/Electronic Manufacturing, Automotive, Mechanical or Industrial Engineering"
Strategic Employment,"Costa Mesa, CA, US",Data Analyst,2019-07-28,Irvine based software company looking for a data analyst for their team. This opportunity will give you a chance to work collaboratively ...,https://www.linkedin.com/jobs/view/data-analyst-at-strategic-employment-1400509469?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Strategic EmploymentCosta Mesa, CA, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Staffing and Recruiting"
System1,"Venice, CA, US",Data Analyst,2019-07-09,"System1 is looking for a driven Data Analyst. As a member of the Engineering and Data Analysis team, you will need strong analytical, ...",https://www.linkedin.com/jobs/view/data-analyst-at-system1-1368567612?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"System1Venice, CA, US 
",Entry level,Full-time,Information Technology,"Computer Software, Online Media, Information Technology and Services"
adMarketplace,"New York City, NY, US",Data Analyst,2019-07-06,"Experience Big Data in your career-at 2 billion query requests per day and 1 TB of data generated per hour, we ARE Big Data. Innovation: ...",https://www.linkedin.com/jobs/view/data-analyst-at-admarketplace-1359609347?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"adMarketplaceNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Online Media, Internet"
MiDCOM Group,"Rosemead, CA, US",Data Analyst,2019-07-20,"Aerospace has been the primary focus of MIDCOM’s business for over 37 years and we have an in depth understanding of the skill sets, ...",https://www.linkedin.com/jobs/view/data-analyst-at-midcom-group-1391204226?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MiDCOM GroupRosemead, CA, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,Information Technology,"Electrical/Electronic Manufacturing, Information Technology and Services, Mechanical or Industrial Engineering"
orangepeople,"Plano, TX, US",Data Analyst,2019-07-03,"It’s right there in our name. At least 2 years of experience with data analysis concepts, intermediate-to-advanced SQL or SAS skills, ...",https://www.linkedin.com/jobs/view/data-analyst-at-orangepeople-1386397098?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"orangepeoplePlano, TX, US 
",Entry level,Full-time,Information Technology,Information Technology and Services
Figma,"San Francisco, CA, US",Data Analyst,2019-06-30,"We know employing a team rich in diverse thoughts, experiences, and opinions allows our employees, our product and our community to ...",https://www.linkedin.com/jobs/view/data-analyst-at-figma-1393033238?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FigmaSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Internet"
Nimble Group (Pty) Ltd,"Redwood City, CA, US",Data Analyst,2019-06-20,"At least 2 years of data science, business intelligence / consulting / investment banking or related experience. Excellent SQL skills, ...",https://www.linkedin.com/jobs/view/data-analyst-at-nimble-group-pty-ltd-1328870829?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Nimble Group (Pty) LtdRedwood City, CA, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Internet"
Crescent Electric Supply Company,"East Dubuque, IL, US",Data Analyst Intern,2019-07-26,"After understanding those needs, this individual will use their skills and knowledge to find a way to leverage data and analytics to help...",https://www.linkedin.com/jobs/view/data-analyst-intern-at-crescent-electric-supply-company-1385105543?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Crescent Electric Supply CompanyEast Dubuque, IL, US 
",Internship,Internship,Information Technology,"Electrical/Electronic Manufacturing, Construction, Wholesale"
WunderLand Group,Greater New York City Area,Data Analyst,2019-07-31,"Experience with data warehouse and business intelligence solutions; including operational data stores (ODS), relational databases, OLAP ...",https://www.linkedin.com/jobs/view/data-analyst-at-wunderland-group-1391675875?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"WunderLand GroupGreater New York City Area 
 
",Associate,Full-time,"Production, Design","Marketing and Advertising, Internet, Staffing and Recruiting"
HH Global,San Francisco Bay Area,Data Analyst,2019-07-30,"Ability to work under their own initiative, whilst seeking advice where appropriate. Providing services to brands and retailers, both ...",https://www.linkedin.com/jobs/view/data-analyst-at-hh-global-1390714818?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HH GlobalSan Francisco Bay Area 
We are a global marketing services group specialising in the execution of print, digital and retail media. Providing services to brands and retailers, both directly and via their nominated agencies, HH Global delivers a seamlessly integrated Customer Brand Experience and a greater measurable return on marketing investment (ROMI).  
   
With offices across Europe, the US, Latin America, the Middle East and Asia-Pacific, HH Global delivers for some of the most successful and challenging brands in the world and is a market leader in the coordinated, leveraged, management of global marketing supply chains to unify and synchronise all customer touchpoints across digital, print and retail media.  
   
The HH Global proposition includes: Marketing Technology; Media Asset Management; Creative Production; Artwork Management; Transcreation and Adaptation; Marketing Procurement; Production Management and Marketing Fulfilment.  
   
   
Job Description- Data Analyst, Contractor - Mountain View CA  
   
Reporting to: Head of Data  
   
Role Description:  
This role is on the Small Business Marketing team. Successful candidates should be able to process data, manage data, and organize data. Responsibility also includes preparing data for launching various campaigns and reporting on various campaign performance metrics. Building dashboards to support reporting framework. So yes you should be able to make charts. But much more and most importantly you should be able to draw insights and tell the story of the data.  
   
Responsibilities:  
   
   
Qualifications:  
   
   
Minimum Qualifications  
   
Preferred Qualifications  
Equal Employment Opportunity Employer: HH Global is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, sexual orientation, gender, gender identity and gender expression, or any other characteristic protected by law  
  
  
Must apply here  https://chp.tbe.taleo.net/chp01/ats/careers/v2/searchResults?org=HHGLOBUS&cws=37 
",Mid-Senior level,Full-time,"Project Management, Design, Marketing","Printing, Design, Retail"
Diamonds International,"Manhattan, New York, United States",Data Analyst,2019-07-09,"Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with ...",https://www.linkedin.com/jobs/view/data-analyst-at-diamonds-international-1364488727?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Diamonds InternationalManhattan, New York, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
POSITION SUMMARY 
The Data Analyst will turn data into information, information into insight and insight into business decisions. 
The applicant will need to review the data and analyze it to find conclusions. 
 
JOB RESPONSIBILITIES 
• Gathering sales, inventory data and clearing it for analytic purpose. 
• Carrying out sales reports, inventory reports for making merchandise allocation, and distribution decisions. 
• Writing Excel VBA program to improve office daily work efficiency. 
• Building SQL data-base of more effective and more reliable data source. 
• Building mathematical statistic model to analyze sales performance and inventory sufficiency, forecasting future 
sales as well.  
• Maintain and improve the manufacturing control system, using HTML, PHP, JavaScript, and MySQL. 
REQUIREMENTS 
• Communication Skills: able to present findings or translate the data into an understandable document. 
• Critical Thinking: able to look at the numbers, trends, and data and come to new conclusions based on the 
findings. 
• Attention to Detail: Data is precise. Data analysts have to make sure they are vigilant in their analysis to come to 
correct conclusions. 
• Knowledge and experience analyzing large datasets (Excel, SPSS, SAS etc.) 
• Strong analytical skills with the ability to collect, organize, analyses and disseminate significant amounts of 
information with attention to detail and accuracy 
• Working with Mathematics, Economics, Computer Science, Information Management or Statistics is a plus 
• Previous experience as a data analyst is a plus. 
• Must be extremely strong in EXCEL, and working with Pivot Tables.  
  
EDUCATION/WORK EXPERIENCE/PREFERENCES 
• Bachelor’s degree in Information Technology, Management, Quantitative Analysis, Finance required. A Master’s is a plus. 
• Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy 
• Strong programming skills. Experience with SQL, VBA, HTML, PHP, and JavaScript… 
KNOWLEDGE, ABILITIES AND SKILLS 
• Master level of Excel, VBA. 
• SQL/MySQL, HTML, PHP, JavaScript. 
• GSI System 
• Must be detail oriented 
• Strong analysis skills 
 
",Entry level,Full-time,"Information Technology, Analyst, Business Development",Luxury Goods & Jewelry
ASCAP,"New York City, NY, US",Data Analyst,2019-08-01,"We are looking for an imaginative and creative individual, passionate about music and interested in finding new ways to leverage our data...",https://www.linkedin.com/jobs/view/data-analyst-at-ascap-1394617126?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ASCAPNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Financial Services"
Influenster,"New York City, NY, US",Data Analyst,2019-07-25,"The ideal candidate has a strong interest in user data, marketing research, sampling, and is comfortable using Excel. We're looking for a...",https://www.linkedin.com/jobs/view/data-analyst-at-influenster-1393757141?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"InfluensterNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Online Media, Internet"
Integra Partners,"New York City, NY, US",Data Analyst,2019-07-26,"We are looking for candidates with fluency in Tableau, SQL, Python, and Excel, who enjoys and appreciates creative thinking, relentlessly...",https://www.linkedin.com/jobs/view/data-analyst-at-integra-partners-1348458588?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Integra PartnersNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Management Consulting, Financial Services, Hospital & Health Care"
adMarketplace,"New York City, NY, US",Data Analyst,2019-07-06,"Experience Big Data in your career-at 2 billion query requests per day and 1 TB of data generated per hour, we ARE Big Data. Innovation: ...",https://www.linkedin.com/jobs/view/data-analyst-at-admarketplace-1359609347?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"adMarketplaceNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Online Media, Internet"
Thirstie,"New York City, NY, US",Data Analyst,2019-05-14,We are looking for Business Intelligence Data Analysts who are skilled at quantitative analysis to use data to craft insights and solve ...,https://www.linkedin.com/jobs/view/data-analyst-at-thirstie-1268846260?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ThirstieNew York City, NY, US 
",Entry level,Full-time,Information Technology,Internet
Financial Technology Inc.,"New York City, NY, US",Data Analyst,2019-07-25,"Experience with data acquisition strategies, best practices and technologies; manual workflows, entity extraction tools, web scraping and...",https://www.linkedin.com/jobs/view/data-analyst-at-financial-technology-inc-1394050991?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Financial Technology Inc.New York City, NY, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Thirty Madison,"New York City, NY, US",Data Analyst,2019-07-22,"We're looking for a talented Data Analyst who will touch all aspects of our business including product, marketing, and operations in ...",https://www.linkedin.com/jobs/view/data-analyst-at-thirty-madison-1387658248?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Thirty MadisonNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Internet"
"Globalpundits, Inc.","New York City, NY, US",Data Analyst,2019-07-04,"Education, Experience, Skills, Abilities, License/Certification: Strong analytical skills with the ability to collect, organize, analyze,...",https://www.linkedin.com/jobs/view/data-analyst-at-globalpundits-inc-1354320694?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Globalpundits, Inc.New York City, NY, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Workbridge Associates,"White Plains, NY, US",Data Analyst,2019-07-23,What You Will Be Doing. Required Skills & Experience. Demonstrates effective and diplomatic oral and written communications skills and ...,https://www.linkedin.com/jobs/view/data-analyst-at-workbridge-associates-1392056041?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Workbridge AssociatesWhite Plains, NY, US 
",Entry level,Full-time,Information Technology,"Computer Software, Internet, Financial Services"
Nautilus Labs,"New York City, NY, US",Data Analyst,2019-07-10,"We're looking for a data analyst who is highly analytical, personable, communicative and has a proven track record for delivering ...",https://www.linkedin.com/jobs/view/data-analyst-at-nautilus-labs-1366536893?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Nautilus LabsNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Internet"
MassMutual,"New York City, NY, US",Data Analyst,2019-07-10,We are looking for an individual with an enduring curiosity about data and with an interest in evolving best practices and tools. Partner...,https://www.linkedin.com/jobs/view/data-analyst-at-massmutual-1369405559?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MassMutualNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Montefiore Health System,"Bronx, NY, US",DATA ANALYST,2019-07-09,"Troubleshoots hardware and software problems, maintains databases, and provides standing and ad hoc reports as required. Department: ...",https://www.linkedin.com/jobs/view/data-analyst-at-montefiore-health-system-1363931779?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Montefiore Health SystemBronx, NY, US 
",Entry level,Full-time,Information Technology,Hospital & Health Care
GlassView,"New York City, NY, US",Data Analyst,2019-07-05,Our technology takes the interruption out of advertising and integrates it into a contextually relevant experience for the user. A better...,https://www.linkedin.com/jobs/view/data-analyst-at-glassview-1356279508?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GlassViewNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Online Media, Internet"
"Westchester Medical Center, a member of WMCHealth","Valhalla, NY, US",Data Analyst,2019-07-01,This position is responsible for a variety of analytical tasks throughout the Case Management across the WMCHealth Network. Experience: ...,https://www.linkedin.com/jobs/view/data-analyst-at-westchester-medical-center-a-member-of-wmchealth-1351206870?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Westchester Medical Center, a member of WMCHealthValhalla, NY, US 
",Entry level,Full-time,Information Technology,"Nonprofit Organization Management, Medical Practice, Hospital & Health Care"
605,"Syosset, NY, US",Data Analyst,2019-06-07,We're looking for engineers with broad and deep skill sets and experiences to help move us forward. We want self-starters who will bring ...,https://www.linkedin.com/jobs/view/data-analyst-at-605-1306450512?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"605Syosset, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Internet"
Intone Networks,"Montvale, NJ, US",Data Analyst,2019-07-25,"One of our direct customer is keen in hiring Data Analyst Montvale, NJ. Below are the detailed job specs, Skills Minimum two years of ...",https://www.linkedin.com/jobs/view/data-analyst-at-intone-networks-1394096926?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Intone NetworksMontvale, NJ, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Staffing and Recruiting"
AT&T,"New York City, NY, US",Associate Data Analyst,2019-07-24,You like to take risks when looking for novel solutions to complex problems. The core mission of the Analytics organization is to drive ...,https://www.linkedin.com/jobs/view/associate-data-analyst-at-at-t-1393113938?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AT&TNew York City, NY, US 
",Not Applicable,Full-time,Information Technology,"Wireless, Information Technology and Services, Telecommunications"
Professional Physical Therapy,"Melville, NY, US",DATA ANALYST - SQL,2019-07-24,Professional Physical Therapy is looking for a Data Analysis with a heavy understanding of SQL. Experience with query writing in ...,https://www.linkedin.com/jobs/view/data-analyst-sql-at-professional-physical-therapy-1348402144?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Professional Physical TherapyMelville, NY, US 
",Entry level,Part-time,Information Technology,"Health, Wellness and Fitness, Hospital & Health Care, Medical Practice"
BARK,"New York City, NY, US",Data Analyst,2019-06-13,Experience working with and using various sources of data including web analytics tools (i.e. Excellent technical data analysis skills ...,https://www.linkedin.com/jobs/view/data-analyst-at-bark-1315183298?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"BARKNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Internet, Consumer Goods"
"Coordinated Behavioral Care, Inc.","New York City, NY, US",Data Analyst,2019-07-20,"Required advanced skills in Tableau, Excel, VBA while working with large datasets. Build permission levels with vendor and manage access ...",https://www.linkedin.com/jobs/view/data-analyst-at-coordinated-behavioral-care-inc-1383339947?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Coordinated Behavioral Care, Inc.New York City, NY, US 
",Entry level,Full-time,Information Technology,"Nonprofit Organization Management, Health, Wellness and Fitness, Hospital & Health Care"
Hello Alfred,"New York City, NY, US",Data Analyst,2019-07-06,"We are looking for a game-changing Data Analyst to understand and interpret the questions and problems that our team and partners have, ...",https://www.linkedin.com/jobs/view/data-analyst-at-hello-alfred-1381307527?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Hello AlfredNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Internet"
Stony Brook University,"Stony Brook, NY, US",Data Analyst,2019-07-04,"The ideal data analyst will have experience working with large databases; designing developing, and enhancing technology solutions aimed ...",https://www.linkedin.com/jobs/view/data-analyst-at-stony-brook-university-1375862004?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Stony Brook UniversityStony Brook, NY, US 
",Entry level,Full-time,Information Technology,"Higher Education, Research, Hospital & Health Care"
Voxy,"New York City, NY, US",Data Analyst,2019-06-24,"We are seeking a Data Analyst to be an integral member of an exciting, rapidly growing start-up. Strong analytical and quantitative ...",https://www.linkedin.com/jobs/view/data-analyst-at-voxy-1381681104?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VoxyNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Internet"
Cedar,"New York City, NY, US",Data Analyst,2019-06-20,What do we offer to the ideal candidate? We're seeking a Data Analyst on our Data Science team who will work closely with our Business ...,https://www.linkedin.com/jobs/view/data-analyst-at-cedar-1329911185?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CedarNew York City, NY, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Internet, Hospital & Health Care"
Technitia,"Seattle, Washington",DATA Analyst -DWH/BI/ETL Tools,2019-08-01,"      Extensive experience consulting with business to translate business requirements into technical specifications, then into ...",https://www.linkedin.com/jobs/view/data-analyst-dwh-bi-etl-tools-at-technitia-1405720813?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TechnitiaSeattle, Washington 
Job Title: Data Analyst    
Location : Seattle, WA  
Duration: Long Term  
   
Job Description:  
·         10+ years of experience with BI/ETL tools and DWH concepts in the telecom/wireless industry  
·         Extensive experience consulting with business to translate business requirements into technical specifications, then into reports/dashboards for visualization  
·         Consult with business partners to understand their requirements to proactively provide value added recommendations  
·         Provide ad-hoc analysis/queries/reports from a wide variety of ETL tools.  
·         Extensive Exposure to Cloud ecosystems, specifically on setting up of an ETL and processing streaming data over Amazon Aurora PostgreSQL  
·         Hands on experience in Real time Data Processing using Spark Scala, In-Stream architecture and modular programming  
·         Experience in coding UDFs based on Scala  
·         Active contributor to github on open source tech in data management & analytics domain  
·         Exposure to Machine Learning, AI, RPA is a plus  
·         Strong knowledge of AWS Cloud ( S3, Amazon Aurora)and well known database technologies  
·         AWS Certification , eg. AWS Solutions Architect will be add-on  
·         Ensure Data Management & team delivers high quality analytical support throughout the lifecycle of projects and other engagements  
·         Ensure Solution & Design standards are aligned to organizational strategic objectives of BI team by engaging the technical delivery team and architecture as required during the initiative lifecycle  
·         Conduct review sessions with Architecture, Solution Design and Development and Operations (Production Support) resources as required during the Design and Development Phases.  
·         Coordinate with offshore developers to guide, deliver high-quality code  
  
",Mid-Senior level,Contract,Information Technology,Information Technology and Services
