company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
"CENTRA Technology, Inc.","Boulder, CO, US",Machine Learning Scientist,2019-06-28,"We work at the interface of design, big data engineering, and math to help deliver epic entertainment experiences.We are looking for an ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-centra-technology-inc-1389967641?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CENTRA Technology, Inc.Boulder, CO, US 
",Associate,Full-time,Other,"Computer Software, Entertainment, Computer Games"
Aptiv,"Agoura Hills, CA, US",Machine Learning Scientist,2019-06-27,"The advanced development group in Agoura Hills, California, that helped pioneer these systems, is looking for energetic, capable ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-aptiv-1332746664?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AptivAgoura Hills, CA, US 
",Not Applicable,Full-time,Other,Electrical/Electronic Manufacturing
"TRC Staffing Services, Inc.","Seattle, WA, US",Machine Learning Scientist,2019-07-22,"Prior work experience as a Data Scientist, BIE, Software or Data Engineer. A Machine Learning Scientist is needed to design and implement...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-trc-staffing-services-inc-1387284017?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TRC Staffing Services, Inc.Seattle, WA, US 
",Associate,Temporary,Other,"Construction, Staffing and Recruiting, Financial Services"
Lightmatter,"Boston, MA, US",Machine Learning Scientist,2019-07-06,"5+ years experience in artificial intelligence, machine learning, and neural networks; preferably with significant publication records. ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-lightmatter-1405391354?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"LightmatterBoston, MA, US 
",Associate,Full-time,Other,"Electrical/Electronic Manufacturing, Research, Semiconductors"
Samsung Electronics America,"Mountain View, CA, US",Machine Learning Scientist,2019-07-19,"Samsung Research America’s Data Science Innovation Lab is currently seeking a talented, competent, and highly motivated individual to ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-samsung-electronics-america-1323899714?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Samsung Electronics AmericaMountain View, CA, US 
",Associate,Full-time,Other,Consumer Electronics
Amazon,"Seattle, WA, US",Machine Learning Scientist,2019-07-28,"Our mission is to push the envelope in Automatic Speech Recognition (ASR), Natural Language Understanding (NLU), and Audio Signal ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-amazon-1239815243?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmazonSeattle, WA, US 
",Not Applicable,Full-time,"Research, Science, Engineering","Computer Software, Information Technology and Services, Internet"
Amazon Web Services (AWS),"Seattle, WA, US",Machine Learning Scientist,2019-07-10,Amazon AI is looking for world class scientists and engineers to join its AI Lab. Previous experience in a ML or data scientist role and ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-amazon-web-services-aws-954536454?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Amazon Web Services (AWS)Seattle, WA, US 
",Not Applicable,Full-time,"Research, Science, Engineering","Computer Software, Information Technology and Services, Internet"
eviCore healthcare,"Boston, Massachusetts",Machine Learning Scientist,2019-07-18,We are seeking highly creative experienced data scientists with exceptional skills who will complement our growing team. We're committed ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-evicore-healthcare-1380561563?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eviCore healthcareBoston, Massachusetts 
Are you a Machine Learning Data Scientist with at least 3 years of industry experience?    
  
Are you interested in being relocated to Boston MA to work and live in a hotbed of academic and innovative technology culture?  
   
At eviCore, a Cigna company, we are solving tough healthcare problems through data science, machine learning and natural language processing.  We're committed to making a  difference in healthcare and are looking for Machine Learning talent from all backgrounds, because diversity of thought solves problems!   We are seeking highly creative  experienced data scientists with exceptional skills who will complement our growing team. eviCore's Natural Language Processing (NLP) platform coupled with large proprietary healthcare datasets and strategic vision of transforming decision making in healthcare require a state of the art machine learning platform. As a Machine Learning (ML) data scientist, you will design, develop, and prototype machine learning and statistical analysis techniques to automate clinical decision making to extract insights at scale from structured and unstructured electronic health record data (EHR) and other healthcare data sources. Design and apply statistical techniques to evaluate and monitor the outcomes of automated clinical decision support at scale; Help evolve intelliPAth, eviCore's ML platform by combining input from clinicians and other domain experts with state of the art ML techniques; Build data driven software to translate data into intelligence and help transform the work of clinical decision support and a variety of strategic business problems in healthcare.; Assists business with causal inferences & observations providing data-driven business insights.  
   
Minimum Requirements:  
   
Who are you?  
   
Our Company and What We Offer  
eviCore healthcare is committed to making a positive impact on healthcare, and also making a positive impact on our employees. eviCore offers a variety of perks and benefits including, but not limited to:  
",Mid-Senior level,Full-time,Information Technology,"Hospital & Health Care, Insurance, Information Technology and Services"
"Day Zero Diagnostics, Inc","Boston, Massachusetts, United States",Machine Learning Scientist,2019-07-29,"We are looking for candidates with expertise in Natural Language Processing (NLP) deep learning models, preferably with experience with ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-day-zero-diagnostics-inc-1362820191?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Day Zero Diagnostics, IncBoston, Massachusetts, United States 
 
ay Zero Diagnostics is a bacterial genomics startup in Boston that is seeking to recruit a highly motivated post-PhD machine learning scientist to join our team. At Day Zero Diagnostics we are modernizing the way infectious diseases are diagnosed and treated by developing a rapid diagnostic that sequences the genomes of pathogenic bacteria, and then uses machine learning methods to identify the cause of the clinical infection. 
 
As a Machine Learning Scientist, you will work with other team members to develop and implement state-of-the-art machine learning models to predict phenotypic traits from bacterial genomic data. We are looking for candidates with expertise in Natural Language Processing (NLP) deep learning models, preferably with experience with biological sequence data. 
Candidates will gain experience in a multidisciplinary and fast-paced startup environment, and will have ample opportunities to acquire new skills, work closely with an accomplished team, and communicate results through patents, conference presentations, and peer-reviewed publications while working in a supportive and energetic environment. We value intellectual curiosity and a strong work ethic, and look for candidates who are both excited to contribute their expertise and eager to broaden their skillset to new areas. 
 
Responsibilities include: 
 
Requirements 
 
https://www.dayzerodiagnostics.com/careers/machine-learning-scientist 
",Mid-Senior level,Full-time,"Research, Analyst, Engineering","Medical Devices, Hospital & Health Care, Biotechnology"
Novateur Research Solutions,"20110 Ashbrook Pl, Ashburn, VA 20147, US",Machine Learning Scientist,2019-07-19,What We are Looking for: We are looking for Scientists and Mathematicians to join our research team and help us solve challenging ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-novateur-research-solutions-1381679639?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Novateur Research Solutions20110 Ashbrook Pl, Ashburn, VA 20147, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
  
As part of the Novateur Team, you will actively collaborate with world-renowned researchers in academia and industry to develop cutting-edge technologies for smart systems. You will have opportunities and professional freedom to create novel research and technical directions in your areas of interest, attend major scientific conferences and seminars, and publish research papers.   
   
What You'll Do:  
What We are Looking for:  
  
Company Benefits:  
Novateur offers competitive pay and benefits comparable to Fortune 500 companies that include a wide choice of healthcare options with generous company subsidy, 401(k) with generous employer match, paid holidays and paid time off increasing with tenure, and company paid short-term disability, long-term disability, and life insurance.  
  
 We offer a work environment which fosters individual thinking along with collaboration opportunities within and beyond Novateur. In return, we expect a high level of performance and passion to deliver enduring results for our clients. 
",Mid-Senior level,Full-time,"Research, Science, Engineering","Defense & Space, Research, Computer Software"
Amazon Corporate LLC,"Boulder, CO, US",Machine Learning Scientist - CO7927903,2019-07-16,"You will work closely with the computervision team, delivering state-of-the-art solutions for a wide variety ofreal-world ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-co7927903-at-amazon-corporate-llc-1375915935?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Amazon Corporate LLCBoulder, CO, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Internet"
Quantgene,"2940 Nebraska Ave, Santa Monica, California 90404",Machine Learning Scientist,2019-07-24,"We are looking for an expert in convolution neural networks (CNN) who has experience in design, architecture and hands-on implementation ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-quantgene-1308774144?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Quantgene2940 Nebraska Ave, Santa Monica, California 90404 
 
About Quantgene: 
 
Quantgene is launching a product poised to change the course of medicine: a multi-cancer screening test capable of detecting the ten deadliest cancers in the blood at the earliest possible stage. Our clinical network includes some of the largest clinical institutions in the US and Europe. Global leaders in science, oncology, and biotech have validated our research and methodologies. Quantgene's wet lab division is led by one of the most accomplished teams in genomic diagnostics. 
 
We are small, agile, highly effective and growing fast. 
 
Description 
 
Skills and Experience 
 
Location, Perks, Compensation, and Timeline 
 
Compensation is competitive, including substantial stock options. We offer vacation, 401k matching, and medical/dental insurance. We are in the Arts & Tech district in Santa Monica, CA in a modern, bright, and spacious converted industrial barn with a full kitchen…all within walking distance to the Metro. Work-from-home and flex days are available. 
 
Must live in the Los Angeles area and be willing to commute to our office. Relocation is possible for the right candidate. 
 
Culture 
 
Quantgene values entrepreneurial thinkers who love to devise new ideas and drive them to fruition. Your voice will be heard here, and welcome. Our office is a collaborative environment with smart people who are passionate about wellness, changing healthcare, and saving lives through early cancer detection. It’s fun, challenging, and ultimately meaningful work that makes a genuine difference. 
",Mid-Senior level,Full-time,Information Technology,"Biotechnology, Hospital & Health Care"
Quantcast,"San Francisco, CA, US",Senior Modeling Scientist,2019-08-02,M.S in Computer Science or related technical field with 5+ years of industry experience or Ph.D. with 3+ years. You will mentor modeling ...,https://www.linkedin.com/jobs/view/senior-modeling-scientist-at-quantcast-1395392297?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"QuantcastSan Francisco, CA, US 
",Associate,Full-time,"Research, Analyst, Information Technology","Marketing and Advertising, Computer Software, Internet"
CCDS,"Boston, MA, US",Machine Learning Scientist,2018-12-04,"Backed by industry partners like Nvidia and GE Healthcare, we leverage petabytes of healthcare data, an on-prem GPU cluster, and a ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-ccds-1002416977?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CCDSBoston, MA, US 
",Associate,Full-time,Other,"Medical Devices, Computer Software, Hospital & Health Care"
Clara Labs,"San Francisco, CA, US",Machine Learning Scientist,2019-05-26,Experience in one of the following and familiarity with several others: Industry experience with ML systems is strongly preferred. Our ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-clara-labs-1328884476?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Clara LabsSan Francisco, CA, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Internet"
IC Resources,"New York, New York",Deep Learning Researcher,2019-07-09,"Eligible Deep Learning Researchers will have a MSc or PhD and research experience in; One of your primary tasks will be to research, ...",https://www.linkedin.com/jobs/view/deep-learning-researcher-at-ic-resources-1332704600?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"IC ResourcesNew York, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
This Deep Learning Researcher vacancy is based in New York, USA with my client; a global leader in object detection/tracking solutions. One of your primary tasks will be to research, develop and analyse novel large-scale deep learning and computer vision algorithms along with one of the most innovative product development teams. My client can offer a flexible working environment, excellent salaries DOE, regular salary reviews, private healthcare, the opportunity to work on cutting edge systems and much more.  
   
Eligible Deep Learning Researchers will have a MSc or PhD and research experience in;  
   
   
To be considered at Senior level it would be expected for you to have a PhD and published papers at tier 1 conferences.  
  
If this sounds like you and you’re keen to find out more then please apply and contact Christopher Wyatt, Senior Consultant at IC Resources. Please note my client cannot sponsor a visa for this position.  
  
",Mid-Senior level,Full-time,"Research, Design","Computer Software, Research"
Quantitative Systems,"New York, New York, United States",Machine Learning Research Scientist - Pattern Recognition,2019-07-31,"We are looking for research scientists with experience running a machine learning project from inception to completion, and specifically ...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-pattern-recognition-at-quantitative-systems-732019211?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Quantitative SystemsNew York, New York, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
Machine Learning Research Scientist - Pattern Recognition   
  
We ingests more than 1.5 million news stories per day from more than 120,000 different sources to help our clients stay in the know. This data would be unmanageable without our help. News stories move markets. We build machines that understand them.  
  
With the ever-increasing amount of data being generated, our clients need ever more sophisticated ways of extracting signal from noise. The Pattern Recognition team in the Machine Learning group is responsible for building a wide variety of analytics and recommendation systems to surface insights (e.g., identify market moving news stories, create new events that are relevant to users, provide personalized recommendations of events to users, etc.) to increase our client's productivity.  
  
We are looking for research scientists with experience running a machine learning project from inception to completion, and specifically with a background and interest in one or more of the following areas:  
  
  
We'll trust you to:  
  
You'll need to have:  
",Mid-Senior level,Full-time,"Information Technology, Finance, Engineering","Financial Services, Computer Software, Information Technology and Services"
GE,"Niskayuna, NY, US",Machine Learning- Research Scientist,2019-06-18,"To solve real problems, many different skills need to come together. Outstanding problem solving and analytical skills and willingness to...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-ge-1325955959?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GENiskayuna, NY, US 
",Entry level,Full-time,Other,"Electrical/Electronic Manufacturing, Logistics and Supply Chain, Mechanical or Industrial Engineering"
ClearedJobs.Net,"New York City, NY, US",Machine Learning Research Scientist,2019-03-07,"As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-clearedjobs-net-1167340078?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearedJobs.NetNew York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Defense & Space, Telecommunications"
Riverside Research,"New York City, NY, US",Machine Learning Research Scientist,2019-03-21,"As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-riverside-research-1197028285?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Riverside ResearchNew York City, NY, US 
",Entry level,Full-time,Other,"Information Technology and Services, Defense & Space, Computer & Network Security"
"Butterfly Network, Inc.","New York City, NY, US",Machine Learning Research Scientist,2019-06-27,We've built a strong research team and are looking for talented Research Scientists with applied experience in the fields of Computer ...,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-butterfly-network-inc-1386909009?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Butterfly Network, Inc.New York City, NY, US 
",Associate,Full-time,Other,Biotechnology
Karyon Global Corp,"New York City, NY, US",Sr. Machine Learning (Data Scientist),2019-07-26,"Hope you are doing well, currently we are looking for Sr. Machine Learning (Data Scientist) Have enclosed the job details below, Let me ...",https://www.linkedin.com/jobs/view/sr-machine-learning-data-scientist-at-karyon-global-corp-1394712217?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Karyon Global CorpNew York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Staffing and Recruiting"
