company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Milestone Inc,"Santa Clara, CA, US",Director of Analytics / Business Intelligence,2019-06-08,We are looking for an analytics and business intelligence leader with. Our leadership team has decades of experience in the world of ...,https://www.linkedin.com/jobs/view/director-of-analytics-business-intelligence-at-milestone-inc-1316605735?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Milestone IncSanta Clara, CA, US 
",Director,Full-time,"Business Development, Sales","Marketing and Advertising, Computer Software, Internet"
"Plexus Capital, LLC","Raleigh, North Carolina, United States",Business Intelligence Analyst,2019-07-18,"The ideal candidate will have an excellent academic track record, database management and analytic experience, and will possess the ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-plexus-capital-llc-1379921320?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Plexus Capital, LLCRaleigh, North Carolina, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
With offices in Raleigh and Charlotte, NC, Plexus Capital, LLC (“Plexus”) is a private investment group with $955 million under management that provides growth capital to private, middle market companies through investments in subordinated debt and equity securities. Plexus is actively investing out of its $400 million fourth fund (Plexus Fund IV) which had its final closing in August 2016. Plexus reviews over 1,200 unique transactions annually and typically completes 10–15 new platform investments per year. 
 
Plexus is seeking an analytically-minded individual with data analytics and finance experience to join its Portfolio team, working primarily to support the growing data and technology needs of Plexus. The Business Intelligence Analyst will be responsible for the development and maintenance of Plexus’ databases and reporting systems as well as its technology systems and initiatives. Additionally, this person will oversee the entire data environment of Plexus and work across disciplines including with the Portfolio, Execution, Business Development, and Investment Operations teams. Specific responsibilities of the Business Intelligence Analyst position will include: 
 
  
The ideal candidate will have an excellent academic track record, database management and analytic experience, and will possess the following characteristics: 
 
Skills Needed to Succeed 
 
Other Relevant Job Information 
  
Candidates should submit a resume and cover letter to bianalyst@plexuscap.com 
 
",Associate,Full-time,"Information Technology, Analyst",Financial Services
Boston University,"Boston, MA, US","BUSINESS & MARKET INTELLIGENCE ANALYST, Questrom School of Business, Decision Support",2019-07-24,"The Questrom School of Business seeks to continue diversifying our faculty, student and staff ranks, recognizing that diversity of ...",https://www.linkedin.com/jobs/view/business-market-intelligence-analyst-questrom-school-of-business-decision-support-at-boston-university-1390599790?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Boston UniversityBoston, MA, US 
",Associate,Full-time,"Marketing, Sales","Nonprofit Organization Management, Higher Education, Hospital & Health Care"
HospitalCareers.com,"Urbana, IL, US",System VP of Clinical & Business Intelligence,2019-07-05,"The position requires a unique combination of business acumen, data analytics capability and experience, knowledge of data management ...",https://www.linkedin.com/jobs/view/system-vp-of-clinical-business-intelligence-at-hospitalcareers-com-1356990025?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HospitalCareers.comUrbana, IL, US 
",Executive,Full-time,"Business Development, Sales",Hospital & Health Care
"Ameriprise Financial Services, Inc.","Boston, MA, US","Vice President, Business Intelligence, Distribution Support",2019-07-15,10+ years direct experience supporting sales/distribution organizations with a minimum of 3 years in the investment management industry. ...,https://www.linkedin.com/jobs/view/vice-president-business-intelligence-distribution-support-at-ameriprise-financial-services-inc-1374403402?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Ameriprise Financial Services, Inc.Boston, MA, US 
",Executive,Full-time,"Business Development, Sales","Information Technology and Services, Insurance, Financial Services"
"Good Samaritan Hospital, Los Angeles","Los Angeles, California, United States",Business Intelligence Analyst,2019-07-12,It is essential that BI Analysts build an understanding of the business at a level of detail that enables them to identify and address ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-good-samaritan-hospital-los-angeles-1333150717?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Good Samaritan Hospital, Los AngelesLos Angeles, California, United States 
 
",Not Applicable,Full-time,NA,NA
JPI,"Washington, D.C., DC, US",Business Intelligence Analyst,2019-08-01,"JPI is seeking a Business Intelligence Analyst (BIA) with a minimum four (4) years’ experience working to develop, implement and ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-jpi-1394626765?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"JPIWashington, D.C., DC, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Defense & Space, Management Consulting"
Chateaux,Greater New York City Area,Business Intelligence Analyst,2019-08-01,"      Advanced Excel and Querying skills; substantial experience with data analysis and modeling, process improvement.       ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-chateaux-1406090653?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ChateauxGreater New York City Area 
Business Intelligence Analyst  
  
  
*Must have Fundraising experience*  
  
   
Position Summary   
  
This position is part of the Information Technology (IT) team which provides information technology solutions that enable direct data-driven decision making by the Development Organization. You will be responsible for management and development of business intelligence and analytics solutions, including internal workflows for the Development Organization. This is a new position reports directly to the Senior Director of Enterprise Applications and Administrative Support.  
   
Responsibilities   
   
·         Partner with Alumni Affairs and Development:  
o    Create and manage financial, statistical, forecast and ad-hoc reports and data models on a regular basis  
o    Deliver timely and targeted information, robust tools and insights to help the department become a more data-driven organization  
o    Rapid analysis of Development Organization data challenges to help build solutions that can be leveraged across the Development team  
o    Use advanced statistical concepts to determine significant sources of process or business function variability; determine recommendations for efficiencies  
o    Coordinate between departments and develop cross-departmental reports  
   
·         Designing and implementing data integration from multiple systems resulting in advanced analytic capabilities:  
o    Writing relational and multidimensional database SQL queries  
o    Developing automated tools and dashboards using Business Objects, Tableau or other development tools to provide actionable information to decision makers.  
o    Develop data marts to enable user empowerment via tools such as Business Objects, Crystal Reports or Tableau.  
o    Provide institutional data research and analytics  
   
·         Investigate and troubleshoot data workflow issues for departments on our enterprise systems (Colleague/Slate/Advance)  
·         Provide end-user support for CRM and reporting software  
o    Develop, manage and maintain workflows in CRM platforms  
·         Create best practice documentation and procedures  
·         Provide technical support during upcoming migrations  
·         Projects as assigned  
   
Qualifications  
   
·         5-8 years of experience in business analytics, consulting, data science, business intelligence, data quality and/or data engineering  
·         Fundraising experience  
·         This role requires someone who can shift focus quickly and keep projects within scope. The successful candidate will be comfortable working in a dynamic, data-driven environment and demonstrate a natural curiosity when digging into the numbers.  
·         Ability to work with all levels of the organization up-to and including Executive Leaders.  
·         Degree in business, statistics, database management or related field preferred  
·         Crystal reports, Tableau, Advanced Power BI, Microsoft SQL Reporting Services (SSRS) and data warehousing skills preferred  
·         Advanced Excel and Querying skills; substantial experience with data analysis and modeling, process improvement  
·         Ability to identify trends and clearly distill and present complex data to colleagues who may not have a technical background  
·         Strong analytical and technical expertise in developing business intelligence solutions/tools/reports.  
·         Excellent conceptual, analytical and quantitative skills.  
·         Ability to translate business needs into reporting solutions.  
·         Sense of urgency to drive impact.  
·         Ability to quickly establish subject matter expertise in a variety of business applications.  
·         Excellent verbal, analytical and problem-solving skills  
·         Critical, creative thinker, with the ability to provide data-driven insights and recommendations and see ideas through to completion  
·         Excellent communication skills both orally and verbally.  
·         Unflappable and steady personality who can stay calm under pressure.  
·         Personable and easily builds business relationships/partnerships.  
·         Excellent organizational and prioritization skills  
·         Ability to set goals, establish timelines, and ensure that key milestones and deliverables are met  
·         Ability to quickly relate data to processes within disparate departments such as Alumni Affairs, Fund Raising, Finance and Admissions    
·         Prior experience with fundraising databases and in particular CRM: Advance or Blackbaud CRM, a plus 
",Mid-Senior level,Full-time,"Education, Information Technology, Analyst","Information Technology and Services, Higher Education, Fund-Raising"
Brooksource,"Greater Grand Rapids, Michigan Area",Business Intelligence Analyst,2019-08-01,      Strong Analysis skills including 3+ years’ experience as an Analyst. Do you have a passion for working in healthcare and ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-brooksource-1394673600?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"BrooksourceGreater Grand Rapids, Michigan Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Business Intelligence Analyst  
Grand Rapids, Michigan  
Full-Time Position  
   
Do you have a passion for working in healthcare and looking for a new challenge? Then this is the perfect position for you! As a Business Intelligence Analyst you will be responsible for designing, building, and supporting business intelligence and analytical initiatives to enhance departmental and organizational effectiveness, efficiency, and safety with a primary focus on Quality Metrics and Inpatient reporting.  
  
If you feel that this describes you keep reading and apply!  
  
MINIMUM QUALIFICATIONS:  
·         3+ years’ experience working with Microsoft SQL Server  
o    SQL functions Includes: Building out databases, report writing, writing complex queries, analyzing large queries, etc.  
·         Strong Analysis skills including 3+ years’ experience as an Analyst  
o    Past positions may include Business Analyst, Data Analyst, BI Analyst, etc.  
·         Experience working in a reporting environment, and working with SSIS (SQL Server Integration Services)  
o     Includes SSIS package development and support.  
·         Other tools such as Crystal Reports, Tableau, Power BI and others are bonus, but willing to teach individuals.  
·         Must have experience working with internal technical teams and customers or other third-party vendors.  
·         Preferred: Experience working in a healthcare environment, specifically with EPIC.  
   
RESPONSIBILITIES:  
   
·         Work heavily with SQL database. SQL functions Includes: Building out databases, report writing, writing complex queries, analyzing large queries, etc.  
·         Designs database objects, queries and solutions to support business needs.  
·          Implements and maintains data marts, data warehouses and ETL processes.  
·         Creates test scripts to identify and address data inconsistencies. Performs quality audits of processes in order to verify data integrity.  
·         Interface with internal technical and business teams, as well as customer.  
   
WHAT’S IN IT FOR YOU…?  
 
",Mid-Senior level,Full-time,"Information Technology, Management",Information Technology and Services
Riskified,"New York City, NY, US",Business Intelligence Team Lead,2019-07-31,"We’re looking for bright, driven, and passionate people to grow with us. Experience with BI tools such as Tableau, QlikView or similar. ...",https://www.linkedin.com/jobs/view/business-intelligence-team-lead-at-riskified-1393498626?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"RiskifiedNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
Squarespace,"New York City, NY, US","Business Intelligence Analyst, International",2019-07-31,We are looking for a highly motivated Business Intelligence Analyst to provide support to our International Strategy & Operations team. ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-international-at-squarespace-1404804548?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SquarespaceNew York City, NY, US 
",Entry level,Full-time,Analyst,"Computer Software, Internet"
Jobs @ TheJobNetwork,"New York City, NY, US","Director, Business Intelligence",2019-08-02,"Experience identifying, prioritizing, and getting buy-in for data opportunities within a large, rapidly growing organization. 5 or more ...",https://www.linkedin.com/jobs/view/director-business-intelligence-at-jobs-%40-thejobnetwork-1406610452?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs @ TheJobNetworkNew York City, NY, US 
",Director,Full-time,"Business Development, Sales",Information Technology and Services
General Assembly,"New York City, NY, US",Business Intelligence Manager,2019-08-01,"Additionally, candidates should have a wealth of experience implementing data-driven business solutions to draw from, be highly organized...",https://www.linkedin.com/jobs/view/business-intelligence-manager-at-general-assembly-1406436856?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"General AssemblyNew York City, NY, US 
",Mid-Senior level,Full-time,"Business Development, Sales","Marketing and Advertising, Computer Software, Internet"
Newsela,"New York City, NY, US",Senior Business Intelligence Analyst,2019-06-27,"In addition to your technical skills, your excellent visual acumen enables you to thoughtfully use color and KPIs to design easily ...",https://www.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-newsela-1343389073?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"NewselaNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Marketing and Advertising, Computer Software, Internet"
The First National Bank of Long Island,"Brookville, NY, US",Business Intelligence Data Analyst,2019-06-30,Strong knowledge of data warehouse fundamentals and with experience supporting data warehouses. 2+ years experience with Banking or ...,https://www.linkedin.com/jobs/view/business-intelligence-data-analyst-at-the-first-national-bank-of-long-island-1351107530?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The First National Bank of Long IslandBrookville, NY, US 
",Associate,Full-time,"Business Development, Sales","Banking, Financial Services, Investment Banking"
Zocdoc,"New York City, NY, US",Senior Business Intelligence Analyst,2019-06-19,"Zocdoc is seeking an ambitious, detail-oriented individual to work with our Business Intelligence and Product Management teams. 3+ years ...",https://www.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-zocdoc-1372370357?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ZocdocNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
Xaxis,"New York City, NY, US","Associate, Business Intelligence",2019-07-17,This role is responsible for supporting the implementation of business intelligence projects to enable data driven decision making ...,https://www.linkedin.com/jobs/view/associate-business-intelligence-at-xaxis-1378179709?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"XaxisNew York City, NY, US 
",Entry level,Full-time,"Business Development, Sales","Marketing and Advertising, Online Media, Internet"
BaubleBar Inc.,"New York City, NY, US",Business Intelligence Analyst,2019-07-19,"What We Want You To Do. What We Want To See. We are seeking an experienced Business Analyst who can bring strong analytical, ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-baublebar-inc-1381308692?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"BaubleBar Inc.New York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Marketing and Advertising, Apparel & Fashion, Consumer Goods"
RCM Technologies,"Purchase, NY, US",Business Intelligence Analyst,2019-07-09,"Use advanced working knowledge of PC and related software applications (proficient with MS Office, including Outlook, Word, PowerPoint, ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-rcm-technologies-1366254069?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"RCM TechnologiesPurchase, NY, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Financial Services"
NTT DATA Services,"Troy, NY, US",Oracle Business Intelligence Specialist,2019-07-31,"IT Specialist Expert: 84+ Months: Works in the field of Information Technology, experienced in the usage and support of a collection of ...",https://www.linkedin.com/jobs/view/oracle-business-intelligence-specialist-at-ntt-data-services-1405654715?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"NTT DATA ServicesTroy, NY, US 
",Entry level,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Financial Services"
"Fetch Rewards, Inc.","New York City, NY, US",Business Intelligence Lead,2019-07-24,The day to day responsibility will include seeking to understand core business objectives of partner companies to find data & analytic ...,https://www.linkedin.com/jobs/view/business-intelligence-lead-at-fetch-rewards-inc-1391230821?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Fetch Rewards, Inc.New York City, NY, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
"Abacus Group, LLC","New York City, NY, US","VP, Business Intelligence",2019-08-01,6+ years of IT Finance experience from another financial services firm. Work with divisional admin to ensure proper HR data is available ...,https://www.linkedin.com/jobs/view/vp-business-intelligence-at-abacus-group-llc-1395306873?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Abacus Group, LLCNew York City, NY, US 
",Director,Full-time,"Finance, Accounting/Auditing",Financial Services
Quartet Health,"New York City, NY, US",Business Intelligence (BI) Analyst,2019-07-17,"This position requires outstanding analytic and communication skills, the ability to collaborate with a wide variety of colleagues, ...",https://www.linkedin.com/jobs/view/business-intelligence-bi-analyst-at-quartet-health-1377625666?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Quartet HealthNew York City, NY, US 
",Entry level,Full-time,"Business Development, Sales","Marketing and Advertising, Computer Software, Hospital & Health Care"
Montefiore Health System,"Elmsford, NY, US",BUSINESS INTELLIGENCE ANALYST - ERP,2019-06-13,Montefiore Information Technology (MIT) is looking for a Business Intelligence Analyst with a focus on a new ERP implementation and ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-erp-at-montefiore-health-system-1323041283?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Montefiore Health SystemElmsford, NY, US 
",Associate,Full-time,"Business Development, Sales",Hospital & Health Care
Canon Property Careers ,"Melville, NY, US",Business Intelligence Analyst,2019-06-30,"The ideal candidate is creative, motivated, and a strong communicator. Canon U.S.A., Inc. is seeking a Data Analytics and programming ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-canon-property-careers-1393541059?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Canon Property Careers Melville, NY, US 
",Associate,Full-time,"Business Development, Sales","Construction, Marketing and Advertising, Financial Services"
Veolia North America,"New York City, NY, US",Business Intelligence Analyst,2019-06-28,You can expect to receive mentoring from all levels of the organization and have many opportunities to learn broader business and ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-veolia-north-america-1389184855?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Veolia North AmericaNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Environmental Services, Oil & Energy, Utilities"
Green Key Resources,"New York City, NY, US",Business Intelligence Analyst,2019-06-24,Excellent written and verbal communications skills; ability to collaborate with non-technical business users in addition to data and ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-green-key-resources-1381638609?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Green Key ResourcesNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Staffing and Recruiting, Financial Services, Hospital & Health Care"
Wolters Kluwer,"New York City, NY, US",Senior Business Intelligence Analyst,2019-07-08,We help them get it right. Strong interpersonal skills and ability to interact effectively at all levels of the organization. Strong ...,https://www.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-wolters-kluwer-1406358428?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Wolters KluwerNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Financial Services"
"eiWorkflow Solutions, LLC","Albany, NY, US",Business Intelligence Business Analyst - Albany,2019-06-16,"EiWorkflow Solutions, LLC is a cloud software consulting firm based in Albany, NY. eiWorkflow Solutions, LLC is currently looking for a ...",https://www.linkedin.com/jobs/view/business-intelligence-business-analyst-albany-at-eiworkflow-solutions-llc-1341258830?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eiWorkflow Solutions, LLCAlbany, NY, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Financial Services"
