company,location,title,post_date,url,full_desc,seniority_level,employment_type,job_function,industries,search_role,search_city
InterVenn Biosciences,"South San Francisco, CA",Senior Biostatistician,2020-09-01,https://www.linkedin.com/jobs/view/senior-biostatistician-at-intervenn-biosciences-2165914451?refId=541b7ac5-4b1d-450d-8403-4a449887e039&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"YOUA statistical professional with wide-ranging experience analyzing clinical and biomarker data. You bring rigor to the table in your ability to work with diverse patient populations and outcomes. A skilled data modeler with knowledge of machine learning approaches, study design, and cutting edge statistical techniques. You are motivated to find the best estimate of truth in complex datasets, and to apply your powers in the service of patient-centric products. If this is you, please read on.USWe are tapping into a new level of biological understanding. Glycoproteomics is the language that InterVenn is translating for the benefit of patients, researchers, and human health. Our diverse backgrounds and experiences have culminated in a unique startup working at the intersection of mass spectrometry, glycobiology, and AI to develop precision medicine products. If this sounds like a good fit, please read on.THE DETAILSWe are seeking a bright, experienced individual to join as a Senior Biostatistician. The optimal candidate will have directly applied their programming and statistical knowledge to develop clinical diagnostics. This candidate will work closely with the Clinical Sciences team on a variety of projects, carrying out statistical analysis and developing classification algorithms to be employed in hospitals around the world. A desire to guide talented employees earlier in their careers is crucial. For this employee, statistical analysis is not an abstract exercise – the fruits of their labor will directly affect patient lives. Responsibilities Develop, validate, and expand diagnostic products currently under developmentServe the needs of the Clinical Sciences team in study design and addressing population heterogeneityProgram in R and assess data pipelines for general use in clinical implementationAssess batch normalization efforts in a new layer of -omics Ensure quality assurance needs in an end-to-end data workflowDirect a small team of data scientists in cohort analysesWork with R&D in analytical validation of novel biomarkers Keep up-to-date with data modeling techniques as applied to clinical populationsDistill complicated data science into reports and digestible insights for the greater companyQUALIFICATIONSPh.D. in a quantitative field such as Statistics, Mathematics, Data Science, or Bioinformatics, plus 3 years experience modeling health care data in industry or academiaAlternatively, an MS in a similar quantitative field with 6+ years relevant experience Extensive experience in the R programming language, utilizing statistical packages, and working within ML conventionsPreference will be given to candidates with experience analyzing genomic or proteomic biomarkersFamiliarity with cloud computing environments such as Google Cloud and AWS is also a plusFamiliarity with shell scripting, the Linux operating system, Python, or Github will be useful as wellAbility to come up to speed quickly and seek out new solutions independentlyA genuine desire to impact patient lives and contribute to the greater scientific communityShow moreShow less 
",Associate,Full-time,"Research, Analyst, Information Technology","Computer Software, Research, Biotechnology",Statistical Modeler,"San Francisco, California"
Heluna Health,"San Francisco, CA",Research Analyst Intern,2020-09-24,https://www.linkedin.com/jobs/view/research-analyst-intern-at-heluna-health-2174047566?refId=1558d450-67f1-4c52-a4b7-86e5d11f5fc4&position=1&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Requisition Number: RESEA02438Heluna Health invites applications for the position of research analyst intern in the Center on Substance Use and Health (CSUH) of the San Francisco Department of Public Health. CSUH conducts pharmacologic and behavioral interventions and observational studies to maximize the health outcomes of people use alcohol, methamphetamine, opioids, and other substances. We work with people who are actively using substances, and focus on meeting their goals related to their substance use, including reduction in use in harms, prevention or treatment of infectious diseases, or prevention of drug overdose. We conduct research in a community-based environment in downtown San Francisco, with the facilities and resources needed to perform complex clinical research studies (suite of exam rooms, alarmed pharmacy for medication trials, and on-site CLIA-waived laboratory). We are proud to treat people who use substances with respect and dignity and enjoy a close-knit culture of intellectual curiosity collaboration and fun.In the position of research data analyst, you work under the supervision of the Directorto assist in various tasks to advance CSUH goals of investigating health outcomes and new behavioral and pharmacologic interventions to improve the health of people who use drugs.This is a temporary, grant-funded, part time (16 hours a week), non-benefitted position. Employment is provided by Heluna Health.Essential FunctionsThe intern will be involved in the following: Biostatistical AnalysisIn collaboration with the Research Scientists, the intern will assist in conducting various statistical procedures including distribution, frequency and assumption checks; hypothesis testing; data analysis and interpretation; and mathematical modeling on longitudinal and cross-sectional datasets.Data Management and ManipulationUnder supervision of the Research Scientists and Research Managers, the intern will assist with data quality assurance and quality control, data clean-up, database maintenance and development, preparation of codebooks and descriptive epidemiologic reports.Preparation of Data Collection InstrumentsUnder the supervision of the Study Coordinators and Research Scientists, the intern will assist in the programming of electronic surveys and the development of case-report forms.Grant Application / Manuscript PreparationUnder the supervision of the Research Scientists and Director, the intern will conduct peer-reviewed and grey literature research and provide support in preparing data and documents for grant applications and manuscripts addressing topics such as substance use, overdose prevention, and HIV prevention.General dutiesParticipation in weekly research meeting to discuss and problem-solve issues regarding study design and implementation, recruitment, and analysisNon-essential FunctionsOther duties as assignedMinimum QualificationsStrong interest in substance use, HIV, and related health issues affecting vulnerable populationsCompletion of at least one graduate course in Epidemiologic Methods and one graduate course in BiostatisticsProficiency in STATA software, Microsoft Office (Excel, PowerPoint, Word)Experience with conducting data analysis and literature reviewsDesired QualificationsProficiency in Microsoft Access, SAS and EndnotePHYSICAL DEMANDSStand FrequentlyWalk FrequentlySit FrequentlyHandling / Fingering OccasionallyReach Outward OccasionallyReach Above Shoulder OccasionallyClimb, Crawl, Kneel, Bend OccasionallyLift / Carry Occasionally - Up to 50 lbsPush/Pull Occasionally - Up to 50 lbsSee ConstantlyTaste/ Smell Not ApplicableRequiredNot Applicable Not required for essential functionsOccasionally (0 - 2 hrs/day)Frequently  (2 - 5 hrs/day)Constantly  (5+ hrs/day)WORK ENVIRONMENTGeneral Office Setting, Indoors Temperature ControlledAPPLICATION PROCEDUREInterested applicants should submit a cover letter and resume for consideration.Heluna Health is an Affirmative Action, Equal Opportunity Employer that encourages minorities, women, veterans, and disabled to apply.All qualified applicants will be considered for this position in accordance with the San Francisco Fair Chance OrdinanceEEOC STATEMENTIt is the policy of Heluna Health to provide equal employment opportunities without regard to race, color, religion, sex, national origin, age, disability, marital status, veteran status, sexual orientation, genetic information or any other protected characteristic under applicable law.SDL2019-2048Show moreShow less 
",Internship,Internship,"Research, Analyst, Information Technology","Nonprofit Organization Management, Government Administration, Hospital & Health Care",Research Intern,"San Francisco, California"
RingCentral,"Belmont, CA",UX Research Intern,2020-10-06,https://www.linkedin.com/jobs/view/ux-research-intern-at-ringcentral-2166988342?refId=1558d450-67f1-4c52-a4b7-86e5d11f5fc4&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"UX Research InternshipAt RingCentral we call our interns RingTerns because, by the end of your 10-week program, you’ll know our culture inside and out. Why is that important? Our culture is what makes RingCentral unique, a place where winning together in a dynamic, highly collaborative environment is what makes us different (and, we like to think, better).If you are interested in an internship here, chances are you have some relevant skills and are interested in working for a rapidly growing, cloud-based software and communications company. We can teach you the RingCentral-way what we can’t teach are drive and a passion to succeed.Here are a few reasons to consider being a RingTern at RingCentral:  You have a competitive edge and like to win  . Here, you’ll compete for prizes with individual elevator pitches, team product challenges, off-site excursions and company events. We call it collaborative competition and it’s a great way to experience the way we work.  Hyper-growth, for you and your career.  RingCentral is growing at an annual rate of 30%. Every year. So now is a great time to join us. It also means there are lots of interesting, real-world challenges to help us solve.  Mentors who are in it for you.  Our mentors will work with you to help you grow and achieve your goals. No micro-management and no busy-work. The goal is to help you problem-solve and succeed independently.So, join RingCentral as an intern this summer and discover what it feels like to win together. Early Intern Application Deadline is November 9,2020  Final Intern Application Deadline: December 1, 2020  Job Scope The UX research intern will be doing 2 jobs during his/her time here. UX Visibility: Increase the visibility for UX research and host 2 research readouts by inviting the entire Belmont office to learn how our customers use our products  UX Research: Plan and conduct a UX research to prioritize what features get built in our video conferencing product:  Maintain a daily count of customer and employee requests in a repository  Communicate insights on weekly top requests and how many votes  Increase engagement of upvoting for requests with employees  Collaborate with Product Management to define a metric of when requests get built into product roadmaps  Work in Aha! to manage these requests  Provide weekly updates and reports to the Innovation team Qualifications Part of an Master’s HCI (Human Computer Interaction) or similar program  Must have experience at designing usability plans and conducting research especially interviews  Should be familiar with tools like Tableau, Mixpanel, Google Analytics and data analytics programming tools  Should be able to communicate findings and translate them into recommendations or actions  Good to know how to visually communicate insights in a pictograph or flyer  Proficient with surveys, video editing tools, quantitative and qualitative analysis tools  Should be able to recruit and schedule participants  Must be able to moderate interviews Learning Skills/Outcomes You will be able to plan and execute a feature priorities for our flagship product  You will learn how to advocate for a customer-centric culture at companies by including the entire company in your journey and find ways to effectively manage and facilitate that  You will learn about UCaaS products and customer needs and trends in this industry which is growing fast  You get to work with an excellent team that is collaborative and supportive of your growth and learning AvailabilityFull-time or Part-time internship [10-week internship]Must be available to start either January 26,2021Visit the links below to know more about the company, internships and job openings:About RingCentral - RingCentral’s WebsiteOpenings - Job & Internship webpageAbout RingCentralRingCentral is the worldwide leader in cloud-based communications. Our software communications platform delivers phone, group chat, mobile communications, video calls, videoconference, contact center and AI-driven digital engagement. It’s a powerful, global presence that allows businesses to communicate anywhere, anytime with anyone.RingCentral is headquartered in Belmont, California and has offices around the world.RingCentral is an equal opportunity employer that truly values diversity. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.Show moreShow less 
",Internship,Part-time,Other,"Marketing and Advertising, Computer Software, Internet",Research Intern,"San Francisco, California"
Thermo Fisher Scientific,"South San Francisco, CA",Research & Development Intern,2020-09-22,https://www.linkedin.com/jobs/view/research-development-intern-at-thermo-fisher-scientific-2151078971?refId=1558d450-67f1-4c52-a4b7-86e5d11f5fc4&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"When you’re part of the team at Thermo Fisher Scientific, you’ll do important work. You’ll have the opportunity to grow and learn in a culture that empowers your development. We have created an inclusive, global environment that values the power of diverse talent, backgrounds, and experiences to drive speed, productivity, innovation, and growth.Our internship program will give you a chance to get real world business experience and build your network before graduation. We are seeking an energetic, responsible intern to join our growing organization. In this position, you will be expected to learn the ins-and-outs of our daily routines and procedures. You will focus on learning how our organization runs, and can be expected to gain valuable insight that can further your interest in your chosen career field.Customers throughout the globe rely on our extensive range of products and services—from next-generation instruments to everyday lab essentials to life-saving medicine. If you desire to be a part of a world-class team, Thermo Fisher Scientific can provide you with the opportunity to work in R&D to produce products that enable our customers to make the world healthier, cleaner and safer. Thermo Fisher’s Research and Development work is carried out by dedicated, team-oriented professionals who want to make a difference.Summary Of InternshipInternship positions provide an opportunity for engineering and science students to get hands on experience in a research & development environment.Internship opportunities within Research and Development may include but are not limited to:New Product IntroductionSoftware Engineering & DevelopmentCell BiologyMolecular BiologyChemistryBioInformaticsHiring Locations may include but are not limited to Massachusetts, Pennsylvania, California, Virginia, Oregon, North Carolina, and South Carolina.Essential FunctionsExecutes experimental plans, analyzes data, and contributes to technical reports and product summaries with guidanceWorks on problems of moderate scope where analysis of data requires an evaluation of various factorsExhibits creativity in selecting approaches and techniques for obtaining solutionsInvestigates new methods and technologies and maintains accurate lab notebook to support protection of intellectual property in accordance with relevant Thermo Fisher required standardsInteracts with other internal departments (i.e., Business Development, Quality, Operations, Technical Services, and/or Marketing) in the commercialization of new productsPerforms duties with guidance from managerComplies with all company safety, training, and quality regulations (e.g., ISO compliance, GLP/GMP requirements, etc.) and proceduresMay be required to perform other related duties as required and/or assignedQualificationsR&D Interns sometimes work in a laboratory environment and are required to be able to lift up to 40 lbs. As an R&D Intern, you may be required to stand for long periods of time while performing duties. You must be able to work safely with chemicals and hazardous materials. An R&D Intern must be able to work flexible hours.Candidate must be able to work independently with direction, as well as in collaborative teams. Interns must also be able to carry out standard operating procedures involving basic laboratory techniques, calculations, materials measurement, operation of laboratory equipment and record keeping. Interns can be responsible for testing data records, notebooks and computerized data storage. Additionally Interns are asked to make detailed observations and analyze data to ensure we are operating within expected parametersStudent currently enrolled in classes leading to an accredited Bachelor’s degree in a related engineering, science or life science disciplinePreferred majors: Cell Biology, Molecular Biology, Biology, Biotechnology, Chemical Engineering, Electrical Engineering, Software Engineering, Mechanical Engineering, Biomedical Engineering or other related majorStrong desire and motivation to develop a career in Research & DevelopmentStrong leadership and team building skillsAbility to work independently and as a member of a cross-functional teamWillingness to learn, be mentored, and improveDesire to contribute and improve design of new and existing scientific instrumentation productsExceptional customer focusDesire to teach other engineers and scientist about technology in area of expertisePrevious industrial experience is preferredAptitude for working with hands and having experience using hand-tools may be beneficialRequires a functional knowledge of laboratory equipment and techniques. Accuracy and attention to detail is required in performing all functions of this position. Initiative, organizational and computer skills are extremely valuable to ensure effective laboratory operations. Excellent written and oral communications skills are required.To qualify, applicants must be legally authorized to work in the United States, and should not require, now or in the future, sponsorship for employment visa statusAt Thermo Fisher Scientific, each one of our 70,000 extraordinary minds has a unique story to tell. Join us and contribute to our singular mission—enabling our customers to make the world healthier, cleaner and safer. Apply today!Show moreShow less 
",Not Applicable,Full-time,Other,"Pharmaceuticals, Biotechnology",Research Intern,"San Francisco, California"
Edelman,"San Francisco, CA",Post Graduate Associate Research Analyst Intern,2020-09-17,https://www.linkedin.com/jobs/view/post-graduate-associate-research-analyst-intern-at-edelman-2148353034?refId=1558d450-67f1-4c52-a4b7-86e5d11f5fc4&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Edelman Intelligence is the strategic research arm of Edelman – the world’s largest communications marketing agency – where we serve as strategic partners and consultants to a wide range of top-tier clients. Using the power of customized market research, Edelman Intelligence works closely with Edelman teams and clients to optimize their communications and marketing approach every step of the way.We are seeking a highly motivated, hardworking individual who is interested in learning the ins and outs of market research (both qualitative and quantitative). Candidates must be naturally curious and have a passion for understanding human behavior while becoming an expert with our tools of measurement, customized surveys and communities.This is a truly unique opportunity to gain hands-on experience and exposure with a cutting-edge, rapidly growing, dynamic team within Edelman. You will be working for high-profile clients, on a broad array of interesting research projects.ResponsibilitiesSupport Edelman Intelligence analysts on a wide variety of research projects Compile, synthesize and analyze research collected from secondary sources Quality control measures for survey links and presentation documents Assist with report creation (for both qualitative and quantitative research projects), including analysis, data entry, and chart/table creation in Excel/PPT Run basic quantitative analyses and be very comfortable working with numbers Ideal candidate will have the following skillsQuick learner with the ability to work both independently and collaboratively Ability to multi-task and work effectively in a fast-past environment Excellent attention to detail and organizational skills Competent in Microsoft Office Communication and writing skills Data and statistical knowledgeBasic QualificationsBachelor's Degree in a related field You must have an interest in communications and/or research and possess good interpersonal and communication skills with the ability to work effectively with others. About our internship programThe duration of the internship is a minimum of 3 months and a maximum of 6 months Most of our interns are post-graduates and work a full-time schedule (Weekdays from 9 a.m. to 5 30 p.m.)Show moreShow less 
",Internship,Full-time,"Research, Public Relations, Analyst","Public Relations and Communications, Market Research",Research Intern,"San Francisco, California"
Pinterest,"San Francisco, CA",Pinterest Labs Research Intern,2020-09-18,https://ca.linkedin.com/jobs/view/pinterest-labs-research-intern-at-pinterest-2148876473?refId=1558d450-67f1-4c52-a4b7-86e5d11f5fc4&position=5&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"PLEASE ONLY APPLY FOR THIS POSITION ONCE. Location preferences are specified within the application. Multiple applications may delay our recruitment process.About PinterestMillions of people across the world come to Pinterest to find new ideas every day. It’s where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. As a Pinterest employee, you’ll be challenged to take on work that upholds this mission and pushes Pinterest forward. You’ll grow as a person and leader in your field, all the while helping users make their lives better in the positive corner of the internet.As a research intern at Pinterest Labs, you'll work on tackling new challenges in machine learning and artificial intelligence. You'll conduct research that can be applied across Pinterest engineering teams and engage in external collaborations and mentoring, while also performing research in any of the following areas: image recognition, user modeling, recommender systems, natural language processing, and big data analytics. We offer a 12-week summer internship program in our San Francisco, Palo Alto, Seattle and Toronto offices.What You’ll Do Participate in cutting-edge research in machine learning and artificial intelligence Contribute research that can be applied to Pinterest problems Collect, analyze, and synthesize findings from data and build intelligent data-driven model Write clean, efficient, and sustainable code Use machine learning, natural language processing, and graph analysis to solve modeling and ranking problems across discovery, ads and search What We’re Looking For Working towards a PhD in Computer Science, ML, NLP, Statistics, Information Sciences or related field Mastery of at least one systems languages (Java, C++, Python) or one ML framework (Tensorflow, Pytorch, MLFlow) Experience in research and in solving analytical problems Strong communicator and team player. Being able to find solutions for open-ended problems Preferred Qualifications Publications in machine learning, AI, data science, data analytics, statistics, or related technical fields Strong passion for research and for answering hard questions with research Passion for applied ML and the Pinterest productShow moreShow less 
",Internship,Internship,"Education, Training","Internet, Computer Software, Information Technology and Services",Research Intern,"San Francisco, California"
Dodge & Cox,"San Francisco, CA",Macroeconomics Research Intern,2020-10-06,https://www.linkedin.com/jobs/view/macroeconomics-research-intern-at-dodge-cox-2168419344?refId=1558d450-67f1-4c52-a4b7-86e5d11f5fc4&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"PLEASE APPLY USING THE ATS LINK BELOWDodge & Cox has substantial holdings of debt and equity securities from across the globe. Part of our investment process relies on the work of our macroeconomic research team, focused on currencies, interest rates, and country fundamental research. The Summer Intern will work with senior members of the investment team to support the macroeconomic research process, maintain the firm’s country databases and models, as well as assist with portfolio management analytics.Primary responsibilities include:Preparing, analyzing and monitoring a large array of global economic and financial data relevant to our investment process; with a focus on metrics to assess trends, sustainability and risks to economic and financial stabilityPerforming portfolio analytics such as performance attribution and risk analysisConducting in-depth fundamental research on countries and macro themes to support potential and current investmentsMaintaining in-house macroeconomic monitors as well as interest rate and currency modelsCreating investment- and client- related presentation materialsThe work above will be used across the firm’s investment products and will provide the Summer Intern exposure to investment professionals across the firm. This is a 10-week internship scheduled for summer 2021.Dodge & Cox targets candidates with high levels of academic and professional achievement, in addition to leadership ability and interpersonal skills. Qualifications:﻿An excellent academic record with coursework in macroeconomics and statisticsInterest in economics and financial markets, preferably fixed income and/or currency marketsStrong quantitative and analytical skills, including manipulation and presentation of data on complex topicsInitiative and ability to manage multiple projects simultaneouslyExcellent oral and written communication skills and desire to work in a team-oriented environmentFamiliarity with macroeconomic and financial data available from Bloomberg, IMF, WB and other public sourcesAdvanced knowledge of MS Excel, with experience in VBA, Eviews, Python, or Haver a plusShow moreShow less 
",Internship,Full-time,Finance,Investment Management,Research Intern,"San Francisco, California"
PlayStation,"San Mateo, CA",Magic Lab Intern,2020-09-14,https://www.linkedin.com/jobs/view/magic-lab-intern-at-playstation-2173776102?refId=1558d450-67f1-4c52-a4b7-86e5d11f5fc4&position=7&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"PlayStation isn’t just the Best Place to Play —it’s also the Best Place to Work. We’ve thrilled gamers since 1994, when we launched the original PlayStation. Today, we’re recognized as a global leader in interactive and digital entertainment. The PlayStation brand falls under Sony Interactive Entertainment, a wholly-owned subsidiary of Sony Corporation.This internship is for Summer 2021.Magic Lab InternSan Mateo, CAAbout The TeamThe Magic Lab team seeks to complete a project by the end of the summer that results in a demo or some research that we can show or publish internally or externally.While we often try to change our goals to align with the intern's specific research interests, our projects usually involve machine learning, virtual reality, user experience, character interaction, eye tracking, or spectating. This position is to find an intern who is interested in contributing to these research areas or other novel ones which may be relevant.ResponsibilitiesSuccessful interns typically develop code or art assets towards these projects. In the case of an intern with art skills, we typically still look for interns who also have some engineering skills. Recent interns have been working in the field of user interaction, virtual agent development, machine learning and accessibility.Qualifications Pursuing a graduate degree (Master's, PhD) or an exceptional undergradute student and/or within 1-year of their post graduation date As our projects are somewhat fluid, we're open to exploring a number of different skill sets combined with a sense of creativity and rapid prototyping skill. You have some experience in design, user experience, software engineering (C/C++/Unity/Unreal to name a few), machine learning / AI, nature language understanding, computer vision or robotics Sony is an Equal Opportunity Employer. All persons will receive consideration for employment without regard to race, color, religion, gender, pregnancy, national origin, ancestry, citizenship, age, legally protected physical or mental disability, covered veteran status, status in the U.S. uniformed services, sexual orientation, marital status, genetic information or membership in any other legally protected category.We strive to create an inclusive environment, empower employees and embrace diversity. We encourage everyone to respond.We sincerely appreciate the time and effort you spent in contacting us and we thank you for your interest in PlayStation.Show moreShow less 
",Internship,Temporary,"Education, Training","Computer Software, Consumer Services, Entertainment",Research Intern,"San Francisco, California"
Levi Strauss & Co.,"San Francisco, CA","Paid Summer Intern - Graduate, Data Scientist",2020-09-17,https://www.linkedin.com/jobs/view/paid-summer-intern-graduate-data-scientist-at-levi-strauss-co-2006336942?refId=1558d450-67f1-4c52-a4b7-86e5d11f5fc4&position=8&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Job DescriptionYou’re an original. So are we . We’re a company of people who like to forge our own path. We invented the blue jean in 1873, and we reinvented khaki pants in 1986. We pioneered labor and environmental guidelines in manufacturing. And we work to build sustainability into everything we do. Our brands stand for freedom and self-expression around the world.Where we lead, others follow. For more than 160 years, we’ve used the strength of our brands to lead with our values and make an outsized impact on the world. We employ more than 15,000 people globally to support our great brands: Levi’s®, Dockers®, Denizen® and Signature by Levi Strauss & Co.™This sum mer yo u cou ld ha v e the oppor tu n ity to wo rk fo r on e o f Le vi S tra u ss & Co. ’s ic on ic bra nd s! Our S a n Fra n cisc o-b a s ed S umm er I n ter n sh i p oppo rtu n it i e s , a mon g the L e v i’ s ® a n d D o cker s ® bra nds , gi ve stu d ents r e al wo rld wor k e xperie n ce and ex po su r e to on e o f t h e wo rl d ’s l ead in g f as h ion and ap p arel c o m p a n ies. Our 1 0 w eek Su m m er I n t e r n sh i p Prog r a m is the p erfe c t w a y to ga i n w o rk ex p erien c e w i th i n the co re o f the o r g a n i z ati on , w h i l e l e ar n i n g w h at a c a reer a t L S &C o . mi gh t ha ve i n st or e fo r you .In ad d ition t o day - t o-da y r e sponsi b i l ities, all inter n s wi l l p a rtici p ate in an intern g rou p pro j ect d ed i cated to a critical b u si n ess i n iti a t i ve as w ell as b e e xpo s ed t o all areas o f ou r b u si n e s s an d ou r b r a nd s. Leaders h ip se mi n ars a n d c areer ex p lor a ti o n seri e s conn ect ou r i n ter n s to ou r l e ad ers a n d e du ca t e aro un d di f ferent car e er p a th s. I n tern per fo r m a n ce will be as s ess e d using ou r i nte r n al re vi ew p ro c e ss and could potentially lead to a full-time offer.Levi Strauss & Company is pursuing a global strategy to become a best-in-class eCommerce retailer. This is an exciting opportunity for a business-minded, data savvy superstar: the successful intern candidate will play a key role in accelerating the effectiveness of Levi’s and Dockers eCommerce businesses using machine learning and data analysis during the summer of 2020. In this role, you will have the opportunity to partner with marketing, site merchandising, product, and content teams to tackle challenges of strategic importance to the company. You will have the opportunity to present recommendations to leadership and implement recommendations on the Levi.com and Dockers.com websites.Duties And ResponsibilitiesSupport online personalization, recommendation or content discovery projects.Work with marketing, product, and/or site merchandising teams to refine problem statements and hypotheses.Identify relevant internal and external data sources, collect, clean, and transform data to use in analyses.Explore data to increase understanding of customer behaviors, attitudes, and preferences.Build and maintain state-of-the-art statistical procedures, algorithms, and models in Python and/or R to solve a range of problems in diverse domains.Conduct experiments to test the effectiveness of models.Use analytical models to reduce uncertainty and drive key decisions across the organization:Understand the customer lifecycle; generate actionable insights and recommendations to ultimately increase revenue.Create compelling presentations for both internal and external.QualificationsBe a current graduate student (MS or PhD.) in Statistics, Mathematics, Computer Science, or other field relevant to data science with an expected graduation/matriculation date in 2022Have experience with the following software tools:Python (preferred) or another interpreted programming language like R for data exploration and modelingSQL for querying large datasetsGitHub/git for version controlNice to have: Experience with cloud-based production environments such as AWSHave a passion for data-driven thinking from idea generation to model implementationHave a willingness to quickly learn and adapt to new processes, technology, and ideasDemonstrate a spirit of cooperation and teamworkEngage in our culture of continuous learning and improvement with a focus on providing solutions and delivering resultsEnsure the accuracy and relevance of the team's deliverables through frequent peer-reviews and pair-programming sessionsLOCATIONSan Francisco, CA, USAFULL TIME/PART TIMEFull time Current LS&Co Employees, apply via your Workday account.Show moreShow less 
",Not Applicable,Full-time,"Engineering, Information Technology","Apparel & Fashion, Design, Retail",Research Intern,"San Francisco, California"
Novome Biotechnologies,"South San Francisco, CA","Research Assistant - Student, Weekends (Future)",2020-07-27,https://www.linkedin.com/jobs/view/research-assistant-student-weekends-future-at-novome-biotechnologies-2002908871?refId=1558d450-67f1-4c52-a4b7-86e5d11f5fc4&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,"Thank you for your interest in our Research Assistant - Student, Weekends position! We are not currently hiring for this role, but would love to connect with you so that we can reach out when it opens again in the future. Please apply here, and if you are a potential fit we will get in touch when there is an opening.Research Assistant (Student, Weekends)Novome is building genetically engineered microbial medicines (GEMMs) that perform defined activities in the human gut to treat chronic diseases. We’ve developed the first platform for controlled colonization of the gut with engineered therapeutic bacteria. Our recent $33M Series A funding will bring our lead program in hyperoxaluria into the clinic and expand our platform to additional disease areas.We are seeking a part-time Student Research Assistant to join our dynamic strain engineering team and cover weekend activities, building bacteria with novel genetic pathways. Student Research Assistants will be responsible for assisting full-time Research Associates in translating sophisticated DNA designs into therapeutic bacterial strains for further downstream testing in in vitro assays and in vivo models, utilizing our high-throughput, modular cloning pipeline. They will work on a highly collaborative team to ensure continuity of our production pipeline over the weekend, making strains that address all therapeutic areas of interest at the company, as well as strains that contribute to expansion of our foundational platform technology. Student Research Assistants will work alongside experts in synthetic biology, metabolic engineering, gut microbiota, and various disease areas in a collaborative, transparent environment.ResponsibilitiesPerforming all strain engineering activity on Saturdays and Sundays, including:Picking bacterial colonies for growth in liquid mediaPreparation of plasmid DNA and analyzing Sanger sequencing dataCryogenic storage of bacterial strainsRunning in vitro assays and delivering dataCloning and screening unique DNA constructsPerforming Next Gen sequencing on new bacterial strainsContributing to laboratory support functions as neededUsing our Electronic Lab Notebook system to keep detailed recordsMeeting with team on Fridays to discuss work plan for weekendKey QualificationsCurrently a Masters or Bachelor’s Degree studentStrong history of college-level biology courseworkExperience in college-level laboratory courses, microbiology lab preferredProficiency in Microsoft ExcelExceptional attention to detailExcellent communication skillsHigh standards for the quality of their workOpenness to giving and receiving critical feedback Novome Biotechnologies, Inc. is an equal opportunity employer and all qualified applicants will receive consideration without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or any other characteristic protected by law.Powered by JazzHRl0FUqmvK3DShow moreShow less 
",Internship,Part-time,"Education, Training","Research, Biotechnology, Pharmaceuticals",Research Intern,"San Francisco, California"
