company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
"Precision Solutions, LLC","Honolulu, HI, US",Data Science Machine Learning Lead (HI),2019-01-07,"On our team, you’ll have the opportunity to accelerate innovation in artificial intelligence by working with the military to develop ...",https://www.linkedin.com/jobs/view/data-science-machine-learning-lead-hi-at-precision-solutions-llc-1056884099?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Precision Solutions, LLCHonolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
"OneinaMil, LLC","Honolulu, HI, US",Data Science Machine Learning Lead,2019-07-28,"Our client is looking for an experienced data scientist, machine learning engineer, or artificial intelligence specialist who knows how ...",https://www.linkedin.com/jobs/view/data-science-machine-learning-lead-at-oneinamil-llc-1400982072?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"OneinaMil, LLCHonolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Knowesis Inc.,"Honolulu, HI, US",Data Scientist I,2019-04-28,Knowesis is looking for personnel to support the United States Special Operations Command Preservation of the Force and Family (USSOCOM ...,https://www.linkedin.com/jobs/view/data-scientist-i-at-knowesis-inc-1285462091?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Knowesis Inc.Honolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Hospital & Health Care"
"Precision Solutions, Inc.","Honolulu, HI, US",Data Science Machine Learning Lead (HI),2019-06-21,"On our team, you’ll have the opportunity to accelerate innovation in artificial intelligence by working with the military to develop ...",https://www.linkedin.com/jobs/view/data-science-machine-learning-lead-hi-at-precision-solutions-inc-1374565178?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Precision Solutions, Inc.Honolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
ClearanceJobs,"Honolulu, HI, US",Data Science Machine Learning Lead with Security Clearance,2019-07-16,"We're looking for you, a data scientist, machine learning engineer, or artificial intelligence specialist who knows how to step back and ...",https://www.linkedin.com/jobs/view/data-science-machine-learning-lead-with-security-clearance-at-clearancejobs-1380511938?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearanceJobsHonolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology",Defense & Space
ClearedJobs.Net,"Honolulu, HI, US",Data Science Machine Learning Lead,2019-07-03,"We’re looking for you, a data scientist, machine learning engineer, or artificial intelligence specialist who knows how to step back and...",https://www.linkedin.com/jobs/view/data-science-machine-learning-lead-at-clearedjobs-net-1399580671?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearedJobs.NetHonolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Telecommunications"
Booz Allen Hamilton,"Honolulu, HI, US",Data Science Machine Learning Lead,2019-06-21,"We’re looking for you, a data scientist, machine learning engineer, or artificial intelligence specialist who knows how to step back and...",https://www.linkedin.com/jobs/view/data-science-machine-learning-lead-at-booz-allen-hamilton-1360045022?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Booz Allen HamiltonHonolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
ClearedJobs.Net,"Honolulu, HI, US","Data Scientist, Senior",2019-07-04,"Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you know the answers are in ...",https://www.linkedin.com/jobs/view/data-scientist-senior-at-clearedjobs-net-1401671958?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearedJobs.NetHonolulu, HI, US 
",Associate,Full-time,Other,"Information Technology and Services, Defense & Space, Telecommunications"
ClearanceJobs,"Honolulu, HI, US",Data Scientist with Security Clearance,2019-07-18,"Participation in partnerships with data science leaders, like our work with NVIDIA to deliver Deep Learning Institute (DLI) training to ...",https://www.linkedin.com/jobs/view/data-scientist-with-security-clearance-at-clearancejobs-1397143510?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearanceJobsHonolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology",Defense & Space
"MacAulay-Brown, Inc. (MacB), an Alion company","Honolulu, HI, US",Systems Engineer Principal - 26721,2019-06-27,"Alion is seeking a Systems Engineer in support of PACFLT operations on Oahu and Kauai, Hawaii. Two (2) years of specific experience with ...",https://www.linkedin.com/jobs/view/systems-engineer-principal-26721-at-macaulay-brown-inc-macb-an-alion-company-1380250031?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MacAulay-Brown, Inc. (MacB), an Alion companyHonolulu, HI, US 
",Entry level,Full-time,Information Technology,Defense & Space
Alion Science and Technology,"Honolulu, HI, US",Systems Engineer Principal - 26721,2019-06-02,"Alion is seeking a Systems Engineer in support of PACFLT operations on Oahu and Kauai, Hawaii. Advises the program manager on challenging...",https://www.linkedin.com/jobs/view/systems-engineer-principal-26721-at-alion-science-and-technology-1345649336?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Alion Science and TechnologyHonolulu, HI, US 
",Entry level,Full-time,Information Technology,Defense & Space
AT&T,"Honolulu, HI, US",Cybersecurity Analyst (Government),2019-07-09,"Demonstrated hands on experience with various static and dynamic malware analysis tools. Command Line Scripting skills (PERL, Python, ...",https://www.linkedin.com/jobs/view/cybersecurity-analyst-government-at-at-t-1367862431?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AT&THonolulu, HI, US 
",Not Applicable,Full-time,Other,"Wireless, Information Technology and Services, Telecommunications"
Research Innovations Incorporated,"Honolulu, HI, US",Machine Learning Engineer,2019-06-09,"What You Will Be Doing. What You Have Done. Our team is currently seeking a Big Data Engineer to work at INDOPACOM. If you are a sharp, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-research-innovations-incorporated-1354597373?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Research Innovations IncorporatedHonolulu, HI, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
Subsidium,"Honolulu, HI, US",Shore Network Engineer - Sr. (Network/Linux - Sharkcage),2019-07-01,"Total 8 years in related C4I networking required, with recent experience with DoD Information Assurance/CND systems and policies and ...",https://www.linkedin.com/jobs/view/shore-network-engineer-sr-network-linux-sharkcage-at-subsidium-1359494469?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SubsidiumHonolulu, HI, US 
",Associate,Full-time,Information Technology,"Information Technology and Services, Defense & Space, Management Consulting"
LaunchPointPEO (A division of Subsidium Inc.),"Honolulu, HI, US",Shore Network Engineer - Sr. (Network/Linux - Sharkcage),2019-06-25,"Total 8 years in related C4I networking required, with recent experience with DoD Information Assurance/CND systems and policies and ...",https://www.linkedin.com/jobs/view/shore-network-engineer-sr-network-linux-sharkcage-at-launchpointpeo-a-division-of-subsidium-inc-1335406554?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"LaunchPointPEO (A division of Subsidium Inc.)Honolulu, HI, US 
",Associate,Full-time,Information Technology,"Information Technology and Services, Defense & Space, Management Consulting"
US Army Corps of Engineers,"Fort Shafter, HI, US",Interdisciplinary,2019-04-28,"To compute the percentage of the requirements, divide your total months of experience by 12. Then divide the total number of completed ...",https://www.linkedin.com/jobs/view/interdisciplinary-at-us-army-corps-of-engineers-1285749291?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"US Army Corps of EngineersFort Shafter, HI, US 
",Not Applicable,Contract,Other,"Construction, Government Administration, Financial Services"
YMS,"Honolulu, HI, US",BGP Network Engineer with exciting tech focused company. CCIE required.,2019-05-29,"Engineers work as a collaborative (remote) team with other super smart engineers sharing knowledge, experience, and design ideas to help ...",https://www.linkedin.com/jobs/view/bgp-network-engineer-with-exciting-tech-focused-company-ccie-required-at-yms-1339479446?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"YMSHonolulu, HI, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Vectrus,"Honolulu, HI, US",FSET Shore Network Engineer - Sr. (Network/Linux - Sharkcage),2019-04-07,"Total 8 years in related C4I networking required, with recent experience with DoD Information Assurance/CND systems and policies and ...",https://www.linkedin.com/jobs/view/fset-shore-network-engineer-sr-network-linux-sharkcage-at-vectrus-1249438867?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VectrusHonolulu, HI, US 
",Associate,Full-time,Information Technology,"Construction, Information Technology and Services, Defense & Space"
Research Innovations Incorporated,"Honolulu, HI, US",Innovative AI/ML Technical Lead,2019-07-04,What You Will Be Doing. What You Have Done. We're looking for a motivated and entrepreneurial Technical Lead to work at INDOPACOM on our ...,https://www.linkedin.com/jobs/view/innovative-ai-ml-technical-lead-at-research-innovations-incorporated-1354596918?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Research Innovations IncorporatedHonolulu, HI, US 
",Not Applicable,Full-time,Other,"Information Technology and Services, Defense & Space, Computer Software"
ClearanceJobs,"Wahiawā, HI, US",Shore Network Engineer with Security Clearance,2019-07-18,"Total 8 years in related C4I networking required, with recent experience with DoD Information Assurance/CND systems and policies and ...",https://www.linkedin.com/jobs/view/shore-network-engineer-with-security-clearance-at-clearancejobs-1380542191?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearanceJobsWahiawā, HI, US 
",Entry level,Full-time,Information Technology,Defense & Space
