company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Capital Search Group,"Fairfax, VA, US",Business Analyst,2019-07-25,You should have strong communication skills — this is a position that will interact with individuals across the company. Having ...,https://www.linkedin.com/jobs/view/business-analyst-at-capital-search-group-1393299088?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Capital Search GroupFairfax, VA, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Associate,Full-time,"Business Development, Sales",Accounting
Bradford & Galt,Greater St. Louis Area,Business Analyst,2019-07-17,"3-5 years IT-related experience, such as Business Analysis, Data Analysis, etc. Intermediate Excel skills, Intermediate SQL skills. Basic...",https://www.linkedin.com/jobs/view/business-analyst-at-bradford-galt-1357090376?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Bradford & GaltGreater St. Louis Area 
 
",Mid-Senior level,Full-time,Information Technology,Information Technology and Services
Mitchell Martin Inc.,"Charlotte, North Carolina",Business Analyst,2019-07-15,"Ideal candidate should have: Looking for Business Analyst for a top financial client in Charlotte, NC. 5-7 years’ experience in business...",https://www.linkedin.com/jobs/view/business-analyst-at-mitchell-martin-inc-1333860230?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Mitchell Martin Inc.Charlotte, North Carolina 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Looking for Business Analyst for a top financial client in Charlotte, NC  
  
 
Pay Rate: $60/hour  
W2 Preferred  
12 months contract (projected to extend to 24 months)  This person will be managing sprints, iteration in areas of UX/UI, application architecture, etc. and will provide project-based support for IT Development and quality assurance. Should have exp in enterprise type projects, some Project management,  
   
Ideal candidate should have:  
  
  
If you are considering new opportunities APPLY NOW!! 
",Mid-Senior level,Contract,"Information Technology, Business Development",Financial Services
The Fedcap Group,"Raleigh, North Carolina",Business Analyst,2019-07-12,Robust qualitative and quantitative analysis skills with experience managing outcome-oriented strategies. This position will work within ...,https://www.linkedin.com/jobs/view/business-analyst-at-the-fedcap-group-1369420726?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The Fedcap GroupRaleigh, North Carolina 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Position Summary:  
  
Single Stop is seeking a full-time Business Analyst to support research, innovation, and product development projects through data analysis, site evaluation, and market analysis. This position will work within the research and innovation team to support all Single Stop's evaluation efforts, seeking to answer critical questions about the organization's efficacy and potential for impact. This will include implementation of strategic goals that will inform all Single Stop teams as they pursue excellence in the field of benefits access and education. This position partners closely with Single Stop's Data Analyst and Policy and Research Specialist and is a direct report to the Director of Research and Innovation.  
  
Essential Job Functions:  
Requirements:  
   
  
",Associate,Full-time,Analyst,"Nonprofit Organization Management, Public Policy"
Cognizant,"Hartford, CT, US",Business Analyst,2019-07-28,"Should have a very good experience in Accounts Receivable, Insurance Calling and complete RCM processes like Payments, Credit balances, ...",https://www.linkedin.com/jobs/view/business-analyst-at-cognizant-1351560374?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CognizantHartford, CT, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Management Consulting"
DISYS,"Phoenix, Arizona Area",Business Analyst,2019-08-01,This is a 1 year contract for a business systems analyst with experience in infrastruture cloud migration projects. Preferred is ...,https://www.linkedin.com/jobs/view/business-analyst-at-disys-1406392831?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DISYSPhoenix, Arizona Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
This is a 1 year contract for a business systems analyst with experience in infrastruture cloud migration projects.  Preferred is experience with AWS and iSeries. 
",Mid-Senior level,Contract,Information Technology,Information Technology and Services
Journal Technologies,Greater Denver Area,Business Analyst,2019-07-26,"Journal Technologies is seeking candidates for software implementations, business analysis, testing, and building of external client ...",https://www.linkedin.com/jobs/view/business-analyst-at-journal-technologies-1380883295?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Journal TechnologiesGreater Denver Area 
 
Journal Technologies is seeking candidates for software implementations, business analysis, testing, and building of external client relationships. Responsibilities include, but are not limited to, requirements gathering, documentation, business process reengineering, application configuration, end-user training, user support, system implementation and system testing. Applicants will be responsible for functional requirements specifications, process mapping, production and maintenance of documentation, application configuration, and training of end users and administrative users. Travel and on-site presence at customer sites is required.  
Qualifications / Requirements  
",Mid-Senior level,Full-time,"Engineering, Information Technology, Consulting","Computer Software, Information Technology and Services"
Reply,Greater Detroit Area,Business Analyst,2019-07-18,Reply Inc. is looking for a Business Analyst with a focus on gathering business requirements and understanding software systems. ...,https://www.linkedin.com/jobs/view/business-analyst-at-reply-1335927047?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ReplyGreater Detroit Area 
Reply Inc. is looking for a Business Analyst with a focus on gathering business requirements and understanding software systems. The candidate will work in a dynamic and highly skilled team both local and offshore (Europe) teams. Position is located at our office in Auburn Hills, MI.  
  
Required Experience  
   
  
  Reply Benefits:  
  
",Mid-Senior level,Full-time,"Consulting, Information Technology",Information Technology and Services
SocketLabs,"Aston, Pennsylvania",Business Analyst,2019-07-31,"Competitive salary based on experience ($70,000 - $80,000 yearly) QA experience involved in manual and/or automated testing. Must have ...",https://www.linkedin.com/jobs/view/business-analyst-at-socketlabs-1366666537?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SocketLabsAston, Pennsylvania 
The Business Analyst acts as the key interface between business units and engineering. Providing support for the development of functional requirements, testing, and implementation of applications, the Business Analyst will participate in the quality assurance process following procedures to ensure that all products and services meet company standards and requirements. 
 
Core Responsibilities: 
 
Qualifications & Required experience: 
 
Our Company 
SocketLabs is a fast-growing global SaaS email infrastructure company located in southeastern PA and serving the world for over 12 years. Our environment is one of respect and appreciation for all team members, one which energizes and encourages employees to reach their full potential. If you become a part of our team, you’ll soon see why our employees describe the company culture as “friendly, professional, and progressive.” We offer full benefits with flex hours, and the chance to learn in a stimulating, collaborative setting while staying on the cutting edge of technology. Our contemporary, modern offices are located just 20 minutes south of Philadelphia. 
 
The Offer 
",Associate,Full-time,"Information Technology, Business Development",Computer Software
Cognate Inc.,"Milpitas, CA, US",Business Analyst,2019-07-24,We are looking for candidates for the following direct client position. Experience Required: Entry Level (0 -2 years) You will be an ...,https://www.linkedin.com/jobs/view/business-analyst-at-cognate-inc-1391797182?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cognate Inc.Milpitas, CA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Staffing and Recruiting"
Cortland Capital Market Services LLC,"Chicago, Illinois",Business Analyst,2019-07-26,"Cortland* Part of Alter Domus Group is currently seeking a new Business Analyst to join our Technology team at our Chicago, IL, office. ...",https://www.linkedin.com/jobs/view/business-analyst-at-cortland-capital-market-services-llc-1256993051?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cortland Capital Market Services LLCChicago, Illinois 
 
Cortland* Part of Alter Domus Group is currently seeking a new Business Analyst to join our Technology team at our Chicago, IL, office.    
   
JOB DESCRIPTION:   
   
   
YOUR PROFILE:   
   
",Mid-Senior level,Full-time,"Finance, Accounting/Auditing, Information Technology","Financial Services, Accounting, Capital Markets"
WW (formerly Weight Watchers),"New York City, NY, US",Business Analyst,2019-07-26,"We do this through engaging digital experiences, face-to-face workshops and sustainable programs that encourage people to move more, ...",https://www.linkedin.com/jobs/view/business-analyst-at-ww-formerly-weight-watchers-1348473882?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"WW (formerly Weight Watchers)New York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Health, Wellness and Fitness"
System One,"Tampa/St. Petersburg, Florida Area",Business Analyst,2019-07-23,6.             Effective time management skills and the ability to work on multiple tasks and projects at the same time (multi-task...,https://www.linkedin.com/jobs/view/business-analyst-at-system-one-1389491377?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"System OneTampa/St. Petersburg, Florida Area 
 
   
JOB SUMMARY:  
   
Responsible to serve as liaison between the IT Department and all business units. Help maintain good communication with the user community during all phases of the systems development life cycle of the project. Assist IT with requirement gathering and identifying business unit needs.  
   
ESSENTIAL FUNCTIONS:  
   
1.              Open and maintain lines of communication to monitor and improve business unit satisfaction with IT.  
2.              Provide IT support to end users.  
3.              Provide a single point of contact for business units into IT and act as a conduit between the two organizations.  
4.              Assist technical project team in establishing a timeline that IT and the business units can agree on.  
5.              Perform “requirements gathering” to help the IT development team have a good understanding of business unit needs.  
6.              Maintain an accurate project status at all times and keep business units informed on a regular basis. Project status will be maintained using MS Project or an equivalent tool.  
7.              Assist in the process of developing or improving IT procedures.  
8.              Acquire business analyst knowledge on assigned business units.  
9.              Document or oversee the documentation of application changes.  
10.           Perform quality assurance duties.  
11.           Third Party Software configuration and set up  
12.           Proficiency in one or more of the following skills:  
·       Software development  
·       Hardware support  
·       Project management  
·       Business information analysis  
   
   
KNOWLEDGE AND SKILLS:  
   
1.              Bachelor Degree.  
2.              Basic knowledge of MS Office tools (Word, Excel, PowerPoint)  
3.              Ability to read, analyze, and interpret documents, instructions, and policy manuals.  
4.              Ability to communicate effectively with management, and personnel through oral or written communication; assimilate information and make decisions; work under pressure in a detailed, organized manner.  
5.              Strong interpersonal skills, ability to establish good working relationships with all business units.  
6.              Effective time management skills and the ability to work on multiple tasks and projects at the same time (multi-task).  
7.              General project management skills. 
",Mid-Senior level,Contract,Information Technology,"Staffing and Recruiting, Furniture"
TASC LLC,"Eatontown, New Jersey",Business Analyst,2019-07-26,"Experience with “big box” retail stores (Walmart, Home Depot, Costco, Canadian Tire, etc.) 2+ years of experience (background in ...",https://www.linkedin.com/jobs/view/business-analyst-at-tasc-llc-1380872582?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TASC LLCEatontown, New Jersey 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
About TASC 
TASC is a growing and innovative national chain store supplier of packaged flower bulbs in North America. Started from scratch, TASC products are currently available in more than 2.000 stores. Examples of customers are: Wallmart, Costco and Home Depot. 
  
Our roots are in the home country of flower bulbs: the Netherlands. We have a unique purchasing network and manufacturing process. 
Our Head office with 3FTE is based in New Jersey, USA. Purchasing, Marketing, Product Development, Quality Control are based in the Netherlands (3FTE). 
  
TASC’s added value is: 
  
What is our mission? 
To be a leader in the worldwide changing retail environment. 
We produce our orders where the business is. We pay for what we use and this method of production creates great cost savings. We have very few full time employees. We hire expert help where and when needed to save on labor and overhead. 
  
In our business model we have very low or no cost if we do not have orders. What we do with our cost savings? We offer the consumer better varieties, varieties they want to buy and better quality bulbs. We do improve our chance for repeat business by exceeding the consumer’s expectation. 
  
The position: The core of the position is analyzing the company’s programs at big box retailers to strategize and implement change that facilitates future growth. As a seasonal business, our day-to-day is different every day! You’ll get to: 
 
﻿THE POSITION IS FOR YOU IF: 
You’re good at: 
You enjoy solving problems:  You thrive on taking difficult challenges and finding creative solutions.  You don’t get flustered easily – it’s ok to not know the answer immediately because you’ll dig until you find a way to reach a logical solution. 
You are up for a challenge:  You are motivated and driven.  Continued growth depends on creativeness, suggesting new ideas without being prompted and the willingness to volunteer to take on new projects. 
You think on your feet:  Not everything goes exactly the way it was planned, so while you did your best to come up with the optimal solution, you are ready to react when new obstacles arise. You analyze where things went wrong so it can be avoided in the future.  
You believe that working smart is just as important as working hard:  You believe in finding efficient ways to reach goals. If there are tools and technology that will facilitate your work, you will not only seek them out, but also learn how to implement and use them in your day-to-day flow. 
You don’t overlook the details: As far as you are concerned, the details are where the success or failure of a project is determined. 
Awesome additions:  
Are you up for the challenge? If this sounds like you, then we think you are!   
",Mid-Senior level,Full-time,"Business Development, Analyst, Finance",Import and Export
"Cardinal Financial Company, Limited Partnership","Charlotte, North Carolina Area",Business Analyst,2019-07-22,"What You Will Do: We are currently looking for an energetic, hardworking, and detail oriented team member for the position of Business ...",https://www.linkedin.com/jobs/view/business-analyst-at-cardinal-financial-company-limited-partnership-1345808076?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cardinal Financial Company, Limited PartnershipCharlotte, North Carolina Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
Who We Are:  
Cardinal Financial is a nationwide direct mortgage lender whose mission is to prove that homeownership is possible for everyone. By bringing an open-minded approach to an often closed-minded industry, we're able to embrace every unique financial situation differently in order to craft the best possible loans for our borrowers. We pride ourselves on providing excellent service backed by our groundbreaking technology, and these two components of our process come together to complete a simple, personalized mortgage experience. But it all starts with our people.  
We believe that no matter where you fit in our organization—Sales, Human Resources, Information Technology, or even re-stocking the break rooms with endless coffee supplies—everyone can influence the experience that we provide to our customers and our partners. We tell our customers and our partners that anything can be reimagined. So why not your career? Looking to join a company that values its people, innovates and expands on its proprietary technology, and is growing at a ridiculous rate?! Apply below!  
We are currently looking for an energetic, hardworking, and detail oriented team member for the position of Business Analyst on the Secondary Marketing Lock Desk.  The Business Analyst will be responsible for day to day management of locking mortgage loan rates as a part of our mortgage operation.  As a Business Analyst, your primary responsibilities will be to accurately register and record rate lock information, understand and relay investor policies and to thoroughly comprehend and convey the pricing for all mortgage products while maintaining a customer service focus in an extremely fast, multi-tasking, and deadline driven environment.  
",Associate,Full-time,"Finance, Accounting/Auditing, Analyst","Banking, Financial Services, Real Estate"
Top Prospect Group,"Tarrytown, New York",Business Analyst,2019-07-30,"Top Prospect Group is seeking a Business Analyst with a background in Web/Marketing for a client located in Tarrytown, NY. Be dynamic and...",https://www.linkedin.com/jobs/view/business-analyst-at-top-prospect-group-1351597358?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Top Prospect GroupTarrytown, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Top Prospect Group is seeking a Business Analyst with a background in Web/Marketing for a client located in Tarrytown, NY.  This is a rapidly growing company and as always, we are speaking directly to the Executive team.     
Responsibilities  
  
  
Qualifications  
  
",Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting
