company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Kespry,"Menlo Park, California",Machine Learning Engineer,2019-07-30,A strong candidate will have experience in applying deep learning to solve visual problems which includes but not limited to; ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-kespry-1391626498?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"KespryMenlo Park, California 
Ready to elevate your career? Join Kespry’s team dedicated to transforming industrial work through its game-changing aerial intelligence platform. We’re reinventing how organizations capture, analyze and share insights about their businesses, providing the information they need to accelerate operations. Kespry’s seamlessly-integrated platform, including drone data capture and industry-specific analytics, solves critical problems for the aggregates, construction, insurance, and mining sectors. Kespry serves customers across North America, Europe and Australia, including John Deere, Hancock Claims Consultants, Catastrophe Response Unit (CRU), Lehigh Hanson/Heidelberg, and Colas USA.  
Job Description:  
As a member of the Machine Learning team you will build an end-to-end machine learning solutions to tackle various visual problems and ship them to the Kespry cloud platform. You will deal with different forms of visual data; images and videos that are taken from various resources; drones, phones, rovers, satellite..etc,. A strong candidate will have experience in applying deep learning to solve visual problems which includes but not limited to; classification, detection, and segmentation using one of the mainstream deep learning libraries; Tensorflow, Keras, PyTorch. In addition to that, strong candidate is expected to have good exposure to ML cloud solutions such as AWS and Azure.  
Roles & Responsibilities:  
Collect, analyze, clean, and build training/testing data for various visual tasks  
Train ML/DL models locally or in the cloud to perform visual recognition tasks; classification, segmentation, and detection  
Evaluate models, visualize experiments, and report results for easier decision making  
Conduct error analysis and present the findings clearly  
Write production quality code to serve ML/DL models in real time or batch using cloud-based solution; AWS, Azure.  
Develop and apply state-of-the-art deep learning models for visual tasks.  
Skills and qualifications:  
B.Sc. or MS in Computer Science or other related field, with a focus in Computer Vision  
Proficiency in Python with strong engineering practices  
Experience with one or more deep learning frameworks; TensorFlow, Keras, PyTorch  
Experience with computer vision library; OpenCV  
Experience with data science tools; numpy, scipy, matplotlib, scikit-learn, jupyter notebooks  
Familiarity with ML Cloud solutions; AWS SageMaker, Azure MLOps workspace 
",Associate,Full-time,Engineering,Computer Software
PayPal,"San Jose, CA, US",Machine Learning Engineer,2019-07-25,"Experience in object oriented programming (Python and Scala is a plus) Available in more than 200 markets around the world, the PayPal ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-paypal-1377901517?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PayPalSan Jose, CA, US 
",Not Applicable,Full-time,"Engineering, Information Technology","Computer Software, Financial Services, Internet"
Harnham,Greater Boston Area,Senior Machine Learning Engineer,2019-08-01,YOUR SKILLS & EXPERIENCE. Their mission is to create products to help employers create the best work workplace environment for employees.,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-harnham-1406394065?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HarnhamGreater Boston Area 
Senior Machine Learning Engineer  
Boston Massachusetts  
Target Comp: USD $155,000  
THE COMPANY  
Are you someone who is experienced in building recommendation systems? Have you have successfully completed the process of building classification and regression models from start through production? Harnham are partnered with a cutting-edge mental wellness company. Their mission is to create products to help employers create the best work workplace environment for employees.  
THE ROLE  
As Senior Machine Learning Engineer, you will be  
YOUR SKILLS & EXPERIENCE  
THE BENEFITS  
Target compensation of $155,000 as well as stock options with the company. End of year bonuses can be personal and company performance based. Working for a company that is passionate about so  
HOW TO APPLY:  
KEYWORDS Data Scientist| Machine Learning | Python | Recommendation Systems| Data Science | Driverless AI| Healthcare| Startups| Classification| Regression| Mental WellnessI  
  
",Mid-Senior level,Full-time,"Engineering, Health Care Provider, Research","Information Technology and Services, Health, Wellness and Fitness, Mental Health Care"
"Tinder, Inc.","Palo Alto, California",Lead Machine Learning Engineer,2019-07-31,"1+ years experience managing engineering teams, or tech lead with 4+ years experience and interested in manager role. Work on exciting ...",https://www.linkedin.com/jobs/view/lead-machine-learning-engineer-at-tinder-inc-1393475776?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Tinder, Inc.Palo Alto, California 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
In this role, you will:  
  
We're looking for:  
  
Bonus points if you have:  
  
As part of our team, you’ll enjoy:  
",Mid-Senior level,Full-time,Engineering,"Computer Software, Internet"
Clearwater Analytics,"Boise, Idaho Area",Machine Learning Engineer,2019-07-24,Clearwater is looking for talented individuals who thrive on solving problems and developing new skills. Desired Experience and Skills. ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-clearwater-analytics-1373399784?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Clearwater AnalyticsBoise, Idaho Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
DESCRIPTION  
The Innovation Center at Clearwater Analytics solves significant problems with new technology and techniques. The Innovation Center explores and uses machine learning, RPA, blockchain and any other technology that creates step-change for our clients, markets and employees. Clearwater’s system is used by some of the world’s largest technology firms, fixed income asset managers, and custodian banks. These firms rely on Clearwater’s ability to solve difficult, seemingly impossible problems. Clearwater’s Innovation is a key driver of those solutions.  
Clearwater is looking for talented individuals who thrive on solving problems and developing new skills. We offer a competitive compensation package, exposure to cutting-edge financial market issues & information, business casual workplace, beautiful surroundings and work-life balance.  
Responsibilities  
REQUIREMENTS  
Desired Experience and Skills  
",Mid-Senior level,Full-time,"Accounting/Auditing, Finance, Information Technology","Computer Software, Accounting, Financial Services"
"TRC Staffing Services, Inc.","Seattle, WA, US",Machine Learning Engineer,2019-07-22,"Deploying models to production Skills. The goal is to lead the processes from infrastructure config to data collection, cleaning, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-trc-staffing-services-inc-1387281914?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TRC Staffing Services, Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Staffing and Recruiting, Financial Services"
Tulip Interfaces,"Somerville, MA, US",Machine Learning Engineer,2019-07-24,We’re looking for a bright Machine Learning Engineer to join our team of machine learning experts. Experience with deep & machine ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-tulip-interfaces-1391376310?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Tulip InterfacesSomerville, MA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Apple,"Cupertino, CA, US",Machine Learning Engineer,2019-07-27,We are looking for a machine learning engineer who is passionate about designing and writing optimized ML software for Apple's best in ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-apple-1385167219?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AppleCupertino, CA, US 
",Not Applicable,Full-time,"Engineering, Information Technology",Consumer Electronics
"phData, Inc.",Greater Minneapolis-St. Paul Area,Machine Learning Engineer,2019-07-25,Excellent communication skills; previous experience working with internal or external customers. Hands-on experience in one or more big ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-phdata-inc-1394343306?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"phData, Inc.Greater Minneapolis-St. Paul Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Machine Learning Engineer  -  Hands-on Engineer   
  
Note: This is a hands-on engineering position.  Must have proven experience with Spark and Scala developing pipelines for Machine Learning applications.   
  
At phData, our proven success has skyrocketed the demand for our services, resulting in quality growth and an expanded presence at our company headquarters conveniently located in Downtown Minneapolis (Fueled Collective).  
  
As the world’s largest pure-play Big Data, Machine Learning and Data Science services firm, our team includes Apache committers, Machine Learning experts and the most knowledgeable Scala development team in the industry. phData has earned the trust of customers by demonstrating our mastery of Big Data and Machine Learning services and our commitment to excellence.  
  
 In addition to a phenomenal growth and learning opportunity, we offer competitive compensation and excellent perks including base salary, annual bonus, extensive training, paid certifications - in addition to very generous PTO and a long term incentive plan for employees.     
  
As a hands-on Machine Learning Engineer, your responsibilities include:   
Qualifications  
  
Keywords: Hive, Apache Spark, Java, Apache Kafka, Big Data, Spark, Solution Architecture, Cloudera, Apache Pig, Hadoop, NoSQL, Cloudera Impala, Scala, Python, Data Engineering, Big Data Analytics, Large Scale Data Analysis, ETL, Linux, Kudu, Pandas, TensorFlow, h2o, R, Keras, PyTorch, scikit-learn, Machine Learning, Machine Learning Engineering, Data Science, PySpark, NLP 
",Mid-Senior level,Full-time,"Information Technology, Consulting","Information Technology and Services, Information Services"
Cerity,"Austin, TX, US",Machine Learning Engineer,2019-07-23,"To do this job successfully, you will have needed prior work experience deploying ML/DL/RL algorithms into a production environment. ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-cerity-1390061324?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CerityAustin, TX, US 
",Entry level,Full-time,"Engineering, Information Technology",Insurance
Porch,"Seattle, WA, US",Machine Learning Engineer,2019-07-06,"What You Will Do. You should have extensive experience with building scalable software, debugging complex parallel systems, and ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-porch-1379011836?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PorchSeattle, WA, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Consumer Services, Real Estate"
Mathway,"Center Valley, PA, US",Machine Learning Engineer,2019-07-18,"We are always seeking highly motivated and talented individuals to help us create, test, and market technology that solves problems for ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-mathway-1378633031?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MathwayCenter Valley, PA, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Govini,"Pittsburgh, PA, US",Machine Learning Engineer,2019-05-31,We are seeking an experienced Machine Learning Engineer to join our team to build cutting-edge machine learning technologies that will ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-govini-1341863889?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoviniPittsburgh, PA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Toyota Research Institute,"Los Altos, CA, US",Machine Learning Engineer,2019-04-28,We’re continually searching for the world’s best talent ‒ people who are ready to define the new world of mobility with us! Our ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-toyota-research-institute-1282359829?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Toyota Research InstituteLos Altos, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Research"
Zendesk,"San Francisco, CA, US",Machine Learning Engineer,2019-07-23,We are looking for an experienced Machine Learning Engineer to help data scientists productionize machine learning models while helping ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-zendesk-1389556024?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ZendeskSan Francisco, CA, US 
",Not Applicable,Full-time,"Engineering, Information Technology","Computer Software, Information Technology and Services"
Explore Group,"New York, New York",Machine Learning Engineer,2019-07-22,They are now looking for an experienced Data Engineer to help lead their efforts. The ideal candidate has 5+ years of data/backend ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-explore-group-1327209269?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Explore GroupNew York, New York 
My client is a lifestyle, fitness, & health company that has been recognized as the first of its kind.  Their accomplishments have come by way of leveraging innovation & technology to restore individuals to their peak energy levels. Backed by leading investors, it was recently named one of the Most Innovative Companies in Consumer Electronics.  They are now looking for an experienced Data Engineer to help lead their efforts.  
This individual will have solid involvement in running data engineering systems and work at a high capacity to assemble Machine Learning fuelled features as well as pipelines, with cutting edge technology to generate a high volume of complex information which is gathered to increase general health amongst product users.  
The ideal candidate has 5+ years of data/backend engineering background working on systems of larger scale (particularly for ML pipelines, or eagerness in learning how to create them).  
   
  
Primary Responsibilities  
   
  
Requirements  
   
  
Bonus Skills  
   
  
This is a great opportunity to work with a company whose motive is to design products that are at the forefront of innovation, using cutting-edge technology to better the long-term and overall health of their consumers.  If interested, please apply with a resume for more information. 
",Mid-Senior level,Full-time,"Information Technology, Engineering, Analyst","Computer Software, Consumer Electronics, Information Technology and Services"
