company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Mendel Biological Solutions,"Hayward, CA, US",Data Scientist,2019-07-23,What You Will Need. The successful candidate will play a central role within this capability and will need to have excellent written & ...,https://www.linkedin.com/jobs/view/data-scientist-at-mendel-biological-solutions-1388127091?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Mendel Biological SolutionsHayward, CA, US 
",Entry level,Full-time,"Engineering, Information Technology",Human Resources
PayJoy,"San Francisco, CA, US",Data Scientist,2019-06-21,"You will not only possess all of these technical skills, but will also approach these data problems with humility and empathy for the ...",https://www.linkedin.com/jobs/view/data-scientist-at-payjoy-1336207165?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PayJoySan Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Internet, Financial Services"
PicsArt Inc.,"San Francisco, CA, US",Data Scientist,2019-06-21,"Minimum 5+ years of hands-on ""real world"" business experience preparing quantitative reports in technical or operational settings, ...",https://www.linkedin.com/jobs/view/data-scientist-at-picsart-inc-1331982462?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PicsArt Inc.San Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology",Computer Software
Roche,"South San Francisco, CA, US",Data Scientist,2019-06-06,"You will also need strong collaboration and communication skills, as well as an entrepreneurial mind-set, to transform RWD into valuable ...",https://www.linkedin.com/jobs/view/data-scientist-at-roche-1306463017?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"RocheSouth San Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology",Hospital & Health Care
Divvy Homes,"San Francisco, CA, US",Data Scientist,2019-05-28,"We’re looking for a Data Scientist to join our growing company. Bonus points for previous credit default modeling experience, risk ...",https://www.linkedin.com/jobs/view/data-scientist-at-divvy-homes-1333350241?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Divvy HomesSan Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Financial Services, Real Estate"
"Forethought Financial Group, Inc.","San Francisco, CA, US",Data Scientist,2019-05-01,"Founded by a team of Facebook, Dropbox, and LinkedIn alumni in 2017, our mission is to ""enable everyone to be a genius at their job"". ...",https://www.linkedin.com/jobs/view/data-scientist-at-forethought-financial-group-inc-1244350658?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Forethought Financial Group, Inc.San Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Russell Tobin,"San Francisco, CA, US",Data Scientist,2019-06-10,Excellent time management and organizational skills Strong attention to detail Ability to travel occasionally Bonus points for experience...,https://www.linkedin.com/jobs/view/data-scientist-at-russell-tobin-1309454287?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Russell TobinSan Francisco, CA, US 
",Entry level,Contract,Administrative,"Information Technology and Services, Computer Software, Financial Services"
AppleOne Employment Services,"Burlingame, CA, US",DATA SCIENTIST,2019-07-05,"We are looking for someone to lead and build out our Data Science Analytics team. Kind, willing, and curious 3+ years management ...",https://www.linkedin.com/jobs/view/data-scientist-at-appleone-employment-services-1355123437?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AppleOne Employment ServicesBurlingame, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Staffing and Recruiting, Financial Services"
INGENIA Talent,"San Francisco, CA, US",Data Scientist,2019-05-14,"You Might Also Have. The ideal candidate is skilled in a range of general data science, machine learning and other statistical approaches...",https://www.linkedin.com/jobs/view/data-scientist-at-ingenia-talent-1263001360?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"INGENIA TalentSan Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Personal Capital,"Redwood Shores, CA, US",Data Scientist,2019-04-17,"We're on a mission to transform financial lives through technology and people, providing both insight-driven advice with free financial ...",https://www.linkedin.com/jobs/view/data-scientist-at-personal-capital-1259615745?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Personal CapitalRedwood Shores, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Internet, Financial Services"
Coinbase,"San Francisco, CA, US",Data Scientist,2019-05-01,What We Look For In You. Experience in at least one programming language (e.g. Experience manipulating large amounts of structured and ...,https://www.linkedin.com/jobs/view/data-scientist-at-coinbase-1249009613?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CoinbaseSan Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
"Capstone Technology Resources, Inc. (Capstone)","San Francisco, California",Business Data Analyst,2019-07-22,Business /Data Analyst candidate should have sound working knowledge of Data Warehouse/ Mart concepts and experience in creating Business...,https://www.linkedin.com/jobs/view/business-data-analyst-at-capstone-technology-resources-inc-capstone-1368722913?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Capstone Technology Resources, Inc. (Capstone)San Francisco, California 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
Business /Data Analyst candidate should have sound working knowledge of Data Warehouse/ Mart concepts and experience in creating Business Requirements Documents for multiple projects and provide requirement and design related assistance to the development team. This position documents data flows, data mappings, performs data lineage analysis as required. Should have experience working with multiple systems, databases, document the changes for data requirements. Collaborate with business partners, technical partners, and representatives from other groups to understand and evaluate their requirements regarding data, and ensure their needs are met in a timely fashion.  
Roles and responsibilities:  
• Develops complex and clear technical solution requirements and specifications for assigned area(s) of responsibility. Articulates technology solutions and requirements to diverse internal/external stakeholders, integrating process, business rules, and data to meet business needs.  
• Data-driven, results-oriented with the ability to quickly analyze data and make decisions that drive performance.  
• Strong SQL and excel skills are required.  
• Doing ad-hoc analysis and presenting results in a clear manner  
• Understanding of Data Lineage, Source to target mapping is strongly needed.  
• Understand systems, data flows, and architecture to assist with the creation and/or standardization of technology solutions.  
• Data-driven, results-oriented with the ability to quickly analyze data and make decisions that drive performance.  
• Participate in meetings with users, project managers, and developers to automate, upgrade, or expand applications that accomplish business operations of assigned work unit(s).  
• Create, design, and format technical specification documentation including architecture diagrams, process flows, and other information or processes needed to describe required system changes for development, QA, and other internal customers.  
• Facilitating the general workflow and direct the project's day-to-day tasks to make sure all documentation is updated and complete.  
• Work closely with the team to make sure the projects are extremely organized.  
• Translate business requirement and collaborate development team in prototyping for further fine turn requirement.  
• Experience in writing Business Requirements, and Field Mapping documents for expose data elements for reporting purposes.  
• Working experience in projects which used HANA Data warehouse, Informatica, SAP Oracle DB.  
Required Qualification:  
• 4 to 7 years of Business Analysis experience  
• Proven experience liaising with business teams and working with business processes to fulfill customer needs in a timely and efficient manner  
• Must possess a business operations mindset to ensure the requisite process steps are followed to accomplish business tasks  
• Database knowledge and experience with database query tools and languages  
• Comfortable juggling multiple tasks and projects being able to multitask and manage time well.  
• Must demonstrate excellent problem solving and analytical skills to determine issues and resolutions, and must be organized  
• Must be able to work independently with various teams within the group, and prioritize tasks, and be able to raise issues appropriately for management action  
• Strong teamwork, communication, and presentation skills  
• Prior demonstrated experience with business analysis, requirements and data gathering  
• Demonstrated ability to work with multiple stakeholders on a high visibility project  
• Strong desire to elicit, simplify, organize and manage requirements  
Education Requirements:  
bachelor’s degree in computer science, Information Systems or related field  
Skills:  
• Experience with Agile projects is a plus  
• Experience preferred on projects involving these areas:  
• Digital  
• Data/Reporting  
• Business Intelligence, Enterprise Data Warehouse, ETL  
• SQL, Oracle or other  
• Business Analysis  
• Data Analysis  
• SQL/PL SQL  
• SAP HANA DW  
Strong team player in a flat-structured, highly-collaborative, agile environment is a must 
",Mid-Senior level,Contract,"Analyst, Information Technology","Computer Software, Information Technology and Services"
Clarify Health Solutions,"San Francisco, CA, US",Data Analyst,2019-07-20,"What We Are Looking For. Experience with clinical coding systems: ICD9/10 diagnosis codes, ICD9/10 procedure codes, CPT codes, revenue ...",https://www.linkedin.com/jobs/view/data-analyst-at-clarify-health-solutions-1382434494?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Clarify Health SolutionsSan Francisco, CA, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,Information Technology,Information Technology and Services
The Athletic,"San Francisco, CA, US","Data Analyst, Product",2019-07-27,"You should have robust knowledge of customer lifecycle, mobile app onboarding experiences, and channel analysis for a consumer ...",https://www.linkedin.com/jobs/view/data-analyst-product-at-the-athletic-1398412962?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The AthleticSan Francisco, CA, US 
",Associate,Full-time,"Business Development, Sales","Marketing and Advertising, Online Media, Internet"
Stella.ai,"San Francisco, CA, US",Data Scientist - People Analytics,2019-07-06,"The ideal candidate has an eye for detail, great communication, and a keenness for problem solving, as well as significant experience in ...",https://www.linkedin.com/jobs/view/data-scientist-people-analytics-at-stella-ai-1345722465?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Stella.aiSan Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Management Consulting"
Lyra Health,"Burlingame, CA, US",Data Analyst - Product,2019-06-02,We are looking for a data team member specialized in product analytics to partner with Lyra’s product and data science teams on analyses...,https://www.linkedin.com/jobs/view/data-analyst-product-at-lyra-health-1302304960?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Lyra HealthBurlingame, CA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
Mission Lane,"San Francisco, CA, US",Data Analyst,2019-07-05,Mission Lane is looking for a Data Analyst to join our team. This role is critical in our mission to leverage data as an asset by ...,https://www.linkedin.com/jobs/view/data-analyst-at-mission-lane-1356524888?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Mission LaneSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Financial Services"
Guideline,"San Mateo, CA, US",Data Analyst,2019-07-03,Guideline is looking for a Data Analyst to join the Data team. Excellent verbal and written communication skills to convey analytical ...,https://www.linkedin.com/jobs/view/data-analyst-at-guideline-1356524856?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GuidelineSan Mateo, CA, US 
",Entry level,Full-time,Information Technology,"Computer Software, Internet, Financial Services"
"University of California, San Francisco","San Francisco, CA, US","Data Analyst, GBHI",2019-06-23,"The mission of the Memory and Aging Center (MAC) is to provide the highest quality of care for individuals with cognitive problems, to ...",https://www.linkedin.com/jobs/view/data-analyst-gbhi-at-university-of-california-san-francisco-1345727166?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"University of California, San FranciscoSan Francisco, CA, US 
",Not Applicable,Full-time,Information Technology,Higher Education
6sense,"San Francisco, CA, US",Data Analyst,2019-06-07,"With the help of latest advancements in data science and our unique B2B web data access, our mission is to provide leading companies with...",https://www.linkedin.com/jobs/view/data-analyst-at-6sense-1344652780?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"6senseSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Internet"
Thunder Group Inc,"San Francisco, CA, US",Data Analyst,2019-05-19,"The ideal candidate will be eager to learn, and never afraid to ask questions. Previous experience with project and time management - ...",https://www.linkedin.com/jobs/view/data-analyst-at-thunder-group-inc-1323003431?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Thunder Group IncSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Internet"
Atomic,"San Francisco, CA, US",Data Analyst,2019-07-02,What You Will Do. We are looking for an experienced data analyst to join our team at one of our portfolio companies focused on a major ...,https://www.linkedin.com/jobs/view/data-analyst-at-atomic-1344624176?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AtomicSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,"Internet, Computer Software"
LendStreet Financial,"Oakland, CA, US",Data Analyst,2019-06-24,Yes our benefits are great but we hope you want to work at LendStreet because you believe in our mission and want to have a major role in...,https://www.linkedin.com/jobs/view/data-analyst-at-lendstreet-financial-1341030397?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"LendStreet FinancialOakland, CA, US 
",Entry level,Full-time,Information Technology,"Computer Software, Internet, Financial Services"
Wish,"San Francisco, CA, US",Data Analyst,2019-05-25,We’re looking for talented Data Analyst to continue to drive decisions company-wide through the use of statistical modeling and machine ...,https://www.linkedin.com/jobs/view/data-analyst-at-wish-1330657865?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"WishSan Francisco, CA, US 
",Not Applicable,Full-time,Information Technology,"Information Technology and Services, Computer Software, Internet"
Jam City,"San Francisco, CA, US",Data Analyst,2019-06-01,"Ideally 3+ years in an analyst/data scientist role at a mobile gaming company, or similar experience. We are looking for passionate & ...",https://www.linkedin.com/jobs/view/data-analyst-at-jam-city-1343765961?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jam CitySan Francisco, CA, US 
",Entry level,Full-time,Information Technology,"Computer Software, Internet, Computer Games"
Intellipro Group Inc,"San Francisco, CA, US",Data Analyst,2019-07-10,Problem-solving and analysis skills will be a must. Excellent verbal and written skills as well as comprehension. The analyst will need ...,https://www.linkedin.com/jobs/view/data-analyst-at-intellipro-group-inc-1366409197?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Intellipro Group IncSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Information Technology and Services, Computer Software"
Crunchbase,"San Francisco, CA, US",Data Analyst,2019-06-28,Crunchbase is looking for a Data Analyst to uncover product usage insights to drive better product roadmap decisions and improved UX design.,https://www.linkedin.com/jobs/view/data-analyst-at-crunchbase-1355922910?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CrunchbaseSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,Information Technology and Services
Nimble Group (Pty) Ltd,"Redwood City, CA, US",Data Analyst,2019-06-20,"At least 2 years of data science, business intelligence / consulting / investment banking or related experience. Excellent SQL skills, ...",https://www.linkedin.com/jobs/view/data-analyst-at-nimble-group-pty-ltd-1328870829?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Nimble Group (Pty) LtdRedwood City, CA, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Internet"
Premise Health,"San Francisco, CA, US",Data Analyst,2019-06-18,"What You Get To Do. Our diversity mirrors the global nature of our work: we've lived in 30 countries, speak 14 languages, and believe in ...",https://www.linkedin.com/jobs/view/data-analyst-at-premise-health-1327546136?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Premise HealthSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,Information Technology and Services
Swinerton,"Concord, CA, US",Data Analyst,2019-05-29,Minimum Skills Or Experience Requirements. Effective problem-solving ability and strong analytical skills; can see underlying or hidden ...,https://www.linkedin.com/jobs/view/data-analyst-at-swinerton-1316622911?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SwinertonConcord, CA, US 
",Entry level,Full-time,Information Technology,"Construction, Building Materials, Architecture & Planning"
Thistle,"San Francisco, CA, US",Data Analyst,2019-06-10,"We are looking for someone with a quantitative background who is deeply curious, highly analytical, and collaborative to identify key ...",https://www.linkedin.com/jobs/view/data-analyst-at-thistle-1309407548?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ThistleSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Food & Beverages, Internet"
Sundae | Homebuyers with Heart,"San Francisco, CA, US",Data Analyst,2019-05-25,Our ideal candidate loves using data to uncover new ways to help the business and is eager to take on a lot of responsibility. A ...,https://www.linkedin.com/jobs/view/data-analyst-at-sundae-homebuyers-with-heart-1285216398?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Sundae | Homebuyers with HeartSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,"Construction, Financial Services, Real Estate"
GoFundMe,"Redwood City, CA, US",Data Analyst,2019-06-17,Strong visualization skills and experience with BI tools (Tableau/Looker) The mission of the Data Analyst is to provide data insights ...,https://www.linkedin.com/jobs/view/data-analyst-at-gofundme-1321235975?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoFundMeRedwood City, CA, US 
",Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, Internet"
Human API,"San Mateo, CA, US",Data Analyst,2019-05-15,We're looking for independent thinkers who care deeply about the problems we're trying to solve. From jumping on customer calls and ...,https://www.linkedin.com/jobs/view/data-analyst-at-human-api-1266074873?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Human APISan Mateo, CA, US 
",Entry level,Full-time,Information Technology,"Information Technology and Services, Computer Software, Internet"
The Climate Corporation,"San Francisco, CA, US",Data Analyst,2019-06-21,"What You Will Do. We are looking for a candidate with a passion for data analysis. The environment is extremely engaging and fast-paced, ...",https://www.linkedin.com/jobs/view/data-analyst-at-the-climate-corporation-1332249338?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The Climate CorporationSan Francisco, CA, US 
",Not Applicable,Full-time,Information Technology,Computer Software
Faneuil Inc,"San Francisco, CA, US",Data Analyst,2019-07-26,"Under the general direction of the Express Lane Operations Manager, the Express Lane Data Analyst, is an analyst position primarily ...",https://www.linkedin.com/jobs/view/data-analyst-at-faneuil-inc-1397185282?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Faneuil IncSan Francisco, CA, US 
",Entry level,Full-time,Information Technology,Information Technology and Services
