company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Aptiv,"Agoura Hills, CA, US",Machine Learning Scientist,2019-06-27,"The advanced development group in Agoura Hills, California, that helped pioneer these systems, is looking for energetic, capable ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-aptiv-1332746664?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AptivAgoura Hills, CA, US 
",Not Applicable,Full-time,Other,"Automotive, Food Production, Mechanical or Industrial Engineering"
Revionics,"Austin, TX, US",Machine Learning Scientist,2019-07-29,The Machine Learning Scientist is responsible for designing and supporting Revionics’ analytical pricing software. Hands-on data ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-revionics-1401692227?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"RevionicsAustin, TX, US 
",Mid-Senior level,Full-time,Other,"Information Technology and Services, Computer Software, Retail"
"TRC Staffing Services, Inc.","Seattle, WA, US",Machine Learning Scientist,2019-07-22,"Prior work experience as a Data Scientist, BIE, Software or Data Engineer. A Machine Learning Scientist is needed to design and implement...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-trc-staffing-services-inc-1387284017?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TRC Staffing Services, Inc.Seattle, WA, US 
",Associate,Temporary,Other,"Construction, Staffing and Recruiting, Financial Services"
Lightmatter,"Boston, MA, US",Machine Learning Scientist,2019-07-06,"5+ years experience in artificial intelligence, machine learning, and neural networks; preferably with significant publication records. ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-lightmatter-1405391354?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"LightmatterBoston, MA, US 
",Associate,Full-time,Other,"Electrical/Electronic Manufacturing, Research, Semiconductors"
Samsung Electronics America,"Mountain View, CA, US",Machine Learning Scientist,2019-07-19,"Samsung Research America’s Data Science Innovation Lab is currently seeking a talented, competent, and highly motivated individual to ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-samsung-electronics-america-1323899714?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Samsung Electronics AmericaMountain View, CA, US 
",Associate,Full-time,Other,Consumer Electronics
Amazon Web Services (AWS),"Seattle, WA, US",Machine Learning Scientist,2019-07-10,Amazon AI is looking for world class scientists and engineers to join its AI Lab. Previous experience in a ML or data scientist role and ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-amazon-web-services-aws-954536454?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Amazon Web Services (AWS)Seattle, WA, US 
",Not Applicable,Full-time,"Research, Science, Engineering","Computer Software, Information Technology and Services, Internet"
Amazon,"Seattle, WA, US",Machine Learning Scientist,2019-07-28,"Our mission is to push the envelope in Automatic Speech Recognition (ASR), Natural Language Understanding (NLU), and Audio Signal ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-amazon-1239815243?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmazonSeattle, WA, US 
",Not Applicable,Full-time,"Research, Science, Engineering","Computer Software, Information Technology and Services, Internet"
eviCore healthcare,"Boston, Massachusetts",Machine Learning Scientist,2019-07-18,We are seeking highly creative experienced data scientists with exceptional skills who will complement our growing team. We're committed ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-evicore-healthcare-1380561563?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eviCore healthcareBoston, Massachusetts 
Are you a Machine Learning Data Scientist with at least 3 years of industry experience?    
  
Are you interested in being relocated to Boston MA to work and live in a hotbed of academic and innovative technology culture?  
   
At eviCore, a Cigna company, we are solving tough healthcare problems through data science, machine learning and natural language processing.  We're committed to making a  difference in healthcare and are looking for Machine Learning talent from all backgrounds, because diversity of thought solves problems!   We are seeking highly creative  experienced data scientists with exceptional skills who will complement our growing team. eviCore's Natural Language Processing (NLP) platform coupled with large proprietary healthcare datasets and strategic vision of transforming decision making in healthcare require a state of the art machine learning platform. As a Machine Learning (ML) data scientist, you will design, develop, and prototype machine learning and statistical analysis techniques to automate clinical decision making to extract insights at scale from structured and unstructured electronic health record data (EHR) and other healthcare data sources. Design and apply statistical techniques to evaluate and monitor the outcomes of automated clinical decision support at scale; Help evolve intelliPAth, eviCore's ML platform by combining input from clinicians and other domain experts with state of the art ML techniques; Build data driven software to translate data into intelligence and help transform the work of clinical decision support and a variety of strategic business problems in healthcare.; Assists business with causal inferences & observations providing data-driven business insights.  
   
Minimum Requirements:  
   
Who are you?  
   
Our Company and What We Offer  
eviCore healthcare is committed to making a positive impact on healthcare, and also making a positive impact on our employees. eviCore offers a variety of perks and benefits including, but not limited to:  
",Mid-Senior level,Full-time,Information Technology,"Hospital & Health Care, Insurance, Information Technology and Services"
Novateur Research Solutions,"20110 Ashbrook Pl, Ashburn, VA 20147, US",Machine Learning Scientist,2019-07-19,What We are Looking for: We are looking for Scientists and Mathematicians to join our research team and help us solve challenging ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-novateur-research-solutions-1381679639?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Novateur Research Solutions20110 Ashbrook Pl, Ashburn, VA 20147, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
  
As part of the Novateur Team, you will actively collaborate with world-renowned researchers in academia and industry to develop cutting-edge technologies for smart systems. You will have opportunities and professional freedom to create novel research and technical directions in your areas of interest, attend major scientific conferences and seminars, and publish research papers.   
   
What You'll Do:  
What We are Looking for:  
  
Company Benefits:  
Novateur offers competitive pay and benefits comparable to Fortune 500 companies that include a wide choice of healthcare options with generous company subsidy, 401(k) with generous employer match, paid holidays and paid time off increasing with tenure, and company paid short-term disability, long-term disability, and life insurance.  
  
 We offer a work environment which fosters individual thinking along with collaboration opportunities within and beyond Novateur. In return, we expect a high level of performance and passion to deliver enduring results for our clients. 
",Mid-Senior level,Full-time,"Research, Science, Engineering","Defense & Space, Research, Computer Software"
Quantgene,"2940 Nebraska Ave, Santa Monica, California 90404",Machine Learning Scientist,2019-07-24,"We are looking for an expert in convolution neural networks (CNN) who has experience in design, architecture and hands-on implementation ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-quantgene-1308774144?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Quantgene2940 Nebraska Ave, Santa Monica, California 90404 
 
About Quantgene: 
 
Quantgene is launching a product poised to change the course of medicine: a multi-cancer screening test capable of detecting the ten deadliest cancers in the blood at the earliest possible stage. Our clinical network includes some of the largest clinical institutions in the US and Europe. Global leaders in science, oncology, and biotech have validated our research and methodologies. Quantgene's wet lab division is led by one of the most accomplished teams in genomic diagnostics. 
 
We are small, agile, highly effective and growing fast. 
 
Description 
 
Skills and Experience 
 
Location, Perks, Compensation, and Timeline 
 
Compensation is competitive, including substantial stock options. We offer vacation, 401k matching, and medical/dental insurance. We are in the Arts & Tech district in Santa Monica, CA in a modern, bright, and spacious converted industrial barn with a full kitchen…all within walking distance to the Metro. Work-from-home and flex days are available. 
 
Must live in the Los Angeles area and be willing to commute to our office. Relocation is possible for the right candidate. 
 
Culture 
 
Quantgene values entrepreneurial thinkers who love to devise new ideas and drive them to fruition. Your voice will be heard here, and welcome. Our office is a collaborative environment with smart people who are passionate about wellness, changing healthcare, and saving lives through early cancer detection. It’s fun, challenging, and ultimately meaningful work that makes a genuine difference. 
",Mid-Senior level,Full-time,Information Technology,"Biotechnology, Hospital & Health Care"
"Day Zero Diagnostics, Inc","Boston, Massachusetts, United States",Machine Learning Scientist,2019-07-29,"We are looking for candidates with expertise in Natural Language Processing (NLP) deep learning models, preferably with experience with ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-day-zero-diagnostics-inc-1362820191?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Day Zero Diagnostics, IncBoston, Massachusetts, United States 
 
ay Zero Diagnostics is a bacterial genomics startup in Boston that is seeking to recruit a highly motivated post-PhD machine learning scientist to join our team. At Day Zero Diagnostics we are modernizing the way infectious diseases are diagnosed and treated by developing a rapid diagnostic that sequences the genomes of pathogenic bacteria, and then uses machine learning methods to identify the cause of the clinical infection. 
 
As a Machine Learning Scientist, you will work with other team members to develop and implement state-of-the-art machine learning models to predict phenotypic traits from bacterial genomic data. We are looking for candidates with expertise in Natural Language Processing (NLP) deep learning models, preferably with experience with biological sequence data. 
Candidates will gain experience in a multidisciplinary and fast-paced startup environment, and will have ample opportunities to acquire new skills, work closely with an accomplished team, and communicate results through patents, conference presentations, and peer-reviewed publications while working in a supportive and energetic environment. We value intellectual curiosity and a strong work ethic, and look for candidates who are both excited to contribute their expertise and eager to broaden their skillset to new areas. 
 
Responsibilities include: 
 
Requirements 
 
https://www.dayzerodiagnostics.com/careers/machine-learning-scientist 
",Mid-Senior level,Full-time,"Research, Analyst, Engineering","Medical Devices, Hospital & Health Care, Biotechnology"
CCDS,"Boston, MA, US",Machine Learning Scientist,2018-12-04,"Backed by industry partners like Nvidia and GE Healthcare, we leverage petabytes of healthcare data, an on-prem GPU cluster, and a ...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-ccds-1002416977?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CCDSBoston, MA, US 
",Associate,Full-time,Other,"Medical Devices, Computer Software, Hospital & Health Care"
Clara Labs,"San Francisco, CA, US",Machine Learning Scientist,2019-05-26,Experience in one of the following and familiarity with several others: Industry experience with ML systems is strongly preferred. Our ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-clara-labs-1328884476?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Clara LabsSan Francisco, CA, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Internet"
PathAI,"Cambridge, MA, US",Machine Learning Scientist,2019-04-17,We're looking for experienced machine learning scientists to join our team and help solve some of these challenges. We don't tolerate any...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-pathai-1259086814?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PathAICambridge, MA, US 
",Associate,Full-time,Other,"Computer Software, Biotechnology, Hospital & Health Care"
Flagship Pioneering,"Cambridge, MA, US","Scientist, Machine Learning",2019-07-15,"Cellarity Inc. is a highly dynamic, entrepreneurial, and innovation-driven organization seeking to hire an exceptional scientist to join ...",https://www.linkedin.com/jobs/view/scientist-machine-learning-at-flagship-pioneering-1262097201?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Flagship PioneeringCambridge, MA, US 
",Mid-Senior level,Full-time,"Research, Science","Biotechnology, Research, Venture Capital & Private Equity"
IC Resources,"New York, New York",Deep Learning Researcher,2019-07-09,"Eligible Deep Learning Researchers will have a MSc or PhD and research experience in; One of your primary tasks will be to research, ...",https://www.linkedin.com/jobs/view/deep-learning-researcher-at-ic-resources-1332704600?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"IC ResourcesNew York, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
This Deep Learning Researcher vacancy is based in New York, USA with my client; a global leader in object detection/tracking solutions. One of your primary tasks will be to research, develop and analyse novel large-scale deep learning and computer vision algorithms along with one of the most innovative product development teams. My client can offer a flexible working environment, excellent salaries DOE, regular salary reviews, private healthcare, the opportunity to work on cutting edge systems and much more.  
   
Eligible Deep Learning Researchers will have a MSc or PhD and research experience in;  
   
   
To be considered at Senior level it would be expected for you to have a PhD and published papers at tier 1 conferences.  
  
If this sounds like you and you’re keen to find out more then please apply and contact Christopher Wyatt, Senior Consultant at IC Resources. Please note my client cannot sponsor a visa for this position.  
  
",Mid-Senior level,Full-time,"Research, Design","Computer Software, Research"
Forefront Solutions & Consultancies (P) Ltd,"New York, New York, United States",Machine Learning Researcher,2019-08-03,We are looking for someone with broad experience across multiple fields of ML. Broad experience across multiple fields of ML. Specific ...,https://www.linkedin.com/jobs/view/machine-learning-researcher-at-forefront-solutions-consultancies-p-ltd-1164311926?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Forefront Solutions & Consultancies (P) LtdNew York, New York, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
This is not a remote position. 
No H1B. 
Salary: Upto $200,000 
 
We are looking to hire a Machine Learning Researcher. Specific responsibilities include designing, implementing, testing experimentally and scaling up new models for forecasting asset prices, developing new tradeable signals, and other financial applications. You will create novel machine learning approaches to financial applications. You will apply your creativity and innovation to help the firm trade more profitably in global markets. We are looking for someone with broad experience across multiple fields of ML. 
 
General Requirements 
 
Responsibilities 
",Entry level,Full-time,"Information Technology, Engineering",Information Technology and Services
GE,"Niskayuna, NY, US",Machine Learning- Research Scientist,2019-06-18,"To solve real problems, many different skills need to come together. Outstanding problem solving and analytical skills and willingness to...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-ge-1325955959?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GENiskayuna, NY, US 
",Entry level,Full-time,Other,"Information Technology and Services, Staffing and Recruiting, Human Resources"
Jobs in New York State,"Niskayuna, NY, US",Machine Learning- Research Scientist - General Electric,2019-08-04,"To solve real problems, many different skills need to come together. Outstanding problem solving and analytical skills and willingness to...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-general-electric-at-jobs-in-new-york-state-1411297190?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs in New York StateNiskayuna, NY, US 
",Associate,Full-time,Other,"Electrical/Electronic Manufacturing, Computer Software, Mechanical or Industrial Engineering"
Agoda,"New York City, NY, US",Senior Machine Learning Product Scientist,2019-08-02,At Our Core We Are The Masters Of Combining Science And Business; Our Ideal Candidate Would Be Able To Do The Same With The Following ...,https://www.linkedin.com/jobs/view/senior-machine-learning-product-scientist-at-agoda-1397901726?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AgodaNew York City, NY, US 
",Mid-Senior level,Full-time,"Information Technology, Engineering",Internet
Options Group,"New York, New York",Machine Learning Data Scientist,2019-07-23,Strong analytical skill set with experience working with large data sets (structured or unstructured data). Experience with (or desire to...,https://www.linkedin.com/jobs/view/machine-learning-data-scientist-at-options-group-1323837231?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Options GroupNew York, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Description:  
   
   
Qualifications:  
",Mid-Senior level,Full-time,"Information Technology, Finance, General Business","Capital Markets, Financial Services, Banking"
"Butterfly Network, Inc.","New York City, NY, US",Machine Learning Research Scientist,2019-06-27,We've built a strong research team and are looking for talented Research Scientists with applied experience in the fields of Computer ...,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-butterfly-network-inc-1386909009?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Butterfly Network, Inc.New York City, NY, US 
",Associate,Full-time,Other,Biotechnology
Perspecta,"Ridge, NY, US",Machine Learning Research Scientist,2019-07-24,We are seeking a Senior Machine Learning Research Scientist. Programming skills in implementing machine learning solutions for a variety ...,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-perspecta-1355262049?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PerspectaRidge, NY, US 
",Associate,Full-time,Other,Information Technology and Services
Moody's Analytics,"New York City, NY, US",Machine Learning /NLP-Research Scientist/ Engineer,2019-08-01,"Strong programming skills (8+ years of programming experience) in Python, Java, R, or Scala. You’ll leverage your expertise and ...",https://www.linkedin.com/jobs/view/machine-learning-nlp-research-scientist-engineer-at-moody-s-analytics-1394673713?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Moody's AnalyticsNew York City, NY, US 
",Not Applicable,Full-time,Other,Financial Services
Karyon Global Corp,"New York City, NY, US",Sr. Machine Learning (Data Scientist),2019-07-26,"Hope you are doing well, currently we are looking for Sr. Machine Learning (Data Scientist) Have enclosed the job details below, Let me ...",https://www.linkedin.com/jobs/view/sr-machine-learning-data-scientist-at-karyon-global-corp-1394712217?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Karyon Global CorpNew York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Staffing and Recruiting"
Riverside Research,"New York City, NY, US",Machine Learning Research Scientist with Security Clearance,2019-07-05,"As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-with-security-clearance-at-riverside-research-1403207030?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Riverside ResearchNew York City, NY, US 
",Associate,Full-time,Other,Biotechnology
ClearedJobs.Net,"New York City, NY, US",Machine Learning Research Scientist,2019-03-07,"As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-clearedjobs-net-1167340078?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearedJobs.NetNew York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Defense & Space, Telecommunications"
Samsung Electronics America,"New York City, NY, US",Research Scientist - Machine Learning,2019-07-26,We are currently seeking individuals who share our passion and motivation to advance fundamental science and create revolutionary ...,https://www.linkedin.com/jobs/view/research-scientist-machine-learning-at-samsung-electronics-america-1342494129?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Samsung Electronics AmericaNew York City, NY, US 
",Associate,Full-time,Other,Consumer Electronics
Dataminr,"New York City, NY, US",Research Scientist (Machine Learning/Deep Learning),2019-07-09,We are a mission-driven company committed to the power of AI and real-time information as a force for good in the world. Experience in ...,https://www.linkedin.com/jobs/view/research-scientist-machine-learning-deep-learning-at-dataminr-1364834026?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DataminrNew York City, NY, US 
 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Internet"
ClearanceJobs,"New York City, NY, US",Machine Learning Research Scientist with Security Clearance,2019-07-14,"As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-with-security-clearance-at-clearancejobs-1380517938?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearanceJobsNew York City, NY, US 
",Associate,Full-time,Other,Defense & Space
Memorial Sloan Kettering Cancer Center,"New York City, NY, US","Machine Learning Scientist, Digital & Computational Pathology",2019-07-08,We believe this is a very exciting opportunity for someone who has the right skillset and drive to make an impact to support our mission ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-digital-computational-pathology-at-memorial-sloan-kettering-cancer-center-1407453041?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Memorial Sloan Kettering Cancer CenterNew York City, NY, US 
",Not Applicable,Full-time,Other,"Hospital & Health Care, Medical Practice, Research"
Synechron,Greater New York City Area,Sr. Machine Learning Engineer (Data Scientist) _ NYC,2019-08-02,Extensive experience in Data Analysis - Skilled in uncovering insights and identifying patterns. 5-8 years of professional experience ...,https://www.linkedin.com/jobs/view/sr-machine-learning-engineer-data-scientist-nyc-at-synechron-1057322372?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SynechronGreater New York City Area 
 
Synechron Inc. is looking to hire Sr. Machine Learning Engineer (Data Scientist) at New York City, NY.  
   
Please Note: Final round of In-Person interview is MUST with the client.  
   
Role & Responsibilities:  
   
Primary Skills / Must have:  
   
Secondary Skills / Desired skills:  
  
If you are interested in this role please send resume to parimal.bhatter@synechron.com or call 732-593-8332.  
  
Parimal Bhatter 
",Mid-Senior level,Contract,Information Technology,"Computer Software, Capital Markets, Financial Services"
Quantitative Systems,"New York, New York",Machine Learning / Deep Learning Researcher,2019-08-02,We are seeking candidates with outstanding academic credentials to join our team of Quants. Seeking candidates who have experinece in ...,https://www.linkedin.com/jobs/view/machine-learning-deep-learning-researcher-at-quantitative-systems-1406841420?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Quantitative SystemsNew York, New York 
 
***Seeking candidates who have experinece in Deep Learning***  
  
  
We develop and deploy systematic financial strategies across a variety of asset classes in global markets, utilizing a proprietary research platform and risk management process.  
   
We are seeking candidates with outstanding academic credentials to join our team of Quants. Quants contribute to the development and evaluation of systematic strategies which harness statistically-based predictive signals associated with various market inefficiencies. Successful applicants will receive training commensurate with their experience and development.  
 Job Responsibilities (include, but not limited to the following): As a member of a small team, design, develop and implement an innovative quantitative methodology for firm wide portfolio optimization. Develop methods and tools to evaluate and optimize the firm's trading strategies and trading signals Design and run experiments to test hypotheses about the market and/or the firm's trading signals Perform analyses on the firm's historical trading to improve profitability Take new ideas, methods, or models and implement them efficiently in code Deal with other quantitative tasks faced by the company     Job Qualifications: Ph.D. in Mathematics, Physics, or Computational Mathematics is necessary (the interview process can be started if a Ph.D. is pending within 3-4 months) Exceptional record of achievement proven by several of the following requirements: authorship of scholarly articles in peer reviewed publications and citations of said articles; participation in major conferences; receipt of significant national or internationally recognized prizes; membership in professional associations requiring outstanding achievements for membership; and published materials about your achievements. We expect successful candidates to have at least 3 papers in peer reviewed journals Interest in applying mathematical models in the field of quantitative finance Critical thinking Good knowledge of English Knowledge of programming (C++, Python) is desired but not required Knowledge of finance is not required   ***Seeking candidates who have experinece in Deep Learning*** 
  
 
 
As a member of a small team, design, develop and implement an innovative quantitative methodology for firm wide portfolio optimization.  
Develop methods and tools to evaluate and optimize the firm's trading strategies and trading signals  
Design and run experiments to test hypotheses about the market and/or the firm's trading signals  
Perform analyses on the firm's historical trading to improve profitability  
Take new ideas, methods, or models and implement them efficiently in code  
Deal with other quantitative tasks faced by the company  
  
  
 
  
 
 
Ph.D. in Mathematics, Physics, or Computational Mathematics is necessary (the interview process can be started if a Ph.D. is pending within 3-4 months)  
Exceptional record of achievement proven by several of the following requirements: authorship of scholarly articles in peer reviewed publications and citations of said articles; participation in major conferences; receipt of significant national or internationally recognized prizes; membership in professional associations requiring outstanding achievements for membership; and published materials about your achievements. We expect successful candidates to have at least 3 papers in peer reviewed journals  
Interest in applying mathematical models in the field of quantitative finance  
Critical thinking  
Good knowledge of English  
Knowledge of programming (C++, Python) is desired but not required  
Knowledge of finance is not required  
  ***Seeking candidates who have experinece in Deep Learning*** 
",Mid-Senior level,Full-time,"Information Technology, Other, Engineering","Financial Services, Information Technology and Services, Information Services"
Penguin Random House,"New York City, NY, US",Machine Learning Engineer / Data Scientist - Penguin Random House,2019-06-07,The Data Science & Analytics group at Penguin Random House is seeking a Machine Learning Engineer or a Data Scientist. Experience ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-data-scientist-penguin-random-house-at-penguin-random-house-1313270775?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Penguin Random HouseNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Online Media, Publishing"
Facebook,"New York City, NY, US","Applied Research Scientist, Core Machine Learning",2019-07-24,We are looking for experienced applied researchers in machine learning and AI with strong software engineering skills. Facebook's mission...,https://www.linkedin.com/jobs/view/applied-research-scientist-core-machine-learning-at-facebook-1373393448?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookNew York City, NY, US 
",Not Applicable,Full-time,Engineering,Internet
Hudson River Trading,"New York City, NY, US",Deep Learning Researcher,2019-06-18,Demonstrated research or work experience in the field of deep learning. Experience with software engineering in Python and C++. Able to ...,https://www.linkedin.com/jobs/view/deep-learning-researcher-at-hudson-river-trading-1370203032?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Hudson River TradingNew York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Financial Services"
Google,"New York City, NY, US","Research Scientist, Machine Learning and Intelligence",2019-02-16,"We’ve already been joined by some of the best minds, and we’re looking for talented Research Scientists that have applied experience in...",https://www.linkedin.com/jobs/view/research-scientist-machine-learning-and-intelligence-at-google-1166144865?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleNew York City, NY, US 
",Not Applicable,Full-time,Other,"Information Services, Internet"
Point72,"New York City, NY, US",Machine Learning Researcher,2018-08-08,Others have joined from related fields or directly from academia and have thrived with hands on guidance from our large team of ...,https://www.linkedin.com/jobs/view/machine-learning-researcher-at-point72-802036200?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Point72New York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Financial Services"
Fareportal,"New York City, NY, US",Senior Lead Machine Learning Engineer/Data Scientist,2019-06-25,"The ideal candidate will participate in the design and implementation of the entire model pipeline, from project ideation, figuring out ...",https://www.linkedin.com/jobs/view/senior-lead-machine-learning-engineer-data-scientist-at-fareportal-1373562376?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FareportalNew York City, NY, US 
",Associate,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
CheapOair,Greater New York City Area,Senior Lead Machine Learning Engineer/Data Scientist,2019-08-01,"The ideal candidate will participate in the design and implementation of the entire model pipeline, from project ideation, figuring out ...",https://www.linkedin.com/jobs/view/senior-lead-machine-learning-engineer-data-scientist-at-cheapoair-1406178739?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CheapOairGreater New York City Area 
(We are not sponsoring for this role or in the future) 
At Fareportal, we create technology that is driving innovation in the travel industry - one of the world’s fastest-growing sectors. Our employees are the core of our organization and together we’re revolutionizing the way people book travel. 
Our portfolio of brands including CheapOair and OneTravel receive over 100 million visitors annually and drive over $4 billion in annual revenue. 
We are looking for a Lead Machine Learning Engineer/Data Scientist to join our team. You will be handling hundreds of millions of events per day, responsible for creating and supporting machine learning models that will drive our business. 
Machine Learning Engineers is at the heart of how Fareportal works and they are part software engineer and part machine learning / data scientist. You will focus on creating and supporting large scale models that we deploy to power our recommendation, pricing or other systems. The ideal candidate will participate in the design and implementation of the entire model pipeline, from project ideation, figuring out which data to capture and store, coming up with features, to creating the final model. 
We are passionate about making data-driven decisions and you will have the opportunity to shape the team’s direction and create large impact. 
Our team loves Python and Scala (and is not afraid of Functional Programming) and we strongly encourage DevOps approaches. 
Responsibilities: 
Our ideal candidate: 
Who You Are 
Requirements 
",Mid-Senior level,Full-time,"Engineering, Analyst, Information Technology","Leisure, Travel & Tourism, Computer Software, Computer Hardware"
