company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Google,"Mountain View, CA, US","Research Scientist, Machine Learning and Intelligence",2019-02-16,"We’ve already been joined by some of the best minds, and we’re looking for talented Research Scientists that have applied experience in...",https://www.linkedin.com/jobs/view/research-scientist-machine-learning-and-intelligence-at-google-1166155077?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleMountain View, CA, US 
",Not Applicable,Full-time,Other,"Information Services, Internet"
Vanguard,"Malvern, PA, US",Senior Data Scientist / Artificial Intelligence / Machine Learning / AI/ML Scientist,2019-07-24,"And so can you. You will apply your advanced data analytics, artificial intelligence/machine learning knowledge and experience to ...",https://www.linkedin.com/jobs/view/senior-data-scientist-artificial-intelligence-machine-learning-ai-ml-scientist-at-vanguard-1393127155?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VanguardMalvern, PA, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Financial Services"
Mythic,"Austin, TX, US",AI Co-Design Researcher,2019-06-18,Experience with training neural networks with reduced precision or other hardware-based limitations. Experience with programming ...,https://www.linkedin.com/jobs/view/ai-co-design-researcher-at-mythic-1329007490?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MythicAustin, TX, US 
",Associate,Full-time,"Engineering, Information Technology",Semiconductors
Nissan Motor Corporation,"Santa Clara, CA, US",Interaction Design Researcher,2019-07-23,"Experience in ethnographic research and analysis; strong communication skills; strong analytical, troubleshooting and problem-solving ...",https://www.linkedin.com/jobs/view/interaction-design-researcher-at-nissan-motor-corporation-1368762004?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Nissan Motor CorporationSanta Clara, CA, US 
",Not Applicable,Full-time,"Engineering, Information Technology","Automotive, Aviation & Aerospace, Industrial Automation"
Cognate Inc.,"Milpitas, CA, US",AI/Data Scientist,2019-07-16,"We are looking for candidates for the following direct client position. Must have 3-5 years of experience with strong AI/ML, Big data. ...",https://www.linkedin.com/jobs/view/ai-data-scientist-at-cognate-inc-1374617892?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cognate Inc.Milpitas, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Staffing and Recruiting"
National Renewable Energy Laboratory,"Golden, CO, US",Postdoctoral Researcher: Artificial Intelligence and Stochastic Optimization for Energy Systems,2019-06-09,"We believe that AI-powered systems have the potential to transform our renewable energy future through advanced automation and control, ...",https://www.linkedin.com/jobs/view/postdoctoral-researcher-artificial-intelligence-and-stochastic-optimization-for-energy-systems-at-national-renewable-energy-laboratory-1354608515?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"National Renewable Energy LaboratoryGolden, CO, US 
",Entry level,Full-time,"Research, Analyst, Information Technology","Information Technology and Services, Research, Oil & Energy"
Analog Devices,"Boston, MA, US",Machine Learning and AI Research Scientist,2018-10-15,"Additionally, the ideal candidate will have experience in one or more of the following areas: communications systems, algorithm ...",https://www.linkedin.com/jobs/view/machine-learning-and-ai-research-scientist-at-analog-devices-916844432?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Analog DevicesBoston, MA, US 
",Not Applicable,Full-time,Other,"Electrical/Electronic Manufacturing, Semiconductors"
"PARC, a Xerox Company","Palo Alto, CA, US",Sr. AI Research Scientist,2019-07-04,The ideal candidate exhibits a deep understanding of general principles of various model-based reasoning approaches as well as curiosity ...,https://www.linkedin.com/jobs/view/sr-ai-research-scientist-at-parc-a-xerox-company-1360691166?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PARC, a Xerox CompanyPalo Alto, CA, US 
",Mid-Senior level,Full-time,Other,"Electrical/Electronic Manufacturing, Computer Software, Research"
Ronin Project,"San Mateo, CA, US",Senior Machine Learning and AI Data Scientist,2019-07-05,What You Will Do. Our mission is to dramatically improve cancer care by giving doctors and patients the tools they need to make better ...,https://www.linkedin.com/jobs/view/senior-machine-learning-and-ai-data-scientist-at-ronin-project-1403634683?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Ronin ProjectSan Mateo, CA, US 
",Associate,Full-time,Other,"Computer Software, Internet, Hospital & Health Care"
Project Rōnin,"San Mateo, CA, US",Senior Machine Learning and AI Data Scientist,2019-07-06,What You Will Do. Our mission is to dramatically improve cancer care by giving doctors and patients the tools they need to make better ...,https://www.linkedin.com/jobs/view/senior-machine-learning-and-ai-data-scientist-at-project-r%C5%8Dnin-1405503836?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Project RōninSan Mateo, CA, US 
",Associate,Full-time,Other,"Computer Software, Internet, Hospital & Health Care"
Guidehouse,"Washington, D.C., DC, US",AI Data Scientist/NLP Engineer,2019-07-06,"We are seeking individuals with both an understanding of the state of the art in NLP research and operational experience, in order to ...",https://www.linkedin.com/jobs/view/ai-data-scientist-nlp-engineer-at-guidehouse-1403741756?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GuidehouseWashington, D.C., DC, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Management Consulting, Financial Services"
eFinancialCareers,"New York City, NY, US",AI Research Scientist - NLP,2019-07-27,"5+ years of experience in AI, NLP, ML, Optimization, or related fields. 5+ years of experience programming in C++, Python or Java. ...",https://www.linkedin.com/jobs/view/ai-research-scientist-nlp-at-efinancialcareers-1406363197?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eFinancialCareersNew York City, NY, US 
",Associate,Full-time,Information Technology,Staffing and Recruiting
Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD, US",Artificial General Intelligence Researcher,2019-06-17,"Benefits: APL offers a comprehensive benefits package including a liberal vacation plan, a matching retirement program, significant ...",https://www.linkedin.com/jobs/view/artificial-general-intelligence-researcher-at-johns-hopkins-applied-physics-laboratory-apl-1368976114?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Johns Hopkins Applied Physics Laboratory (APL)Laurel, MD, US 
",Entry level,Full-time,Other,"Information Technology and Services, Defense & Space, Computer Software"
Ethosia,"Chicago, IL, US",AI algorithm researcher - Ethosia,2019-07-21,Develop algorithms for training and inference of complex neural networks at scale. Advanced research in CNN / LSTM / Reinforcement ...,https://www.linkedin.com/jobs/view/ai-algorithm-researcher-ethosia-at-ethosia-1385041857?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"EthosiaChicago, IL, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Internet"
Cognate (CM),"Milpitas, CA, US",AI/Data Scientist,2019-07-16,"We are looking for candidates for the following direct client position. Must have 3-5 years of experience with strong AIML, Big data. ...",https://www.linkedin.com/jobs/view/ai-data-scientist-at-cognate-cm-1375902126?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cognate (CM)Milpitas, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Computer Networking, Staffing and Recruiting"
Quantitative Systems,"New York, New York, United States",Artifical Intelligence (AI) Research Scientist,2019-07-31,"A PhD in AI, NLP, ML, Optimization, or equivalent experience in related fields. 5+ years of experience programming in C++, Python or Java.",https://www.linkedin.com/jobs/view/artifical-intelligence-ai-research-scientist-at-quantitative-systems-741320053?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Quantitative SystemsNew York, New York, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
",Mid-Senior level,Full-time,"Information Technology, Engineering, Finance","Computer Software, Information Technology and Services, Information Services"
IBM,"Yorktown Heights, NY, US",RSM - AI Hardware Acceleration,2019-07-22,We have an ambitious research agenda and are seeking a Research Staff Member to lead ground-breaking work in the design and ...,https://www.linkedin.com/jobs/view/rsm-ai-hardware-acceleration-at-ibm-1387473347?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"IBMYorktown Heights, NY, US 
",Mid-Senior level,Full-time,Research,"Information Technology and Services, Computer Software, Financial Services"
Facebook,"New York City, NY, US",Visiting Scientist - Facebook AI Applied Research (US),2019-07-26,Facebook is seeking Visiting Scientists to join our Facebook Artificial Intelligence Applied Research team. Facebook's mission is to give...,https://www.linkedin.com/jobs/view/visiting-scientist-facebook-ai-applied-research-us-at-facebook-1380830697?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookNew York City, NY, US 
",Not Applicable,Full-time,"Research, Analyst, Information Technology",Internet
Google,"New York City, NY, US","Research Scientist, Machine Learning and Intelligence",2019-02-16,"We’ve already been joined by some of the best minds, and we’re looking for talented Research Scientists that have applied experience in...",https://www.linkedin.com/jobs/view/research-scientist-machine-learning-and-intelligence-at-google-1166144865?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleNew York City, NY, US 
",Not Applicable,Full-time,Other,"Information Services, Internet"
eFinancialCareers,"New York City, NY, US",AI Research Scientist - NLP,2019-07-27,"5+ years of experience in AI, NLP, ML, Optimization, or related fields. 5+ years of experience programming in C++, Python or Java. ...",https://www.linkedin.com/jobs/view/ai-research-scientist-nlp-at-efinancialcareers-1406363197?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eFinancialCareersNew York City, NY, US 
",Associate,Full-time,Information Technology,Staffing and Recruiting
Pryon,"New York City, NY, US",AI/ML Research Scientist,2019-06-12,"Experience with one or more of TensorFlow, PyTorch, Theano, or other deep learning toolkit. Industry or research experience in data ...",https://www.linkedin.com/jobs/view/ai-ml-research-scientist-at-pryon-1312064223?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PryonNew York City, NY, US 
",Associate,Full-time,Other,Computer Software
Paige.AI,"Roosevelt Island, NY, US",AI Scientist,2019-04-03,"We're looking for AI Scientists to join us. We are backed by a $25 million series A financing and are the first to have AIRI, the most ...",https://www.linkedin.com/jobs/view/ai-scientist-at-paige-ai-1184508871?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Paige.AIRoosevelt Island, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Internet"
Two Sigma,"New York City, NY, US",AI Research Scientist,2019-07-12,We are looking for creative experts who are interested in applying general machine learning and specifically deep learning techniques to ...,https://www.linkedin.com/jobs/view/ai-research-scientist-at-two-sigma-1312009554?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Two SigmaNew York City, NY, US 
",Not Applicable,Full-time,Other,"Information Technology and Services, Computer Software, Financial Services"
Invitae,"New York City, NY, US",AI Scientist,2019-07-30,What You Will Do. The Invitae AI team is composed of AI Scientists and AI Engineers who work together with other Invitae engineering ...,https://www.linkedin.com/jobs/view/ai-scientist-at-invitae-1389220754?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"InvitaeNew York City, NY, US 
",Associate,Temporary,Other,Biotechnology
Accrete,"New York City, NY, US",Senior AI Scientist,2019-07-17,Our mission at Accrete.AI is to scale human expertise and compound the world's knowledge for the purpose of making accurate predictions ...,https://www.linkedin.com/jobs/view/senior-ai-scientist-at-accrete-1385485882?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AccreteNew York City, NY, US 
",Associate,Full-time,Other,Computer Software
Accrete.AI,"50 Broad St, New York 10004",Senior AI Scientist,2019-07-19,"Ideally two to three years of experience with Artificial Intelligence, Quantitative and Qualitative Analytics, Deep Learning, Machine ...",https://www.linkedin.com/jobs/view/senior-ai-scientist-at-accrete-ai-1314505745?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Accrete.AI50 Broad St, New York 10004 
 
Senior AI Scientist (Location: Lower Manhattan) 
  
About You  
Responsibilities: 
 
About Us 
We believe that the way humans conduct analytical work will undergo radical transformation over the next several years. Due to an explosion in digital information and cognitive limitations of the human brain, it is impossible for human analysts to capture the true complexity associated with forecasting future events using pre-defined factors. As such, we specialize in building dynamic, continuously learning models that automate complex cognitive tasks typically performed by human analysts. Our mission at Accrete.AI is to scale human expertise and compound the world's knowledge for the purpose of making accurate predictions about the real world that impact financial markets. 
  
We accomplish this by leveraging domain experts to create semantically rich training data on the order of less than 1% of the data from which our models continuously learn. As a result, we are able to produce a non-linear return on the cognitive effort expended by domain experts. Our dynamic continuously learning models, activated by proprietary mathematical functions, underlie an AI platform with a variety of core capabilities including intelligent web crawling, contextual analytics and semantic search. Leveraging these core capabilities, we build smart analytical tools that continuously read, understand and learn in specialized ways. As our smart analytical tools learn, they extract hidden features buried in complexity that surface predictive insights that would be impossible to find using traditional intelligence and tools. 
 
Our products are helping customers generate alpha by identifying and ranking sources most likely to publish reliable, market moving M&A rumors; monitor important shifts in topical nuance based on the interplay between management commentary and analyst questions in earnings transcripts; and monitor patient chatter on the efficacy and safety of clinical drug trials.  
 
Based in Lower Manhattan, Accrete has a majority interest in NYC based Shinrai, an AI Services subsidiary. 
 
 
If you’re the right person for the job, we look forward to hearing from you! 
",Mid-Senior level,Full-time,"Information Technology, Research","Information Technology and Services, Research"
Google,"New York City, NY, US","Research Scientist, Google AI (United States)",2019-02-16,"Experience in Natural Language Understanding, Computer Vision, Machine Learning, Algorithmic Foundations of Optimization, Data Mining or ...",https://www.linkedin.com/jobs/view/research-scientist-google-ai-united-states-at-google-1166300575?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleNew York City, NY, US 
",Not Applicable,Full-time,"Research, Analyst, Information Technology","Information Services, Internet"
IBM,"New York City, NY, US",Research Staff Member,2019-08-01,We are currently looking for talented researchers with interest in system design and implementation as well as experience in one or more ...,https://www.linkedin.com/jobs/view/research-staff-member-at-ibm-1406278667?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"IBMNew York City, NY, US 
",Entry level,Full-time,Research,"Information Technology and Services, Computer Software, Financial Services"
Cyndx Networks,"New York City, NY, US",AI Research Scientist,2019-06-11,"3+ years of research experience applying ML to business problems, including NLP and time series/sequential data. Experience using ...",https://www.linkedin.com/jobs/view/ai-research-scientist-at-cyndx-networks-1357891842?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cyndx NetworksNew York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Internet"
Quantitative Systems,"New York, New York, United States",AI Research Scientist,2019-07-31,"This team not only builds the models, but also writes the software to build the models, as well as maintains the services that run these ...",https://www.linkedin.com/jobs/view/ai-research-scientist-at-quantitative-systems-878769504?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Quantitative SystemsNew York, New York, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Our teams work on various aspects of machine learning, but because most of the data we deal with is text, our focus is usually problems around natural language processing.Focus areas of individual teams align with the needs of customer facing products. We also have teams which focus building the tools and infrastructure for NLP and Machine Learning throughout the company.This team not only builds the models, but also writes the software to build the models, as well as maintains the services that run these models over the news text in real time.As a team member, your responsibilities will include ALL of:- exploring models which perform well for our tasks,- implementing the software that will build/train/deploy these in production,- implementing the services that run the models,- maintaining the services that run the models and automation of these servicesThis means you will need to spend time reading papers to learn about the latest research in the specific problem you are working on, and use the publicly available tools when suitable. Also, you need to be able to implement your own improvements. You will also need to be able to write production quality code, and use good software engineering practices.SkillsExpertise: deep technical expertise in AI and machine learning, including a PhD in a technical field or the practical equivalent of a PhDImpact: a record of innovation and productivityTeam player: a desire to engage with a larger research teamSelf-sufficiency: self-directed, self-motivated, self-sufficient, thus being able to make progress with limited oversightPassion: passionate about AI and machine learning and how it can improve on the worldOriginality: risk taking, defying conventional thinkingCommunication: able to clearly explain complex ideas 
",Mid-Senior level,Full-time,"Information Technology, Engineering","Internet, Computer & Network Security, Computer Software"
Google,"New York City, NY, US",Research Intern,2019-06-26,"Experience (classroom or work related) in one or more areas of computer science, such as Natural Language Understanding, Neural Networks,...",https://www.linkedin.com/jobs/view/research-intern-at-google-1341456120?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleNew York City, NY, US 
",Internship,Full-time,"Education, Training","Information Services, Internet"
Facebook,"New York City, NY, US",Visiting Scientist - Facebook AI Research (US),2019-07-26,Facebook is seeking Visiting Scientists to join our Facebook Artificial Intelligence Research team. Facebook's mission is to give people ...,https://www.linkedin.com/jobs/view/visiting-scientist-facebook-ai-research-us-at-facebook-1380828865?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookNew York City, NY, US 
",Not Applicable,Full-time,"Research, Analyst, Information Technology",Internet
Facebook,"Seattle, WA, US",Visiting Scientist - Facebook AI Research (US),2019-07-26,Facebook is seeking Visiting Scientists to join our Facebook Artificial Intelligence Research team. Facebook's mission is to give people ...,https://www.linkedin.com/jobs/view/visiting-scientist-facebook-ai-research-us-at-facebook-1380831066?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookSeattle, WA, US 
",Not Applicable,Full-time,"Research, Analyst, Information Technology",Internet
Amazon Web Services (AWS),"Seattle, WA, US",Amazon AI- Applied Scientist,2019-07-08,"Our mission is to provide a delightful experience to Amazon’s customers by pushing the envelope in Automatic Speech Recognition (ASR), ...",https://www.linkedin.com/jobs/view/amazon-ai-applied-scientist-at-amazon-web-services-aws-836038445?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Amazon Web Services (AWS)Seattle, WA, US 
",Not Applicable,Full-time,"Research, Science, Engineering","Computer Software, Information Technology and Services, Internet"
N/A,"Seattle, WA, US",Amazon AI- Applied Scientist with N/A,2019-07-24,You may also want to visit our News & Advice page to stay up to date with other resources that can help you find what you are looking for...,https://www.linkedin.com/jobs/view/amazon-ai-applied-scientist-with-n-a-at-n-a-1391297158?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"N/ASeattle, WA, US 
",Entry level,Full-time,Other,"Health, Wellness and Fitness, Hospital & Health Care, Hospitality"
Google,"Seattle, WA, US","Research Scientist, Machine Learning and Intelligence",2019-02-16,"We’ve already been joined by some of the best minds, and we’re looking for talented Research Scientists that have applied experience in...",https://www.linkedin.com/jobs/view/research-scientist-machine-learning-and-intelligence-at-google-1166144863?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleSeattle, WA, US 
",Not Applicable,Full-time,Other,"Information Services, Internet"
Amazon,"Seattle, WA, US",Amazon AI- Applied Scientist,2019-07-02,"Amazon AI is looking for a passionate, talented, and inventive Applied. Experience in building speech recognition, machine translation or...",https://www.linkedin.com/jobs/view/amazon-ai-applied-scientist-at-amazon-1297399113?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmazonSeattle, WA, US 
",Not Applicable,Full-time,"Research, Science, Engineering","Computer Software, Information Technology and Services, Internet"
Facebook,"Seattle, WA, US",Visiting Scientist - Facebook AI Applied Research (US),2019-07-26,Facebook is seeking Visiting Scientists to join our Facebook Artificial Intelligence Applied Research team. Facebook's mission is to give...,https://www.linkedin.com/jobs/view/visiting-scientist-facebook-ai-applied-research-us-at-facebook-1380828896?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookSeattle, WA, US 
",Not Applicable,Full-time,"Research, Analyst, Information Technology",Internet
Graphcore,"Seattle, WA, US",AI Applications Specialist,2019-03-09,We welcome people of different backgrounds and experiences and are committed to building an inclusive work environment that makes ...,https://www.linkedin.com/jobs/view/ai-applications-specialist-at-graphcore-1138289663?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GraphcoreSeattle, WA, US 
",Associate,Full-time,Information Technology,"Electrical/Electronic Manufacturing, Information Technology and Services, Computer Software"
Google,"Seattle, WA, US",Research Intern,2019-05-08,"Experience (classroom or work related) in one or more areas of computer science, such as Natural Language Understanding, Neural Networks,...",https://www.linkedin.com/jobs/view/research-intern-at-google-1302403649?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleSeattle, WA, US 
",Not Applicable,Full-time,"Education, Training","Information Services, Internet"
Amazon,"Seattle, WA, US",Amazon AI- Applied Scientist,2019-07-09,"Amazon AI is looking for a passionate, talented, and inventive Applied. Experience in building speech recognition, machine translation or...",https://www.linkedin.com/jobs/view/amazon-ai-applied-scientist-at-amazon-837076701?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmazonSeattle, WA, US 
",Not Applicable,Full-time,"Research, Science, Engineering","Computer Software, Information Technology and Services, Internet"
Google,"Kirkland, WA, US",Research Intern,2019-04-03,"Experience (classroom or work related) in one or more areas of computer science, such as Natural Language Understanding, Neural Networks,...",https://www.linkedin.com/jobs/view/research-intern-at-google-1243581103?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleKirkland, WA, US 
",Not Applicable,Full-time,"Education, Training","Information Services, Internet"
