company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Momentum Solar,"South Plainfield, NJ, US",Data Scientist,2019-07-27,"Ideal candidates will have at least a year experience in professional or academic environment using Python, SQL, R and JavaScript ...",https://www.linkedin.com/jobs/view/data-scientist-at-momentum-solar-1398409065?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Momentum SolarSouth Plainfield, NJ, US 
",Entry level,Full-time,"Engineering, Information Technology","Renewables & Environment, Construction, Marketing and Advertising"
Golden State Warriors,"San Francisco, CA, US",Data Scientist,2019-07-27,We are seeking an individual who thrives in an environment that is ever-changing and full of diversity and pride themselves on community!,https://www.linkedin.com/jobs/view/data-scientist-at-golden-state-warriors-1397109634?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Golden State WarriorsSan Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology",Sports
Bank of America,"New York City, NY, US",Data Scientist,2019-07-19,"Experience building and optimizing ""big data"" data pipelines, architectures and data sets. Experience with data visualization tools is a ...",https://www.linkedin.com/jobs/view/data-scientist-at-bank-of-america-1364608809?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Bank of AmericaNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Banking, Financial Services"
Crossover Health,"San Clemente, CA, US",Data Scientist,2019-07-23,"Required Education, Experience And Skills. Experience with analytic software and methodology such as R and Python (libraries such as ...",https://www.linkedin.com/jobs/view/data-scientist-at-crossover-health-1391191260?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Crossover HealthSan Clemente, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Health, Wellness and Fitness, Medical Practice, Hospital & Health Care"
Aliya Financial Technologies & Analytics,"New York City, NY, US",Data Scientist,2019-07-09,We are looking for data scientist that are capable of helping with the design of systems that can grow and maintain Aliya’s competitive ...,https://www.linkedin.com/jobs/view/data-scientist-at-aliya-financial-technologies-analytics-1363605569?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Aliya Financial Technologies & AnalyticsNew York City, NY, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Banking, Financial Services"
"Aetna, a CVS Health Company","New York City, NY, US",Data Scientist,2019-07-16,"Are you looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster, ...",https://www.linkedin.com/jobs/view/data-scientist-at-aetna-a-cvs-health-company-1334265503?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Aetna, a CVS Health CompanyNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Insurance, Financial Services, Hospital & Health Care"
Intellipro Group Inc,"Santa Clara, CA, US",Data Scientist,2019-07-09,Excellent programming skills - ability to prototype effective simple or complex algorithms and collaborate with engineering team to ...,https://www.linkedin.com/jobs/view/data-scientist-at-intellipro-group-inc-1363970216?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Intellipro Group IncSanta Clara, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Information Technology and Services, Computer Software"
NTT DATA Services,"Plano, TX, US",Data Scientist,2019-07-25,"Experience with ETL skillsets with exposure using multiple tools. ML skills in modern cloud infrastructure such as AWS, GCP or Azure is ...",https://www.linkedin.com/jobs/view/data-scientist-at-ntt-data-services-1396206947?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"NTT DATA ServicesPlano, TX, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Harnham,"Boston, MA, US",Data Scientist,2019-07-12,How do we know what they need before they know they need it? This eCommerce company is looking for statistically savvy data scientists to...,https://www.linkedin.com/jobs/view/data-scientist-at-harnham-1353704668?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HarnhamBoston, MA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Financial Services"
Burtch Works,"Phoenix, Arizona",Data Scientist,2019-08-01,"The ideal candidate needs to have: Our client, a major company in the Phoenix area , is looking for a Data Scientist to lead ...",https://www.linkedin.com/jobs/view/data-scientist-at-burtch-works-1395353679?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Burtch WorksPhoenix, Arizona 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Our client, a major company in the Phoenix area , is looking for a Data Scientist to lead groundbreaking firm initiatives.  The Data Scientist will work with executive stakeholders to build, adjust, and maintain models for a variety of internal groups, so communication is key.   
   
The ideal candidate needs to have:  
  
-at least two to five years' experience and a strong analytics background with a hands-on approach  
-strong R and Python skills, expert level analytics acumen, and excellent client consulting skills are required.  
-a degree in statistics, mathematics, or a related quantitative field, with a PhD preferred  
-keen emphasis on the customer is required, and experience in CPG or retail analytics industry is a plus  
Base salary for this position can go up to $120k, great work/life balance and casual company culture!  
   
Keywords: Statistics, Data Science, R, Python, SAS, SQL, Statistical modeling, regression modeling, analytics 
",Associate,Full-time,"Analyst, Research, Marketing","Marketing and Advertising, Market Research, Consumer Goods"
Infosys,"Richardson, Texas",Data Scientist,2019-07-29,"NLP, text analytics technologies experience is ideal. Hands-on experience implementing machine learning algorithms in the production ...",https://www.linkedin.com/jobs/view/data-scientist-at-infosys-1388343979?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"InfosysRichardson, Texas 
 
As a Data Scientist with Infosys you will significantly contribute to identifying best-fit architectural solution and data model for one or more projects. You will build big data platforms to analyze large amounts of data, present data insights using high impact visualization, provide regular support/guidance to project teams on complex coding, and support issue resolution and execution.  Required Data Scientist Qualifications:  
",Associate,Full-time,Information Technology,"Information Technology and Services, Computer Software"
Hopper,"New York City, NY, US",Data Scientist,2019-07-31,"Take off with us! We’re looking for a data-savvy individual to join our team as a data scientist, to support data-centric product ...",https://www.linkedin.com/jobs/view/data-scientist-at-hopper-1393445067?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HopperNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Internet
Cerner Corporation,"Malvern, PA, US",Data Scientist,2019-07-29,"Experience programming in multiple languages (ideally Python and/or R) Cerner Intelligence is a new, innovative organization within ...",https://www.linkedin.com/jobs/view/data-scientist-at-cerner-corporation-1402289433?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cerner CorporationMalvern, PA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Hospital & Health Care"
Credit Sesame,"San Francisco, California",Data Scientist,2019-07-29,We’re looking for a Data Scientist who can help support product development. You’re excited about the potential of FinTech to disrupt ...,https://www.linkedin.com/jobs/view/data-scientist-at-credit-sesame-1388361159?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Credit SesameSan Francisco, California 
At Credit Sesame, we believe that every person has the right to improve their credit health. We want to empower our members to control their financial futures, and we want them to be energized about it. When you join Credit Sesame, you become part of a team devoted to helping people take charge of their credit so they can lead better lives.  
  
We’re looking for a Data Scientist who can help support product development. If you’re curious, have the grit to solve tough analytical problems, and want to be part of a team that helps create innovative products so millions can improve their credit wellness, then this opportunity is for you.  
  
You’ll make an impact by…  
  
You’re a great fit for our team because…  
  
You’ll love it here because…  
Office Location:  
  
In this role, you could work out of our San Francisco or our Mountain View office—you decide!  
  
Our San Francisco office is 1 block from the Montgomery Street BART station and within walking distance of world-famous restaurants and attractions such as the Ferry Building, Union Square, and North Beach.  
  
Our Mountain View office is located within walking distance of the Caltrain station and in the heart of downtown Mountain View with great cafes, restaurants, and shops.  
  
We’re committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We’re proud to be an equal opportunity workplace. 
",Mid-Senior level,Full-time,Analyst,Financial Services
Sasken Technologies Limited,"Hagerstown, Maryland",Data Scientist,2019-07-31,"Past experience working with Automotive or heavy duty on or off-road vehicle, digital data bus, including Ethernet or Controller Area ...",https://www.linkedin.com/jobs/view/data-scientist-at-sasken-technologies-limited-1345887589?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Sasken Technologies LimitedHagerstown, Maryland 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Job Description:Leverage machine learning & AI to solve business problems related to telematics & intelligent preventive maintenance of vehiclesAbility to derive insights from high-volume, high-dimensionality data from varying sources to highlight patterns, anomalies, relationships and trendsHands-on experience with Anaconda, Python to develop machine learning, deep learning modelsPast experience working with Automotive or heavy duty on or off-road vehicle, digital data bus, including Ethernet or Controller Area Network (CAN) experiences a plusEducational background from M.S or Ph.D in data science, machine learning, mathematics or related field 
",Mid-Senior level,Full-time,"Engineering, Information Technology, Design",Automotive
Harnham,"New York, New York",Data Scientist,2019-07-26,The successful Candidate will likely have the following skills and experience: YOUR SKILLS AND EXPERIENCE.       Excellent problem ...,https://www.linkedin.com/jobs/view/data-scientist-at-harnham-1380884181?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HarnhamNew York, New York 
 
   
 NYC  
 $175,000 - $190,000 base salary + BONUS!  
   
 Learn and work on meaningful initiatives with some of the best and brightest in the biotech and pharmaceutical research industry. Our client provides the  world’s most successful brands with leading market research, combining consumer and real data with analytic solutions to interpret today’s market trends while anticipating tomorrow’s. In addition, we offer a career filled with innovation and growth to the forward-thinking problem solvers who join our team.  
   
THE COMPANY  
   
They offer data, industry expertise, and focusd analytics to provide a base for  our clients grow their businesses in an ever evolving  world. Over 4000 companies worldwide rely on us to help them measure, predict, and improve performance across any and all channels. We have offices globaly.   
   
THE ROLE  
   
Aiming to harness the value of our operations team’s immense collection of data is a huge business initiative, and the firm wants to make a strategic hire a to drive innovation and launch the firm towards future success. The role is a hugely senior level team member who is a deep thinker and will have a powerful voice in driving company growth. They live to create hypotheses, solve problems, and present any and all assumptions back to essential stakeholders by owning the solution from end to end. If freedom, autonomy and head scratching professional challenges rock your world, we could be a great match. Some responsibilities include:  
  
·         Work with the latest machine learning techniques and technologies to influence the innovation of products in a highly collaborative environment  
·         Create the next set of methodologies for data classification and error detection  
·         Leverage big-data technology to design, prototype, develop and optimize production algorithms  
·         Partner with key stakeholders to understand their needs and build new solutions  
  
   
YOUR SKILLS AND EXPERIENCE  
   
The successful Candidate will likely have the following skills and experience:  
   
·         Advanced degree in computer science, statistics, physics, or related quantitative field preferred  
·         Excellent problem solving skills with the ability to design algorithms including data profiling, clustering, anomaly detection, text analytics, and predictive modeling  
·         Strong skills in statistical analyses with abilities in advanced data management and statistical programming using python, R, Java, and/or other languages  
·         Experience with the Hadoop ecosystem, Spark  
·         Familiarity with Agile methodologies  
·         Understanding of cloud platforms like AWS and Azure  
·         Team-oriented, creative, tenacious, curious and passionate about data and data science  
      
Sponsorship not avaliable for this role.   
  
THE BENEFITS  A competitive base salary of $175,000 - $190,000 + Bonus +Flex PTO + Full benefits + Possible Stock Purchase Options..   …   KEYWORDS  Machine Learning| Python| Tableau| Data Science| Statistics | Trading/FX | Capital Markets  
  
",Mid-Senior level,Full-time,"Consulting, Research, Health Care Provider","Biotechnology, Mental Health Care, Health, Wellness and Fitness"
Darwin Recruitment,Greater New York City Area,Senior Data Scientist,2019-07-30,"In short, they are looking for someone to work independently alongside several of their experienced Data Scientists who are building end ...",https://www.linkedin.com/jobs/view/senior-data-scientist-at-darwin-recruitment-1355200219?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Darwin RecruitmentGreater New York City Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
REMOTE OPPORTUNITY * REMOTE OPPORTUNITY * REMOTE OPPORTUNITY  
  
Our client, a Boston start-up consultancy who specialize in bespoke projects within the retail space is looking for a Senior Data Scientist.   
  
This team has become a point of focus for the entire organization is one that puts huge value on turning both small, sparse and massive data into actionable insights with measurable improvements to their customer's bottom line.   
  
In short, they are looking for someone to work independently alongside several of their experienced Data Scientists who are building end to end Machine Learning models using a variety of of the latest techniques.    
  
The role can be flexible on location, technically the focus will be on building out in-house capabilities focussed on machine learning with the vision of bringing the product to market in the future, reinforcement learning will be a point of emphasis.   
Skills required:  
Solid experience working with any of the major cloud platforms, preferably GCP.  
Experience working in the Retail, eCommerce or similar domains  
Proven background leading projects/teams would be a huge plus  
  
Package includes:  
   
",Mid-Senior level,Full-time,"Engineering, Information Technology, Research","Information Technology and Services, Computer Software, Financial Services"
Sprinklr,"New York City, NY, US",Data Scientist,2019-07-27,"We focus on our mission: We believe social technology is the future of customer-brand relations across all departments, and we seek to ...",https://www.linkedin.com/jobs/view/data-scientist-at-sprinklr-1397602359?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SprinklrNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Information Technology and Services, Computer Software"
BAMM,"Manhattan, New York, United States",Data Scientist,2019-07-16,"We’re looking for an ambitious data and statistics specialist, with 2-3 years’ experience, who’s eager to apply data science ...",https://www.linkedin.com/jobs/view/data-scientist-at-bamm-1334241544?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"BAMMManhattan, New York, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
In order to be considered for this position please send a copy of your CV/Resume and Cover Letter, along with two professional references to jobs@bammnewyork.com. The deadline to apply is August 16th, 2019. 
 
About BAMM: 
Based in NYC and London, BAMM fuels Brand Momentum by pushing at the boundaries of research – developing new methodologies, speaking with unexpected people, asking surprising questions and incorporating the latest technology into our work. We draw from a deep appreciation of commercial strategy, the latest thinking on marketing and the social sciences. 
 
Your Role: 
BAMM has an opportunity for a Data Scientist to join our growing New York office. We’re looking for an ambitious data and statistics specialist, with 2-3 years’ experience, who’s eager to apply data science approaches to big, strategic insights projects for the world’s leading brands, and for the freedom and support to help us build a robust, innovative, industry-leading data science practice. 
This role offers the opportunity to work across big brands on big strategic questions, and to work with a collaborative, multi-disciplinary team of ethnographers, photojournalists, cultural anthropologists, survey builders, behavioral scientists, and strategists.  
We’re looking for candidates who have the energy and desire to innovate, who want a new set of client challenges to solve, and who are interested in combining data-led techniques with leading edge ethnography and behavioral science. We will provide the space, support and culture to help ensure success. 
 
Your Responsibilities:  
 
Qualified candidates will have: 
 
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. 
",Entry level,Full-time,"Engineering, Information Technology",Research
Bank of America,"New York City, NY, US",Data Scientist,2019-07-19,"Experience building and optimizing ""big data"" data pipelines, architectures and data sets. Experience with data visualization tools is a ...",https://www.linkedin.com/jobs/view/data-scientist-at-bank-of-america-1364608809?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Bank of AmericaNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Banking, Financial Services"
Aliya Financial Technologies & Analytics,"New York City, NY, US",Data Scientist,2019-07-09,We are looking for data scientist that are capable of helping with the design of systems that can grow and maintain Aliya’s competitive ...,https://www.linkedin.com/jobs/view/data-scientist-at-aliya-financial-technologies-analytics-1363605569?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Aliya Financial Technologies & AnalyticsNew York City, NY, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Banking, Financial Services"
"Aetna, a CVS Health Company","New York City, NY, US",Data Scientist,2019-07-16,"Are you looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster, ...",https://www.linkedin.com/jobs/view/data-scientist-at-aetna-a-cvs-health-company-1334265503?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Aetna, a CVS Health CompanyNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Insurance, Financial Services, Hospital & Health Care"
ARF,"Manhattan, NY, US",Data Scientist,2019-07-20,The Advertising Research Foundation (ARF) is seeking data scientists with one to three years of experience to conduct primary research in...,https://www.linkedin.com/jobs/view/data-scientist-at-arf-1383254263?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ARFManhattan, NY, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Online Media, Events Services"
Meetup,"New York City, NY, US",Data Scientist,2019-06-25,"At Meetup, we've made it our mission to empower personal growth through real human connections because we see a future built on deep ...",https://www.linkedin.com/jobs/view/data-scientist-at-meetup-1335169179?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MeetupNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Facebook,"New York City, NY, US","Data Scientist, Analytics, Intern",2019-07-26,The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Facebook's mission is to ...,https://www.linkedin.com/jobs/view/data-scientist-analytics-intern-at-facebook-1385108794?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookNew York City, NY, US 
",Internship,Full-time,"Engineering, Information Technology",Internet
"Yoh, A Day & Zimmermann Company","New York City, NY, US",Data Scientist,2019-07-04,We are looking for data scientist that are capable of helping with the design of systems that can grow and maintain the company's ...,https://www.linkedin.com/jobs/view/data-scientist-at-yoh-a-day-zimmermann-company-1332561900?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Yoh, A Day & Zimmermann CompanyNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Staffing and Recruiting
"Pivotal Software, Inc.","New York City, NY, US",Data Scientist,2019-07-02,"We’re looking for the kind of person who will try and solve a problem on their own first, but isn't afraid to ask for help or say “I ...",https://www.linkedin.com/jobs/view/data-scientist-at-pivotal-software-inc-1358114542?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pivotal Software, Inc.New York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Publicis Media,"New York City, NY, US",Data Scientist,2019-06-29,"We’re looking for relevant academic, research or work experience, which typically includes: To help with this, we’re looking for an ...",https://www.linkedin.com/jobs/view/data-scientist-at-publicis-media-1348607629?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Publicis MediaNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Civis Analytics,"New York City, NY, US",Data Scientist,2019-06-26,The political R&D group is seeking a Data Scientist to join our team of data scientists and strategists in New York City. If you're ...,https://www.linkedin.com/jobs/view/data-scientist-at-civis-analytics-1386361681?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Civis AnalyticsNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Biotechnology
Better Mortgage,"New York City, NY, US",Data Scientist,2019-06-18,No one here gives up. Help us hack a thirteen trillion dollar industry by building a product that will allow more people than the status ...,https://www.linkedin.com/jobs/view/data-scientist-at-better-mortgage-1370203622?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Better MortgageNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Financial Services
