company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Cerity,"Austin, TX, US",Machine Learning Engineer,2019-07-23,"To do this job successfully, you will have needed prior work experience deploying ML/DL/RL algorithms into a production environment. ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-cerity-1390061324?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CerityAustin, TX, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Computer & Network Security"
Verizon Communications,"Irving, TX, US",Machine Learning Engineer,2019-07-06,"Even Better If You Have. Experience communicating effectively across internal and external organizations, for complex mission-critical ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-verizon-communications-1359047837?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Verizon CommunicationsIrving, TX, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Moss AI,"San Ramon, California, United States",Machine Learning Engineer,2019-08-01,We are hiring a Senior Deep Learning Engineer to work on problems in spatial intelligence and computer vision. You will join a small and ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-moss-ai-1395344058?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Moss AISan Ramon, California, United States 
 
",Not Applicable,Full-time,NA,NA
Standard Cognition ,"San Francisco, CA, US",Machine Learning Engineer,2019-03-26,"We're looking for awesome Machine Learning Engineers to take ownership of individual models in this engine. To do this, we're building a ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-standard-cognition-1169918251?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Standard Cognition San Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Jobs @ TheJobNetwork,"Palo Alto, CA, US",Machine Learning Engineer,2019-08-04,Were not looking for good; Entefy is on a mission for best. This is where your deep experience and great insights intersect with an ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-jobs-%40-thejobnetwork-1401203914?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs @ TheJobNetworkPalo Alto, CA, US 
",Entry level,Full-time,"Engineering, Information Technology",Information Technology and Services
bidco,"Washington, D.C., DC, US",Machine Learning Engineer,2019-08-04,"We are looking for a Machine Learning Engineer to help us create artificial intelligence products. To do this job successfully, you need ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-bidco-1412384457?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"bidcoWashington, D.C., DC, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Design, Computer Software"
Jefferson Frank,"San Francisco, CA, US",MACHINE LEARNING ENGINEER,2019-07-31,The ideal candidate is passionate about what they build and shows a strong sense of ownership in the work environment. This client is ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-jefferson-frank-1407399522?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jefferson FrankSan Francisco, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Staffing and Recruiting"
Featurespace,"Atlanta, GA, US",Machine Learning Engineer,2019-07-30,"We are looking for a Machine Learning Engineer to join our Data Science Team. In addition to strong performance in engineering skills, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-featurespace-1402909340?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FeaturespaceAtlanta, GA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Govini,"Pittsburgh, PA, US",Machine Learning Engineer,2019-05-31,We are seeking an experienced Machine Learning Engineer to join our team to build cutting-edge machine learning technologies that will ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-govini-1341863889?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoviniPittsburgh, PA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Trust In Soda Ltd,"Newport Beach, California",Machine Learning Engineer,2019-08-01,"What is in it for you: Our client is looking for a talented Machine Learning engineer to work on their cloud-based, open platform which ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-trust-in-soda-ltd-1395328642?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Trust In Soda LtdNewport Beach, California 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Machine Learning Engineer with a Software Developer/Engineer background  
Orange County, California  
Competitive Salary   
   
Are you a proven Machine Learning Engineer?  
Do you want to work for a growing AI company working on state of the art proprietary AI platform?  
Our client is looking for a talented Machine Learning engineer to work on their cloud-based, open platform which integrates an ecosystem of a variety of state of the art cognitive engines, which can be used to reveal valuable insights from huge amounts of data.  
   
This is the chance to work in an extremely innovative and fast-paced environment. Fantastic offices in a Orange County and the chance to work alongside a very strong team in a great office space.  If you love practical applications of machine learning, and digging in to build models and tools that their customers can derive value from, then this will be a great fit for you.  
   
Responsibilities:  
  
Building best in class cognitive capabilities by leveraging state of the art research, tools, ML frameworks and datasets.  
Helping to evolve and implement a data acquisition and core machine learning  strategy.  
Integrating machine learning capabilities into an existing tech stack, and helping to productize your work.  
   
Preferred Qualifications:  
  
Strong knowledge of AI Frameworks (for example): Tensorflow, Keras, SpaCy, Numpy, Scikit-learn, Caffe, dlib, StarSpace, etc.  
Some Full Stack Developer Experience with modern languages (for example): Go, Python, JavaScript, etc..  
Experience with deep learning, computer vision, natural language processing, speech recognition or other core machine learning concept.  
Familiar with some some Linux DevOps methodologies and frameworks (for example Docker).  
Master’s in Computer Science Preferred.  
   
Required Qualifications:  
  
Excellent communication (written / verbal).  
BS in Computer Science required.  
  
What is in it for you:  
  
A competitive compensation package.  
Stock Options.  
A fully stocked kitchen, casual dress attire, catered lunch on Fridays.  
Flexible Time Off.  
Quality benefits: medical, dental, vision, etc  
An opportunity to be a part of the next big thing in artificial intelligence  
   
This is an opportunity to be a part of the next big thing in AI and you will get to work for a company that regularly recognises your achievements, offers excellent salaries and packages and the opportunity to develop your skills in new areas of tech.  
   
If this role looks interesting, please apply with your up to date CV and we will be in touch to discuss your application further. 
",Mid-Senior level,Full-time,"Information Technology, Engineering",Information Technology and Services
Signature Consultants,"Washington, D.C., DC, US",Machine Learning Engineer,2019-08-02,"Signature Consultants is seeking a Machine Learning Engineer for an opprotunity in Washington, DC. Experience developing service oriented...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-signature-consultants-1407407092?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Signature ConsultantsWashington, D.C., DC, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Machine Learning Engineer Summary: 
Signature Consultants is seeking a Machine Learning Engineer for an opprotunity in Washington, DC.  
Responsibilities: 
Qualifications: 
Headquartered in Fort Lauderdale, Florida, Signature Consultants was established in 1997 with a singular focus: to provide clients and consultants with superior staffing solutions. For the 8th consecutive year, Signature was voted as one of the ""Best Staffing Firms to Work For"" and is now the 15th largest IT staffing firm in the United States (source: Staffing Industry Analysts). With 25 locations throughout North America, Signature annually deploys thousands of consultants to support, run, and manage their clients' technology needs. Signature offers IT staffing, consulting, managed solutions, and direct placement services. For more information on the company, please visit www.sigconsult.com. 
",Mid-Senior level,Contract,Information Technology,Computer Software
Roblox,"San Mateo, CA, US",Machine Learning Engineer,2019-08-04,We’re looking for someone who’s eager to take on a meaningful role in the success of Roblox on a massive scale. We’re the one and only...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-roblox-1398768722?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"RobloxSan Mateo, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Major League Baseball,"New York City, NY, US",Machine Learning Engineer,2019-07-31,"We are looking for Engineers that are passionate about building new technologies for the baseball industry, and this role will help usher...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-major-league-baseball-1393492252?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Major League BaseballNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
The Voleon Group,"Berkeley, CA, US",Machine Learning Engineer,2019-08-02,This role is a means to make a difference: you will leverage your experience in applied ML technologies to build foundational tools that ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-the-voleon-group-1395392621?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The Voleon GroupBerkeley, CA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Keysight Technologies,"Chantilly, Virginia",Machine Learning Engineer,2019-08-02,"Keysight has a great work/life balance and a friendly, highly collaborative environment with a broad spectrum of experience from younger ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-keysight-technologies-1395390461?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Keysight TechnologiesChantilly, Virginia 
Keysight Technologies (NYSE: KEYS) has been unlocking electronic measurement insights for 75 years. We are the world's leading electronic measurement company, transforming today's measurement experience through innovation in wireless, modular, and software solutions. What does Keysight do: https://www.youtube.com/watch?v=yAmnX--6aFA .  
Keysight has a great work/life balance and a friendly, highly collaborative environment with a broad spectrum of experience from younger employees to those with decades of experience with the company. Keysight was recently certified as a Great Place to Work® .  
  
Machine Learning Engineer  
  
Develops, designs, adapts, prototypes and implements in code, supervised and unsupervised machine learning and advanced statistical algorithms.  Evaluates and recommends approaches to various data analytics problems. Analyzes and evaluates data sets for both insight into the data and usability for machine learning applications.  Conditions data for analysis and works with large scale structured and unstructured data.  Creates data pipelines and works with large scale, distributed compute and storage platforms. Completes programming and implements efficiencies, performs testing and debugging. Completes documentation and procedures for installation and maintenance.  
  
This position is based at our site in Chantilly, VA  
  
Qualifications  
Who is Keysight?   
We’re driven, curious, and collaborative. We’re obsessed with the future of technology. But we don’t stop there. We are involved. We nurture the next generation of engineers. We help our neighbors and communities across the globe. With a global corporate responsibility framework for ethical, environmentally-sustainable, and socially-responsible operations, we are singularly focused on connecting and securing the world for a better planet.  
  
Keysight is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any disability or any other protected categories under all applicable laws. 
",Mid-Senior level,Full-time,Engineering,Electrical/Electronic Manufacturing
Explore Group,"New York, New York",Machine Learning Engineer,2019-08-02,They are now looking for an experienced Data Engineer to help lead their efforts. The ideal candidate has 5+ years of data/backend ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-explore-group-1327209269?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Explore GroupNew York, New York 
My client is a lifestyle, fitness, & health company that has been recognized as the first of its kind.  Their accomplishments have come by way of leveraging innovation & technology to restore individuals to their peak energy levels. Backed by leading investors, it was recently named one of the Most Innovative Companies in Consumer Electronics.  They are now looking for an experienced Data Engineer to help lead their efforts.  
This individual will have solid involvement in running data engineering systems and work at a high capacity to assemble Machine Learning fuelled features as well as pipelines, with cutting edge technology to generate a high volume of complex information which is gathered to increase general health amongst product users.  
The ideal candidate has 5+ years of data/backend engineering background working on systems of larger scale (particularly for ML pipelines, or eagerness in learning how to create them).  
   
  
Primary Responsibilities  
   
  
Requirements  
   
  
Bonus Skills  
   
  
This is a great opportunity to work with a company whose motive is to design products that are at the forefront of innovation, using cutting-edge technology to better the long-term and overall health of their consumers.  If interested, please apply with a resume for more information. 
",Mid-Senior level,Full-time,"Information Technology, Engineering, Analyst","Computer Software, Consumer Electronics, Information Technology and Services"
Sidewalk Labs,Greater New York City Area,Machine Learning Engineer,2019-07-15,"We are looking for a machine learning engineer to join our team in our New York City office. To improve sustainability in cities, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-sidewalk-labs-1333864524?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Sidewalk LabsGreater New York City Area 
 
Who are we?  
Sidewalk Labs is an Alphabet company tackling the challenges of urban growth. Our vision for cities is rooted in a cross-disciplinary approach that is reflected in our team, composed of experts from real estate, government, finance, technology, engineering and more.  Since its founding in 2015, Sidewalk Labs has evolved into an organization of over 100 employees based primarily in New York and Toronto.  
  
We are currently designing a new kind of mixed-use, complete community on Toronto's waterfront in partnership with the tripartite agency Waterfront Toronto and the local community. This joint effort, called Sidewalk Toronto, will combine forward-thinking urban design and new digital technology to create a people-centered neighborhood that achieves precedent-setting levels of sustainability, affordability, mobility, and economic opportunity.  
  
We are working to achieve something unprecedented — help us build it.  
  
What is the role?  
To improve sustainability in cities, Sidewalk Labs is developing new technology that will drastically reduce greenhouse gas emissions compared to the status quo, empower smarter management of resources, and reduce the cost of future upgrades and maintenance. We plan for a 75%-85% reduction in greenhouse gas emissions compared to similar projects, aiming for Climate Positive.  
  
To achieve our sustainability goals in Quayside, we plan to pilot and scale different kinds of innovation to tackle the thorniest problems in building environment performance. Success requires bold innovation around electricity and thermal systems.  
  
We are looking for a machine learning engineer to join our team in our New York City office. In your first project you will build models and programs that reduce energy use in buildings and cut greenhouse gas emissions through analysis of building management system (BMS) data and other similar systems.  
  
It’s a bonus (but not a requirement) if you are familiar with building systems and IoT sensors, their data, and analysis of it (e.g., HVAC, occupancy, temperature, lighting, etc.).  
What is required is passion for sustainability and the desire to create a climate positive community.  
  
What you have you achieve:  
Within your first 6 months, you will:  
  
What we expect:  
We are very excited to hear from you.  
   
The community of the future is a place for everyone, and Sidewalk Labs is proud to be an equal opportunity employer. We encourage members of underrepresented communities to apply. All employment is based on merit and business need. 
",Mid-Senior level,Full-time,"Information Technology, Engineering, Research","Information Technology and Services, Computer Software, Real Estate"
"MINDBODY, Inc.","New York City, NY, US",Machine Learning Engineer,2019-06-19,"Proven experience as a Machine Learning Engineer or similar role, with 2+ years of full-time experience. Proven experience as a Machine ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-mindbody-inc-1362887417?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MINDBODY, Inc.New York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Computer Software
Ocrolus,"New York City, NY, US",Machine Learning Engineer,2019-07-15,"3 years of applied machine learning experience. To this end, Ocrolus is looking to hire a Machine Learning Engineer to help identify ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-ocrolus-1373589619?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"OcrolusNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Internet, Financial Services"
IBM,"New York City, NY, US",Machine Learning/ NLP Engineer,2019-07-24,"What about all of these? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? The IBM ...",https://www.linkedin.com/jobs/view/machine-learning-nlp-engineer-at-ibm-1391723728?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"IBMNew York City, NY, US 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Human Resources"
PulsePoint,"New York City, NY, US",Machine Learning Engineer,2019-06-18,"We are looking for ""A"" players that have a combination of drive, focus, speed, efficiency and quality to drive statistical modeling, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-pulsepoint-1370208298?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PulsePointNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
"AlphaSense, Inc.","New York City, NY, US",Machine Learning Engineer,2019-08-02,"Our mission is to curate and summarize the world's business knowledge, including the vast high-value content sets that traditional web ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-alphasense-inc-1407082063?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AlphaSense, Inc.New York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Open Systems Technologies,"New York City, NY, US",Machine Learning Engineer,2018-07-19,Our client is seeking a Machine Learning Engineer; you will focus on helping clients address regulatory and operational challenges ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-open-systems-technologies-810026405?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Open Systems TechnologiesNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
HyperScience,"New York City, NY, US",Machine Learning Engineer,2019-07-06,We turn ML lab experiments into enterprise-ready AI solutions - and we’re looking for continuous learners to work on these efforts. We ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-hyperscience-1405375894?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HyperScienceNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Dow Jones,"New York City, NY, US",Machine Learning Engineer,2019-07-08,"Data engineering experience, including SQL and manipulating large structured or unstructured datasets for analysis. Extensive technical ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-dow-jones-1407456644?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Dow JonesNew York City, NY, US 
",Not Applicable,Full-time,"Engineering, Information Technology",Online Media
Ribbon,"New York City, NY, US",Machine Learning Engineer,2019-06-19,Work closely with product engineering to generate datasets based off of Ribbon product activity and propose new product features to ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-ribbon-1371244346?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"RibbonNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Internet, Financial Services"
Eight Sleep,"New York City, NY, US",Machine Learning Engineer,2019-07-06,"Our mission is to power human potential through better sleep, using innovative technology, detailed design, and proven science and data ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-eight-sleep-1405576484?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Eight SleepNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Consumer Electronics
Blue Apron,"New York City, NY, US",Machine Learning Engineer,2019-07-05,"Within Engineering, the Data team is responsible for our enterprise data warehouse, business intelligence platform, ETL processes, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-blue-apron-1402933223?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Blue ApronNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Food & Beverages, Transportation/Trucking/Railroad"
Memorial Sloan Kettering Cancer Center,"New York City, NY, US",Machine Learning Engineer,2019-07-08,"Phd. in Computer Science, Mathematics or related STEM field with 2+ years of research experience or MS in related quantitative field with...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-memorial-sloan-kettering-cancer-center-1407452038?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Memorial Sloan Kettering Cancer CenterNew York City, NY, US 
",Not Applicable,Full-time,"Engineering, Information Technology","Hospital & Health Care, Medical Practice, Research"
Perch,"New York City, NY, US",Machine Learning Engineer,2019-06-26,"The ideal candidate possesses good technical judgment, which we define as the ability to design and build data pipelines that can be ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-perch-1386371835?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PerchNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Information Technology and Services
Symbioun Technologies Pvt Ltd,"New York City, NY, US",Machine Learning Engineer,2019-07-06,Excellent knowledge of common machine learning algorithms Experience of building solutions with natural language models Excellent Python ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-symbioun-technologies-pvt-ltd-1404638031?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Symbioun Technologies Pvt LtdNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Management Consulting"
Corning Incorporated,"Corning, NY, US",Machine Learning Modeling Engineer,2019-07-04,"Corning's Manufacturing, Technology and Engineering division (MTE) is recognized as the leader in engineering excellence & innovative ...",https://www.linkedin.com/jobs/view/machine-learning-modeling-engineer-at-corning-incorporated-1356249599?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Corning IncorporatedCorning, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Electrical/Electronic Manufacturing, Machinery, Mechanical or Industrial Engineering"
Zealogics LLC,"New York City, NY, US",Machine Learning/Deep Learning Engineer - New York,2019-08-04,"Experience in feature extraction/ selection, classifier design is essential; Solid experience in C#, C/C++ programming; Knowledge in ...",https://www.linkedin.com/jobs/view/machine-learning-deep-learning-engineer-new-york-at-zealogics-llc-1411867584?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Zealogics LLCNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Electrical/Electronic Manufacturing, Information Technology and Services, Computer Software"
Proprius LLC,"New York City, NY, US",Senior Machine Learning Engineer,2019-08-04,"Originally a facial recognition company, this organization is constantly innovating and now looking for a Lead Machine Learning Engineer ...",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-proprius-llc-1412331479?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Proprius LLCNew York City, NY, US 
",Associate,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Buxton Consulting,"New York City, NY, US",Machine Learning Engineer,2019-07-17,Someone who can take it to the production support and heavy on Kubernetes. Who knows Machine learning models and who can serve Python. ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-buxton-consulting-1405105677?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Buxton ConsultingNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Computer & Network Security"
